Date,1 AUD,100 BGN,1 BRL,1 CAD,100 CHF,100 CNY,100 CZK,100 DKK,1 EUR,1 GBP,1 HKD,100 HRK,100 HUF, I44,100 IDR,1 ILS,100 INR,100 JPY,100 KRW,1 LTL,100 MXN,1 MYR,1 NZD,100 PHP,100 PKR,1 PLN,100 RON,100 RUB,100 SEK,1 SGD,100 THB,100 TRY,100 TWD, TWI,1 USD,1 XDR,1 ZAR,100 BYR,1 BYN,100 BDT,100 MMK,100 ISK
1960-01,ND,ND,ND,7.5100,165.85,ND,ND,103.75,ND,20.0200,ND,ND,ND,ND,ND,ND,ND,1.9763,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.25,ND,ND,ND,ND,ND,7.1500,ND,ND,ND,ND,ND,ND,43.82
1960-02,ND,ND,ND,7.5100,165.35,ND,ND,103.70,ND,20.0300,ND,ND,ND,ND,ND,ND,ND,1.9763,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.35,ND,ND,ND,ND,ND,7.1500,ND,ND,ND,ND,ND,ND,18.77
1960-03,ND,ND,ND,7.5200,165.10,ND,ND,103.75,ND,20.0300,ND,ND,ND,ND,ND,ND,ND,1.9935,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.15,ND,ND,ND,ND,ND,7.1400,ND,ND,ND,ND,ND,ND,18.74
1960-04,ND,ND,ND,7.4500,164.75,ND,ND,103.60,ND,20.0200,ND,ND,ND,ND,ND,ND,ND,1.9707,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.35,ND,ND,ND,ND,ND,7.1300,ND,ND,ND,ND,ND,ND,18.72
1960-05,ND,ND,ND,7.3500,164.95,ND,ND,103.55,ND,20.0200,ND,ND,ND,ND,ND,ND,ND,1.9736,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.45,ND,ND,ND,ND,ND,7.1300,ND,ND,ND,ND,ND,ND,18.72
1960-06,ND,ND,ND,7.2600,165.95,ND,ND,103.65,ND,20.0100,ND,ND,ND,ND,ND,ND,ND,1.9806,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.55,ND,ND,ND,ND,ND,7.1400,ND,ND,ND,ND,ND,ND,18.74
1960-07,ND,ND,ND,7.3100,165.75,ND,ND,103.70,ND,20.0300,ND,ND,ND,ND,ND,ND,ND,1.9907,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.45,ND,ND,ND,ND,ND,7.1300,ND,ND,ND,ND,ND,ND,18.72
1960-08,ND,ND,ND,7.3500,166.05,ND,ND,103.70,ND,20.0400,ND,ND,ND,ND,ND,ND,ND,1.9907,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.55,ND,ND,ND,ND,ND,7.1300,ND,ND,ND,ND,ND,ND,18.72
1960-09,ND,ND,ND,7.3500,165.85,ND,ND,103.80,ND,20.0400,ND,ND,ND,ND,ND,ND,ND,1.9907,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.35,ND,ND,ND,ND,ND,7.1300,ND,ND,ND,ND,ND,ND,18.72
1960-10,ND,ND,ND,7.2900,165.75,ND,ND,103.70,ND,20.0400,ND,ND,ND,ND,ND,ND,ND,1.9907,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.25,ND,ND,ND,ND,ND,7.1300,ND,ND,ND,ND,ND,ND,18.72
1960-11,ND,ND,ND,7.3000,165.95,ND,ND,103.60,ND,20.0400,ND,ND,ND,ND,ND,ND,ND,1.9807,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.20,ND,ND,ND,ND,ND,7.1300,ND,ND,ND,ND,ND,ND,18.72
1960-12,ND,ND,ND,7.2800,166.05,ND,ND,103.75,ND,20.0300,ND,ND,ND,ND,ND,ND,ND,1.9935,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.25,ND,ND,ND,ND,ND,7.1400,ND,ND,ND,ND,ND,ND,18.74
1961-01,ND,ND,ND,7.1800,166.15,ND,ND,103.70,ND,20.0400,ND,ND,ND,ND,ND,ND,ND,1.9928,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.45,ND,ND,ND,ND,ND,7.1400,ND,ND,ND,ND,ND,ND,18.74
1961-02,ND,ND,ND,7.2200,165.75,ND,ND,103.65,ND,20.0300,ND,ND,ND,ND,ND,ND,ND,1.9963,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.55,ND,ND,ND,ND,ND,7.1500,ND,ND,ND,ND,ND,ND,18.77
1961-03,ND,ND,ND,7.2700,165.95,ND,ND,103.70,ND,20.0100,ND,ND,ND,ND,ND,ND,ND,1.9963,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.65,ND,ND,ND,ND,ND,7.1500,ND,ND,ND,ND,ND,ND,18.77
1961-04,ND,ND,ND,7.2500,165.75,ND,ND,103.65,ND,20.0100,ND,ND,ND,ND,ND,ND,ND,1.9763,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.55,ND,ND,ND,ND,ND,7.1500,ND,ND,ND,ND,ND,ND,18.77
1961-05,ND,ND,ND,7.2600,165.85,ND,ND,103.60,ND,20.0100,ND,ND,ND,ND,ND,ND,ND,1.9790,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.95,ND,ND,ND,ND,ND,7.1600,ND,ND,ND,ND,ND,ND,18.79
1961-06,ND,ND,ND,7.2400,166.15,ND,ND,103.65,ND,20.0000,ND,ND,ND,ND,ND,ND,ND,1.9818,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,139.00,ND,ND,ND,ND,ND,7.1700,ND,ND,ND,ND,ND,ND,18.82
1961-07,ND,ND,ND,6.9500,166.65,ND,ND,103.70,ND,20.0000,ND,ND,ND,ND,ND,ND,ND,1.9818,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,139.25,ND,ND,ND,ND,ND,7.1700,ND,ND,ND,ND,ND,ND,18.82
1961-08,ND,ND,ND,6.9300,165.75,ND,ND,103.70,ND,20.0100,ND,ND,ND,ND,ND,ND,ND,1.9763,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.75,ND,ND,ND,ND,ND,7.1500,ND,ND,ND,ND,ND,ND,16.60
1961-09,ND,ND,ND,6.9200,165.55,ND,ND,103.65,ND,20.0300,ND,ND,ND,ND,ND,ND,ND,1.9707,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,137.00,ND,ND,ND,ND,ND,7.1300,ND,ND,ND,ND,ND,ND,16.56
1961-10,ND,ND,ND,6.9200,165.25,ND,ND,103.55,ND,20.0400,ND,ND,ND,ND,ND,ND,ND,1.9680,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.05,ND,ND,ND,ND,ND,7.1200,ND,ND,ND,ND,ND,ND,16.53
1961-11,ND,ND,ND,6.8800,165.05,ND,ND,103.55,ND,20.0400,ND,ND,ND,ND,ND,ND,ND,1.9680,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.05,ND,ND,ND,ND,ND,7.1200,ND,ND,ND,ND,ND,ND,16.53
1961-12,ND,ND,ND,6.8500,165.75,ND,ND,103.80,ND,20.0300,ND,ND,ND,ND,ND,ND,ND,1.9707,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.10,ND,ND,ND,ND,ND,7.1300,ND,ND,ND,ND,ND,ND,16.56
1962-01,ND,ND,ND,6.8300,165.55,ND,ND,103.80,ND,20.0400,ND,ND,ND,ND,ND,ND,ND,1.9707,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.25,ND,ND,ND,ND,ND,7.1300,ND,ND,ND,ND,ND,ND,16.56
1962-02,ND,ND,ND,6.8100,165.35,ND,ND,103.60,ND,20.0500,ND,ND,ND,ND,ND,ND,ND,1.9707,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.45,ND,ND,ND,ND,ND,7.1300,ND,ND,ND,ND,ND,ND,16.56
1962-03,ND,ND,ND,6.8000,164.85,ND,ND,103.75,ND,20.0500,ND,ND,ND,ND,ND,ND,ND,1.9750,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.40,ND,ND,ND,ND,ND,7.1300,ND,ND,ND,ND,ND,ND,16.56
1962-04,ND,ND,ND,6.7900,164.35,ND,ND,103.60,ND,20.0600,ND,ND,ND,ND,ND,ND,ND,1.9707,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.65,ND,ND,ND,ND,ND,7.1300,ND,ND,ND,ND,ND,ND,16.56
1962-05,ND,ND,ND,6.6000,164.75,ND,ND,103.55,ND,20.0500,ND,ND,ND,ND,ND,ND,ND,1.9714,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.75,ND,ND,ND,ND,ND,7.1300,ND,ND,ND,ND,ND,ND,16.56
1962-06,ND,ND,ND,6.5600,165.75,ND,ND,103.75,ND,20.0300,ND,ND,ND,ND,ND,ND,ND,1.9735,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.95,ND,ND,ND,ND,ND,7.1400,ND,ND,ND,ND,ND,ND,16.58
1962-07,ND,ND,ND,6.6100,165.85,ND,ND,103.60,ND,20.0400,ND,ND,ND,ND,ND,ND,ND,1.9735,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,139.00,ND,ND,ND,ND,ND,7.1400,ND,ND,ND,ND,ND,ND,16.58
1962-08,ND,ND,ND,6.6300,165.65,ND,ND,103.50,ND,20.0300,ND,ND,ND,ND,ND,ND,ND,1.9798,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,139.00,ND,ND,ND,ND,ND,7.1500,ND,ND,ND,ND,ND,ND,16.60
1962-09,ND,ND,ND,6.6500,165.85,ND,ND,103.50,ND,20.0500,ND,ND,ND,ND,ND,ND,ND,1.9956,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,139.00,ND,ND,ND,ND,ND,7.1500,ND,ND,ND,ND,ND,ND,16.60
1962-10,ND,ND,ND,6.6500,166.05,ND,ND,103.50,ND,20.0300,ND,ND,ND,ND,ND,ND,ND,1.9948,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,139.05,ND,ND,ND,ND,ND,7.1500,ND,ND,ND,ND,ND,ND,16.60
1962-11,ND,ND,ND,6.6500,166.15,ND,ND,103.55,ND,20.0300,ND,ND,ND,ND,ND,ND,ND,1.9948,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.75,ND,ND,ND,ND,ND,7.1500,ND,ND,ND,ND,ND,ND,16.60
1962-12,ND,ND,ND,6.6500,166.00,ND,ND,103.85,ND,20.0300,ND,ND,ND,ND,ND,ND,ND,1.9963,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.00,ND,ND,ND,ND,ND,7.1500,ND,ND,ND,ND,ND,ND,16.60
1963-01,ND,ND,ND,6.6400,165.35,ND,ND,103.70,ND,20.0400,ND,ND,ND,ND,ND,ND,ND,1.9941,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.10,ND,ND,ND,ND,ND,7.1500,ND,ND,ND,ND,ND,ND,16.60
1963-02,ND,ND,ND,6.6400,165.65,ND,ND,103.65,ND,20.0300,ND,ND,ND,ND,ND,ND,ND,1.9948,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.20,ND,ND,ND,ND,ND,7.1500,ND,ND,ND,ND,ND,ND,16.60
1963-03,ND,ND,ND,6.6400,165.55,ND,ND,103.75,ND,20.0200,ND,ND,ND,ND,ND,ND,ND,1.9927,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.00,ND,ND,ND,ND,ND,7.1500,ND,ND,ND,ND,ND,ND,16.60
1963-04,ND,ND,ND,6.6400,165.35,ND,ND,103.70,ND,20.0100,ND,ND,ND,ND,ND,ND,ND,1.9770,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,137.85,ND,ND,ND,ND,ND,7.1500,ND,ND,ND,ND,ND,ND,16.60
1963-05,ND,ND,ND,6.6400,165.85,ND,ND,103.70,ND,20.0100,ND,ND,ND,ND,ND,ND,ND,1.9734,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,137.95,ND,ND,ND,ND,ND,7.1500,ND,ND,ND,ND,ND,ND,16.60
1963-06,ND,ND,ND,6.6400,165.65,ND,ND,103.80,ND,20.0100,ND,ND,ND,ND,ND,ND,ND,1.9727,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.10,ND,ND,ND,ND,ND,7.1500,ND,ND,ND,ND,ND,ND,16.60
1963-07,ND,ND,ND,6.6300,165.75,ND,ND,103.75,ND,20.0200,ND,ND,ND,ND,ND,ND,ND,1.9720,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.15,ND,ND,ND,ND,ND,7.1500,ND,ND,ND,ND,ND,ND,16.60
1963-08,ND,ND,ND,6.6200,166.05,ND,ND,103.70,ND,20.0300,ND,ND,ND,ND,ND,ND,ND,1.9769,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.00,ND,ND,ND,ND,ND,7.1600,ND,ND,ND,ND,ND,ND,16.63
1963-09,ND,ND,ND,6.6300,166.25,ND,ND,103.85,ND,20.0200,ND,ND,ND,ND,ND,ND,ND,1.9776,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.25,ND,ND,ND,ND,ND,7.1600,ND,ND,ND,ND,ND,ND,16.63
1963-10,ND,ND,ND,6.6500,166.20,ND,ND,103.90,ND,20.0300,ND,ND,ND,ND,ND,ND,ND,1.9769,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.15,ND,ND,ND,ND,ND,7.1600,ND,ND,ND,ND,ND,ND,16.63
1963-11,ND,ND,ND,6.6500,166.25,ND,ND,103.95,ND,20.0300,ND,ND,ND,ND,ND,ND,ND,1.9754,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.25,ND,ND,ND,ND,ND,7.1600,ND,ND,ND,ND,ND,ND,16.63
1963-12,ND,ND,ND,6.6500,166.35,ND,ND,103.90,ND,20.0200,ND,ND,ND,ND,ND,ND,ND,1.9783,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.10,ND,ND,ND,ND,ND,7.1600,ND,ND,ND,ND,ND,ND,16.63
1964-01,ND,ND,ND,6.6300,166.25,ND,ND,103.80,ND,20.0300,ND,ND,ND,ND,ND,ND,ND,1.9754,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.25,ND,ND,ND,ND,ND,7.1600,ND,ND,ND,ND,ND,ND,16.63
1964-02,ND,ND,ND,6.6400,166.05,ND,ND,103.70,ND,20.0300,ND,ND,ND,ND,ND,ND,ND,1.9747,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.45,ND,ND,ND,ND,ND,7.1600,ND,ND,ND,ND,ND,ND,16.63
1964-03,ND,ND,ND,6.6300,165.85,ND,ND,103.90,ND,20.0300,ND,ND,ND,ND,ND,ND,ND,1.9783,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.95,ND,ND,ND,ND,ND,7.1600,ND,ND,ND,ND,ND,ND,16.63
1964-04,ND,ND,ND,6.6300,165.80,ND,ND,103.80,ND,20.0200,ND,ND,ND,ND,ND,ND,ND,1.9720,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,139.35,ND,ND,ND,ND,ND,7.1500,ND,ND,ND,ND,ND,ND,16.60
1964-05,ND,ND,ND,6.6300,166.15,ND,ND,103.75,ND,20.0100,ND,ND,ND,ND,ND,ND,ND,1.9720,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,139.45,ND,ND,ND,ND,ND,7.1500,ND,ND,ND,ND,ND,ND,16.60
1964-06,ND,ND,ND,6.6300,166.15,ND,ND,103.75,ND,20.0000,ND,ND,ND,ND,ND,ND,ND,1.9747,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,139.55,ND,ND,ND,ND,ND,7.1600,ND,ND,ND,ND,ND,ND,16.63
1964-07,ND,ND,ND,6.6300,166.05,ND,ND,103.70,ND,19.9800,ND,ND,ND,ND,ND,ND,ND,1.9747,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,139.65,ND,ND,ND,ND,ND,7.1600,ND,ND,ND,ND,ND,ND,16.63
1964-08,ND,ND,ND,6.6500,166.15,ND,ND,103.65,ND,19.9700,ND,ND,ND,ND,ND,ND,ND,1.9782,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,139.70,ND,ND,ND,ND,ND,7.1700,ND,ND,ND,ND,ND,ND,16.65
1964-09,ND,ND,ND,6.6600,166.25,ND,ND,103.55,ND,19.9500,ND,ND,ND,ND,ND,ND,ND,1.9875,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,139.85,ND,ND,ND,ND,ND,7.1700,ND,ND,ND,ND,ND,ND,16.65
1964-10,ND,ND,ND,6.6700,166.50,ND,ND,103.65,ND,19.9500,ND,ND,ND,ND,ND,ND,ND,1.9796,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,139.15,ND,ND,ND,ND,ND,7.1700,ND,ND,ND,ND,ND,ND,16.65
1964-11,ND,ND,ND,6.6800,166.15,ND,ND,103.60,ND,19.9600,ND,ND,ND,ND,ND,ND,ND,1.9848,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,139.15,ND,ND,ND,ND,ND,7.1600,ND,ND,ND,ND,ND,ND,16.63
1964-12,ND,ND,ND,6.6700,166.15,ND,ND,103.65,ND,19.9700,ND,ND,ND,ND,ND,ND,ND,1.9984,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,139.35,ND,ND,ND,ND,ND,7.1600,ND,ND,ND,ND,ND,ND,16.63
1965-01,ND,ND,ND,6.6700,166.05,ND,ND,103.70,ND,19.9700,ND,ND,ND,ND,ND,ND,ND,1.9948,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,139.55,ND,ND,ND,ND,ND,7.1600,ND,ND,ND,ND,ND,ND,16.63
1965-02,ND,ND,ND,6.6400,165.85,ND,ND,103.65,ND,19.9900,ND,ND,ND,ND,ND,ND,ND,1.9876,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,139.55,ND,ND,ND,ND,ND,7.1600,ND,ND,ND,ND,ND,ND,16.63
1965-03,ND,ND,ND,6.6300,165.45,ND,ND,103.65,ND,19.9800,ND,ND,ND,ND,ND,ND,ND,1.9833,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,139.55,ND,ND,ND,ND,ND,7.1600,ND,ND,ND,ND,ND,ND,16.63
1965-04,ND,ND,ND,6.6400,165.25,ND,ND,103.65,ND,19.9900,ND,ND,ND,ND,ND,ND,ND,1.9747,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,139.60,ND,ND,ND,ND,ND,7.1600,ND,ND,ND,ND,ND,ND,16.63
1965-05,ND,ND,ND,6.6300,164.95,ND,ND,103.60,ND,20.0100,ND,ND,ND,ND,ND,ND,ND,1.9776,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,139.55,ND,ND,ND,ND,ND,7.1600,ND,ND,ND,ND,ND,ND,16.63
1965-06,ND,ND,ND,6.6200,165.00,ND,ND,103.50,ND,19.9900,ND,ND,ND,ND,ND,ND,ND,1.9776,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,139.00,ND,ND,ND,ND,ND,7.1600,ND,ND,ND,ND,ND,ND,16.63
1965-07,ND,ND,ND,6.6200,165.75,ND,ND,103.40,ND,19.9700,ND,ND,ND,ND,ND,ND,ND,1.9769,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.75,ND,ND,ND,ND,ND,7.1600,ND,ND,ND,ND,ND,ND,16.63
1965-08,ND,ND,ND,6.6400,166.00,ND,ND,103.30,ND,19.9700,ND,ND,ND,ND,ND,ND,ND,1.9762,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.55,ND,ND,ND,ND,ND,7.1600,ND,ND,ND,ND,ND,ND,16.63
1965-09,ND,ND,ND,6.6500,166.05,ND,ND,103.55,ND,19.9800,ND,ND,ND,ND,ND,ND,ND,1.9734,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.55,ND,ND,ND,ND,ND,7.1500,ND,ND,ND,ND,ND,ND,16.60
1965-10,ND,ND,ND,6.6600,165.95,ND,ND,103.80,ND,20.0200,ND,ND,ND,ND,ND,ND,ND,1.9748,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.35,ND,ND,ND,ND,ND,7.1500,ND,ND,ND,ND,ND,ND,16.60
1965-11,ND,ND,ND,6.6500,165.85,ND,ND,103.85,ND,20.0300,ND,ND,ND,ND,ND,ND,ND,1.9798,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.45,ND,ND,ND,ND,ND,7.1500,ND,ND,ND,ND,ND,ND,16.60
1965-12,ND,ND,ND,6.6500,165.90,ND,ND,103.95,ND,20.0200,ND,ND,ND,ND,ND,ND,ND,1.9813,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.40,ND,ND,ND,ND,ND,7.1500,ND,ND,ND,ND,ND,ND,16.60
1966-01,ND,ND,ND,6.6600,165.45,ND,ND,103.95,ND,20.0300,ND,ND,ND,ND,ND,ND,ND,1.9791,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.55,ND,ND,ND,ND,ND,7.1500,ND,ND,ND,ND,ND,ND,16.60
1966-02,ND,ND,ND,6.6500,165.55,ND,ND,103.85,ND,20.0400,ND,ND,ND,ND,ND,ND,ND,1.9770,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.55,ND,ND,ND,ND,ND,7.1500,ND,ND,ND,ND,ND,ND,16.60
1966-03,ND,ND,ND,6.6600,165.35,ND,ND,103.95,ND,20.0000,ND,ND,ND,ND,ND,ND,ND,1.9776,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.95,ND,ND,ND,ND,ND,7.1600,ND,ND,ND,ND,ND,ND,16.63
1966-04,ND,ND,ND,6.6600,165.25,ND,ND,103.90,ND,20.0000,ND,ND,ND,ND,ND,ND,ND,1.9754,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,139.10,ND,ND,ND,ND,ND,7.1600,ND,ND,ND,ND,ND,ND,16.63
1966-05,ND,ND,ND,6.6600,166.00,ND,ND,103.70,ND,20.0000,ND,ND,ND,ND,ND,ND,ND,1.9762,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,139.00,ND,ND,ND,ND,ND,7.1600,ND,ND,ND,ND,ND,ND,16.63
1966-06,ND,ND,ND,6.6600,166.25,ND,ND,103.65,ND,19.9800,ND,ND,ND,ND,ND,ND,ND,1.9754,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,139.10,ND,ND,ND,ND,ND,7.1600,ND,ND,ND,ND,ND,ND,16.63
1966-07,ND,ND,ND,6.6700,166.00,ND,ND,103.60,ND,19.9700,ND,ND,ND,ND,ND,ND,ND,1.9720,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.85,ND,ND,ND,ND,ND,7.1500,ND,ND,ND,ND,ND,ND,16.60
1966-08,ND,ND,ND,6.6600,165.55,ND,ND,103.45,ND,19.9500,ND,ND,ND,ND,ND,ND,ND,1.9720,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.55,ND,ND,ND,ND,ND,7.1500,ND,ND,ND,ND,ND,ND,16.60
1966-09,ND,ND,ND,6.6400,165.75,ND,ND,103.65,ND,19.9500,ND,ND,ND,ND,ND,ND,ND,1.9727,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.55,ND,ND,ND,ND,ND,7.1500,ND,ND,ND,ND,ND,ND,16.60
1966-10,ND,ND,ND,6.6300,165.25,ND,ND,103.65,ND,19.9500,ND,ND,ND,ND,ND,ND,ND,1.9720,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.55,ND,ND,ND,ND,ND,7.1500,ND,ND,ND,ND,ND,ND,16.60
1966-11,ND,ND,ND,6.6200,166.00,ND,ND,103.60,ND,19.9500,ND,ND,ND,ND,ND,ND,ND,1.9720,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.55,ND,ND,ND,ND,ND,7.1500,ND,ND,ND,ND,ND,ND,16.60
1966-12,ND,ND,ND,6.6100,165.85,ND,ND,103.75,ND,19.9500,ND,ND,ND,ND,ND,ND,ND,1.9727,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.50,ND,ND,ND,ND,ND,7.1500,ND,ND,ND,ND,ND,ND,16.60
1967-01,ND,ND,ND,6.6200,165.55,ND,ND,103.80,ND,19.9600,ND,ND,ND,ND,ND,ND,ND,1.9747,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.65,ND,ND,ND,ND,ND,7.1600,ND,ND,ND,ND,ND,ND,16.63
1967-02,ND,ND,ND,6.6300,165.35,ND,ND,103.55,ND,20.0000,ND,ND,ND,ND,ND,ND,ND,1.9762,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.85,ND,ND,ND,ND,ND,7.1600,ND,ND,ND,ND,ND,ND,16.63
1967-03,ND,ND,ND,6.6200,165.35,ND,ND,103.60,ND,20.0000,ND,ND,ND,ND,ND,ND,ND,1.9790,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.85,ND,ND,ND,ND,ND,7.1600,ND,ND,ND,ND,ND,ND,16.63
1967-04,ND,ND,ND,6.6200,165.65,ND,ND,103.65,ND,20.0100,ND,ND,ND,ND,ND,ND,ND,1.9755,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.95,ND,ND,ND,ND,ND,7.1500,ND,ND,ND,ND,ND,ND,16.60
1967-05,ND,ND,ND,6.6200,165.95,ND,ND,103.50,ND,20.0100,ND,ND,ND,ND,ND,ND,ND,1.9755,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,139.00,ND,ND,ND,ND,ND,7.1500,ND,ND,ND,ND,ND,ND,16.60
1967-06,ND,ND,ND,6.6200,166.00,ND,ND,103.40,ND,19.9600,ND,ND,ND,ND,ND,ND,ND,1.9755,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,139.10,ND,ND,ND,ND,ND,7.1500,ND,ND,ND,ND,ND,ND,16.60
1967-07,ND,ND,ND,6.6500,165.75,ND,ND,103.35,ND,19.9400,ND,ND,ND,ND,ND,ND,ND,1.9769,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,139.15,ND,ND,ND,ND,ND,7.1600,ND,ND,ND,ND,ND,ND,16.63
1967-08,ND,ND,ND,6.6600,165.55,ND,ND,103.25,ND,19.9300,ND,ND,ND,ND,ND,ND,ND,1.9769,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.95,ND,ND,ND,ND,ND,7.1600,ND,ND,ND,ND,ND,ND,16.63
1967-09,ND,ND,ND,6.6700,165.15,ND,ND,103.40,ND,19.9200,ND,ND,ND,ND,ND,ND,ND,1.9797,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.95,ND,ND,ND,ND,ND,7.1600,ND,ND,ND,ND,ND,ND,16.63
1967-10,ND,ND,ND,6.6800,165.15,ND,ND,103.35,ND,19.9100,ND,ND,ND,ND,ND,ND,ND,1.9783,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.65,ND,ND,ND,ND,ND,7.1600,ND,ND,ND,ND,ND,ND,16.63
1967-11,ND,ND,ND,6.6700,165.95,ND,ND,100.75,ND,19.0400,ND,ND,ND,ND,ND,ND,ND,1.9776,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.45,ND,ND,ND,ND,ND,7.1600,ND,ND,ND,ND,ND,ND,12.54
1967-12,ND,ND,ND,6.6200,165.75,ND,ND,95.70,ND,17.1800,ND,ND,ND,ND,ND,ND,ND,1.9755,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,138.60,ND,ND,ND,ND,ND,7.1500,ND,ND,ND,ND,ND,ND,12.53
