Date,1 AUD,100 BGN,1 BRL,1 CAD,100 CHF,100 CNY,100 CZK,100 DKK,1 EUR,1 GBP,1 HKD,100 HRK,100 HUF, I44,100 IDR,1 ILS,100 INR,100 JPY,100 KRW,1 LTL,100 MXN,1 MYR,1 NZD,100 PHP,100 PKR,1 PLN,100 RON,100 RUB,100 SEK,1 SGD,100 THB,100 TRY,100 TWD, TWI,1 USD,1 XDR,1 ZAR,100 BYR,1 BYN,100 BDT,100 MMK,100 ISK
2016-03,6.3606,481.88,2.2906,6.4163,862.81,130.55,34.841,126.39,9.4246,12.0880,1.0943,124.66,3.0312,107.32,0.064470,2.1949,12.686,7.5173,0.7165,ND,48.13,2.0862,5.7221,18.223,8.113,2.1951,211.00,12.096,101.50,6.1815,24.124,293.88,26.017,115.69,8.4937,11.84394,0.5510,0.041051,ND,ND,ND,ND
2016-04,6.2985,476.65,2.3095,6.4038,852.98,126.90,34.487,125.26,9.3224,11.7670,1.0599,124.39,2.9931,105.96,0.062431,2.1775,12.367,7.5015,0.7168,ND,46.99,2.1076,5.6645,17.725,7.850,2.1632,208.44,12.361,101.30,6.0897,23.435,290.09,25.426,114.18,8.2214,11.58340,0.5628,0.041421,ND,ND,ND,ND
2016-05,6.0193,476.01,2.3280,6.3668,841.79,126.10,34.448,125.16,9.3099,11.9927,1.0610,124.17,2.9594,105.60,0.061260,2.1601,12.301,7.5563,0.7007,ND,45.44,2.0340,5.5992,17.595,7.866,2.1126,206.88,12.490,100.20,6.0102,23.245,280.56,25.307,114.09,8.2376,11.62040,0.5378,0.042197,ND,ND,ND,ND
2016-06,6.1488,476.93,2.4207,6.4434,856.36,126.02,34.469,125.42,9.3278,11.8072,1.0703,124.03,2.9709,105.97,0.062325,2.1532,12.346,7.8814,0.7118,ND,44.54,2.0388,5.8482,17.879,7.940,2.1202,206.23,12.755,99.94,6.1355,23.544,284.96,25.696,114.40,8.3080,11.69325,0.5509,0.041681,ND,ND,ND,ND
2016-07,6.3765,479.03,2.5838,6.4935,862.19,126.77,34.647,125.94,9.3690,11.1401,1.0913,125.04,2.9805,106.33,0.064523,2.1950,12.598,8.1318,0.7413,ND,45.61,2.1069,6.0399,17.983,8.077,2.1312,208.88,13.154,98.89,6.2675,24.152,285.84,26.364,114.36,8.4648,11.77053,0.5878,0.042414,4.2414,ND,ND,ND
2016-08,6.3333,475.66,2.5860,6.3905,854.99,124.82,34.424,125.03,9.3030,10.8797,1.0699,124.26,2.9990,105.32,0.063048,2.1859,12.400,8.1976,0.7470,ND,44.92,2.0610,6.0055,17.803,7.928,2.1633,208.63,12.780,98.01,6.1591,23.906,280.16,26.299,113.15,8.2981,11.61154,0.6037,ND,4.2376,ND,ND,ND
2016-09,6.2280,470.25,2.5244,6.2668,842.31,122.93,34.035,123.49,9.1971,10.7933,1.0576,122.62,2.9795,103.90,0.062576,2.1789,12.292,8.0524,0.7393,ND,42.80,1.9948,6.0006,17.241,7.848,2.1286,206.67,12.732,96.15,6.0348,23.622,276.34,26.061,111.69,8.2030,11.47672,0.5849,ND,4.2154,ND,ND,ND
2016-10,6.2213,460.22,2.5613,6.1681,826.80,121.31,33.309,120.98,9.0009,10.0700,1.0525,119.90,2.9320,101.62,0.062681,2.1375,12.234,7.8632,0.7241,ND,43.22,1.9552,5.8421,16.888,7.801,2.0896,200.28,13.045,92.73,5.8998,23.281,265.43,25.846,108.92,8.1642,11.26508,0.5862,ND,4.2712,ND,ND,ND
2016-11,6.3365,464.30,2.5191,6.2562,844.14,122.92,33.591,122.04,9.0807,10.4545,1.0845,120.74,2.9406,102.53,0.063071,2.1889,12.431,7.7678,0.7226,ND,41.91,1.9386,6.0131,17.083,8.029,2.0682,201.34,13.063,92.19,5.9618,23.802,255.87,26.496,110.11,8.4116,11.49326,0.6041,ND,4.3378,ND,ND,ND
2016-12,6.2870,461.46,2.5514,6.4149,839.55,123.67,33.388,121.37,9.0252,10.6885,1.1035,119.69,2.8907,102.73,0.063856,2.2341,12.618,7.3739,0.7229,ND,41.75,1.9199,6.0242,17.195,8.172,2.0348,199.83,13.818,92.96,5.9626,23.922,244.50,26.745,110.48,8.5620,11.54723,0.6176,ND,4.3624,ND,ND,ND
2017-01,6.3147,460.12,2.6523,6.4136,839.96,122.96,33.303,121.03,8.9990,10.4524,1.0931,119.51,2.9125,102.56,0.063463,2.2196,12.451,7.3682,0.7174,ND,39.74,1.9019,6.0305,17.046,8.092,2.0606,199.90,14.174,94.62,5.9304,23.906,225.98,26.747,110.32,8.4791,11.45479,0.6249,ND,4.3501,ND,ND,ND
2017-02,6.3810,453.03,2.6835,6.3553,831.20,121.14,32.790,119.17,8.8603,10.3909,1.0729,118.97,2.8721,101.48,0.062458,2.2338,12.430,7.3737,0.7288,ND,41.03,1.8739,6.0138,16.653,7.944,2.0567,196.31,14.261,93.50,5.8857,23.782,227.22,26.968,109.05,8.3256,11.28849,0.6314,ND,4.3952,ND,ND,ND
2017-03,6.4861,464.87,2.7211,6.3552,849.19,123.38,33.647,122.28,9.0919,10.5036,1.0956,122.48,2.9356,103.79,0.063778,2.3305,12.929,7.5346,0.7507,ND,44.08,1.9176,5.9600,16.936,8.118,2.1210,199.92,14.687,95.42,6.0559,24.402,231.78,27.767,111.52,8.5093,11.53970,0.6584,ND,4.4923,ND,ND,ND
2017-04,6.4585,470.65,2.7366,6.3810,857.95,124.51,34.309,123.76,9.2049,10.8522,1.1037,123.53,2.9550,105.16,0.064479,2.3500,13.294,7.7734,0.7568,ND,45.68,1.9484,5.9772,17.209,8.187,2.1726,203.21,15.188,95.94,6.1349,24.883,235.09,28.245,113.14,8.5804,11.70211,0.6376,ND,4.5593,ND,ND,ND
2017-05,6.3279,480.88,2.6583,6.2557,862.61,123.66,35.376,126.41,9.4050,11.0022,1.0935,126.55,3.0351,106.19,0.063910,2.3697,13.210,7.5854,0.7558,ND,45.28,1.9726,5.9184,17.083,8.125,2.2385,206.52,14.889,96.90,6.1017,24.702,238.52,28.240,114.47,8.5152,11.73733,0.6406,ND,4.5543,ND,ND,ND
2017-06,6.3966,485.72,2.5703,6.3633,873.55,124.25,36.174,127.73,9.4997,10.8259,1.0848,128.19,3.0810,106.55,0.063588,2.3962,13.125,7.6252,0.7470,ND,46.66,1.9771,6.1161,16.946,8.071,2.2551,207.78,14.582,97.39,6.1127,24.884,240.18,27.934,114.85,8.4605,11.72660,0.6547,ND,4.4586,10.47,ND,ND
2017-07,6.3628,480.56,2.5453,6.4194,850.00,120.57,36.040,126.39,9.3988,10.6071,1.0458,126.81,3.0643,104.69,0.061185,2.2990,12.670,7.2591,0.7201,ND,45.79,1.9034,6.0026,16.123,7.746,2.2187,205.71,13.670,98.01,5.9527,24.203,229.15,26.852,113.05,8.1669,11.42178,0.6211,ND,4.1767,10.08,0.5979,ND
2017-08,6.2473,476.54,2.5056,6.2599,817.73,118.34,35.708,125.31,9.3201,10.2297,1.0093,125.86,3.0622,103.00,0.059167,2.1929,12.338,7.1862,0.6977,ND,44.31,1.8427,5.7660,15.493,7.495,2.1845,203.55,13.261,97.61,5.8000,23.736,224.93,26.105,111.29,7.8943,11.15781,0.5963,ND,4.0655,9.74,0.5796,ND
2017-09,6.2407,476.91,2.4996,6.3722,813.23,119.19,35.772,125.37,9.3275,10.4288,1.0020,124.97,3.0249,103.13,0.058840,2.2168,12.145,7.0711,0.6915,ND,43.91,1.8585,5.6787,15.359,7.432,2.1848,202.81,13.578,97.84,5.7993,23.616,225.45,25.974,111.61,7.8290,11.12593,0.5951,ND,4.0397,9.60,0.5763,ND
2017-10,6.2240,480.50,2.5060,6.3493,813.96,120.66,36.474,126.26,9.3976,10.5512,1.0242,125.16,3.0320,103.96,0.059089,2.2774,12.286,7.0786,0.7062,ND,42.53,1.8903,5.6299,15.541,7.592,2.2047,204.76,13.848,97.75,5.8767,24.055,217.41,26.410,112.53,7.9944,11.27912,0.5833,ND,4.0701,9.72,0.5858,ND
2017-11,6.2414,491.27,2.5122,6.4149,825.44,123.62,37.624,129.11,9.6082,10.8208,1.0487,127.24,3.0806,106.01,0.060520,2.3274,12.621,7.2574,0.7437,ND,43.25,1.9649,5.6378,16.085,7.772,2.2733,207.31,13.883,97.56,6.0385,24.877,210.20,27.204,114.73,8.1853,11.54594,0.5818,ND,4.1013,9.85,0.5977,ND
2017-12,6.3554,503.18,2.5275,6.5139,841.90,126.05,38.375,132.22,9.8412,11.1497,1.0642,130.53,3.1426,108.34,0.061322,2.3717,12.938,7.3642,0.7668,ND,43.49,2.0402,5.7889,16.512,7.658,2.3414,212.33,14.179,99.04,6.1747,25.470,216.26,27.743,117.31,8.3147,11.77922,0.6323,ND,4.1285,10.05,0.6075,ND
2018-01,6.2886,493.22,2.4628,6.3611,822.87,123.05,37.900,129.56,9.6464,10.9209,1.0115,129.73,3.1191,105.97,0.059130,2.3107,12.425,7.1322,0.7417,ND,41.78,1.9994,5.7422,15.635,7.142,2.3171,207.49,13.958,98.23,5.9838,24.791,209.64,26.882,114.84,7.9092,11.37544,0.6478,ND,3.9746,9.52,0.5867,ND
2018-02,6.1663,494.49,2.4113,6.2291,837.90,123.89,38.196,129.89,9.6712,10.9407,1.0014,129.99,3.1024,105.85,0.057588,2.2403,12.156,7.2571,0.7264,ND,42.00,2.0016,5.7253,15.084,7.072,2.3218,207.72,13.777,97.32,5.9354,24.870,207.05,26.781,114.74,7.8327,11.35306,0.6624,ND,3.9646,9.42,0.5881,ND
2018-03,6.0326,489.83,2.3716,6.0084,820.27,122.81,37.674,128.61,9.5801,10.8467,0.9904,128.79,3.0686,104.50,0.056437,2.2411,11.938,7.3220,0.7244,ND,41.62,1.9885,5.6369,14.903,6.914,2.2761,205.51,13.590,94.34,5.9044,24.828,199.90,26.576,113.27,7.7655,11.26747,0.6552,ND,3.9642,9.33,0.5798,7.80
