date,0- 1960,1- 1970,2- 1980,3- 1990,4- 2000,5- 2010,sum
2006-07,25.8,104.8,81.4,39.5,2.1,0.0,253.616
2006-08,25.8,104.7,80.8,39.8,2.4,0.0,253.496
2006-09,25.9,103.7,79.3,39.9,2.7,0.0,251.438
2006-10,25.9,102.1,79.2,40.4,3.0,0.0,250.585
2006-11,25.8,101.8,77.8,41.5,3.2,0.0,250.038
2006-12,25.6,101.0,77.5,42.1,3.4,0.0,249.567
2007-01,25.4,100.1,77.5,42.0,3.4,0.0,248.397
2007-02,25.2,99.7,77.4,41.9,3.3,0.0,247.516
2007-03,25.0,99.3,76.9,41.2,3.4,0.0,245.795
2007-04,24.6,100.3,77.5,41.3,3.5,0.0,247.217
2007-05,24.2,99.8,77.4,40.1,3.5,0.0,244.995
2007-06,23.2,99.3,78.1,38.9,3.5,0.0,243.025
2007-07,23.0,99.2,77.4,38.1,3.4,0.0,241.070
2007-08,22.9,98.4,76.7,37.7,3.3,0.0,239.000
2007-09,22.6,98.5,76.6,37.7,3.3,0.0,238.644
2007-10,22.3,99.5,77.0,37.6,3.2,0.0,239.652
2007-11,22.1,99.3,77.3,37.6,3.1,0.0,239.453
2007-12,21.8,99.4,76.4,37.7,3.1,0.0,238.341
2008-01,21.6,99.5,75.9,38.4,3.2,0.0,238.496
2008-02,21.4,99.9,75.6,39.5,3.2,0.0,239.576
2008-03,21.2,100.1,75.6,40.9,3.2,0.0,240.964
2008-04,20.9,98.3,75.3,41.9,3.1,0.0,239.590
2008-05,20.7,97.4,75.5,43.9,3.1,0.0,240.676
2008-06,21.0,97.0,75.2,46.1,3.1,0.0,242.434
2008-07,20.7,95.9,75.7,48.3,3.1,0.0,243.609
2008-08,20.3,94.1,75.6,49.6,3.1,0.0,242.750
2008-09,20.1,93.4,74.6,50.4,3.2,0.0,241.639
2008-10,19.8,93.6,74.1,51.0,3.3,0.0,241.974
2008-11,19.7,92.7,74.5,52.1,3.5,0.0,242.471
2008-12,19.4,91.8,75.1,53.6,3.7,0.0,243.638
2009-01,19.2,91.8,75.0,54.6,3.9,0.0,244.431
2009-02,18.9,91.0,75.3,55.8,4.1,0.0,245.082
2009-03,18.8,89.6,75.8,56.8,4.3,0.0,245.284
2009-04,18.6,88.0,75.6,58.1,4.5,0.0,244.781
2009-05,18.4,86.5,75.0,58.9,4.6,0.0,243.288
2009-06,18.4,85.1,75.1,59.1,4.7,0.0,242.464
2009-07,18.2,84.3,74.9,59.9,4.9,0.0,242.249
2009-08,18.0,83.7,75.1,61.5,4.9,0.0,243.304
2009-09,17.6,81.8,75.9,63.6,5.1,0.0,243.947
2009-10,17.4,78.6,75.6,65.8,5.2,0.0,242.557
2009-11,17.3,77.2,74.7,67.2,5.3,0.0,241.638
2009-12,17.0,76.2,73.8,68.4,5.4,0.0,240.757
2010-01,16.9,75.4,73.5,69.3,5.4,0.0,240.499
2010-02,16.7,74.9,72.8,69.5,5.4,0.0,239.290
2010-03,16.5,75.4,72.0,69.5,5.4,0.0,238.716
2010-04,16.2,75.5,71.6,69.6,5.5,0.0,238.475
2010-05,16.0,76.7,71.6,69.9,5.7,0.0,239.877
2010-06,15.2,77.0,71.7,70.7,5.6,0.0,240.291
2010-07,15.1,76.5,71.4,69.5,5.7,0.0,238.229
2010-08,15.0,76.6,69.2,68.1,5.8,0.0,234.741
2010-09,14.9,75.4,68.9,66.5,5.8,0.0,231.569
2010-10,14.7,76.2,69.4,65.8,5.9,0.0,232.016
2010-11,14.4,76.5,70.0,64.7,6.0,0.0,231.604
2010-12,14.2,76.7,70.4,63.9,6.1,0.0,231.335
2011-01,13.9,75.4,70.8,63.9,6.1,0.0,230.083
2011-02,13.8,74.4,71.5,63.4,6.1,0.0,229.159
2011-03,13.5,73.4,71.9,63.0,6.0,0.0,227.882
2011-04,13.3,72.1,72.3,62.4,5.9,0.0,226.101
2011-05,13.1,69.2,72.0,61.6,5.8,0.0,221.673
2011-06,13.5,68.8,71.5,59.9,6.0,0.0,219.731
2011-07,13.3,67.8,71.3,60.6,6.1,0.0,219.014
2011-08,13.1,67.0,73.3,62.0,6.2,0.0,221.618
2011-09,12.8,67.3,74.7,62.6,6.2,0.0,223.705
2011-10,12.6,66.3,74.2,62.4,6.1,0.0,221.567
2011-11,12.5,65.8,73.5,62.9,6.1,0.0,220.683
2011-12,12.3,65.1,73.7,62.5,6.0,0.0,219.677
2012-01,12.1,65.4,74.0,62.5,6.1,0.0,220.148
2012-02,12.0,66.3,74.2,62.5,6.2,0.0,221.262
2012-03,11.9,66.6,74.5,62.6,6.4,0.0,221.920
2012-04,11.7,68.0,74.6,62.9,6.5,0.0,223.622
2012-05,11.6,70.5,74.9,63.1,6.7,0.0,226.890
2012-06,11.4,71.4,74.9,64.3,6.6,0.0,228.697
2012-07,11.3,72.8,74.5,64.3,6.6,0.0,229.537
2012-08,11.3,73.4,74.2,63.6,6.6,0.0,229.067
2012-09,11.1,73.0,73.1,62.9,6.6,0.0,226.670
2012-10,11.0,74.5,73.1,62.2,6.6,0.0,227.396
2012-11,10.9,75.1,72.7,61.2,6.6,0.1,226.557
2012-12,10.9,75.5,72.4,60.8,6.6,0.1,226.294
2013-01,10.8,75.2,71.3,60.4,6.7,0.1,224.543
2013-02,10.6,73.9,69.7,60.0,6.7,0.1,221.123
2013-03,10.5,73.0,68.3,59.6,6.9,0.1,218.520
2013-04,10.4,72.9,67.3,59.4,7.2,0.1,217.400
2013-05,10.3,72.5,67.2,59.4,7.5,0.2,216.997
2013-06,9.7,71.7,67.3,59.3,7.8,0.2,216.037
2013-07,9.7,71.5,67.7,59.4,8.1,0.2,216.656
2013-08,9.6,71.2,67.6,58.9,8.3,0.2,215.792
2013-09,9.5,73.2,66.5,59.3,8.2,0.2,216.935
2013-10,9.4,72.7,65.5,60.0,8.4,0.2,216.104
2013-11,9.4,71.9,65.4,60.4,8.6,0.2,215.930
2013-12,9.4,71.1,65.2,60.6,8.9,0.1,215.395
2014-01,9.4,70.6,65.3,60.8,8.9,0.2,215.150
2014-02,9.5,70.8,65.6,61.0,9.0,0.2,216.079
2014-03,9.6,71.4,66.3,61.2,8.9,0.2,217.586
2014-04,9.7,71.3,66.6,61.2,8.8,0.2,217.712
2014-05,9.9,71.1,65.1,60.7,8.6,0.1,215.480
2014-06,10.5,70.5,64.5,60.8,8.5,0.1,214.920
2014-07,10.5,69.7,64.1,60.6,8.4,0.2,213.406
2014-08,10.5,69.8,63.4,61.1,8.4,0.2,213.451
2014-09,10.6,69.0,64.8,61.3,8.7,0.2,214.613
2014-10,10.6,70.1,65.5,61.3,8.8,0.2,216.531
2014-11,10.5,71.3,65.8,60.8,8.8,0.3,217.516
2014-12,10.5,72.4,65.6,60.8,8.8,0.3,218.423
2015-01,10.5,73.3,65.5,60.1,8.9,0.3,218.598
2015-02,10.4,74.2,65.5,59.9,8.9,0.3,219.297
2015-03,10.3,74.6,65.4,60.1,9.0,0.3,219.721
2015-04,10.3,73.8,65.8,59.4,9.1,0.3,218.566
2015-05,10.2,74.4,67.2,59.1,9.2,0.3,220.422
2015-06,10.1,77.0,67.9,57.5,9.3,0.3,222.139
2015-07,10.1,78.9,67.8,57.5,9.5,0.3,224.026
2015-08,10.2,81.0,68.3,57.5,9.5,0.3,226.724
2015-09,10.1,82.4,68.4,57.6,9.6,0.3,228.418
2015-10,10.2,83.1,68.9,56.9,9.7,0.3,229.070
2015-11,10.3,83.4,68.9,56.9,9.8,0.3,229.646
2015-12,10.3,83.5,69.2,56.9,10.0,0.3,230.187
2016-01,10.4,84.3,69.3,56.8,10.4,0.4,231.641
2016-02,10.4,85.1,69.8,56.7,10.7,0.4,233.116
2016-03,10.5,85.7,69.7,56.2,11.3,0.5,233.742
2016-04,10.5,88.4,69.7,56.0,11.8,0.5,236.770
2016-05,10.4,88.9,69.7,56.2,12.2,0.5,237.922
2016-06,10.0,87.7,69.2,57.0,12.8,0.5,237.168
2016-07,10.0,87.5,69.3,56.4,13.6,0.5,237.348
2016-08,10.0,86.4,69.0,55.7,14.2,0.5,235.805
2016-09,10.1,85.1,67.3,54.1,14.4,0.6,231.657
2016-10,10.1,84.9,67.2,54.2,15.2,0.6,232.093
2016-11,10.0,85.3,67.1,54.1,15.9,0.6,233.058
2016-12,10.0,85.3,66.6,53.8,16.6,0.5,232.714
2017-01,9.9,85.7,66.4,53.6,16.9,0.5,233.062
2017-02,9.9,85.4,65.8,53.4,17.4,0.5,232.354
2017-03,9.9,85.4,65.6,53.4,18.1,0.5,232.831
2017-04,9.8,85.4,65.2,53.6,18.7,0.4,233.279
2017-05,9.8,85.7,64.5,53.5,19.2,0.4,233.012
2017-06,10.3,86.4,63.8,53.5,19.5,0.3,233.817
2017-07,10.2,87.7,63.4,53.4,19.5,0.3,234.512
