date,0- 1960,1- 1970,2- 1980,3- 1990,4- 2000,5- 2010,sum
1974-03,1.6,0.0,0.0,0.0,0.0,0.0,1.563
1974-04,1.5,0.0,0.0,0.0,0.0,0.0,1.498
1974-05,1.4,0.0,0.0,0.0,0.0,0.0,1.432
1974-06,1.4,0.0,0.0,0.0,0.0,0.0,1.421
1974-07,1.5,0.0,0.0,0.0,0.0,0.0,1.496
1974-08,1.5,0.0,0.0,0.0,0.0,0.0,1.542
1974-09,1.6,0.0,0.0,0.0,0.0,0.0,1.585
1974-10,1.6,0.0,0.0,0.0,0.0,0.0,1.615
1974-11,1.8,0.0,0.0,0.0,0.0,0.0,1.804
1974-12,2.0,0.0,0.0,0.0,0.0,0.0,2.014
1975-01,2.1,0.0,0.0,0.0,0.0,0.0,2.122
1975-02,2.4,0.0,0.0,0.0,0.0,0.0,2.352
1975-03,2.9,0.0,0.0,0.0,0.0,0.0,2.873
1975-04,3.5,0.0,0.0,0.0,0.0,0.0,3.521
1975-05,4.2,0.0,0.0,0.0,0.0,0.0,4.220
1975-06,5.1,0.0,0.0,0.0,0.0,0.0,5.086
1975-07,6.1,0.0,0.0,0.0,0.0,0.0,6.095
1975-08,6.9,0.0,0.0,0.0,0.0,0.0,6.943
1975-09,8.1,0.0,0.0,0.0,0.0,0.0,8.089
1975-10,9.2,0.0,0.0,0.0,0.0,0.0,9.161
1975-11,10.0,0.0,0.0,0.0,0.0,0.0,9.977
1975-12,11.0,0.0,0.0,0.0,0.0,0.0,10.995
1976-01,12.2,0.0,0.0,0.0,0.0,0.0,12.177
1976-02,13.1,0.0,0.0,0.0,0.0,0.0,13.119
1976-03,13.8,0.0,0.0,0.0,0.0,0.0,13.835
1976-04,14.1,0.0,0.0,0.0,0.0,0.0,14.052
1976-05,14.1,0.0,0.0,0.0,0.0,0.0,14.059
1976-06,14.4,0.0,0.0,0.0,0.0,0.0,14.352
1976-07,14.7,0.0,0.0,0.0,0.0,0.0,14.665
1976-08,15.2,0.0,0.0,0.0,0.0,0.0,15.190
1976-09,15.3,0.0,0.0,0.0,0.0,0.0,15.284
1976-10,15.7,0.0,0.0,0.0,0.0,0.0,15.712
1976-11,15.8,0.0,0.0,0.0,0.0,0.0,15.759
1976-12,16.2,0.0,0.0,0.0,0.0,0.0,16.227
1977-01,16.6,0.0,0.0,0.0,0.0,0.0,16.628
1977-02,16.8,0.0,0.0,0.0,0.0,0.0,16.838
1977-03,17.1,0.0,0.0,0.0,0.0,0.0,17.088
1977-04,17.3,0.0,0.0,0.0,0.0,0.0,17.281
1977-05,17.2,0.0,0.0,0.0,0.0,0.0,17.227
1977-06,16.6,0.3,0.0,0.0,0.0,0.0,16.887
1977-07,16.2,0.4,0.0,0.0,0.0,0.0,16.585
1977-08,16.0,0.4,0.0,0.0,0.0,0.0,16.371
1977-09,16.0,0.5,0.0,0.0,0.0,0.0,16.452
1977-10,16.3,0.7,0.0,0.0,0.0,0.0,16.974
1977-11,17.1,1.0,0.0,0.0,0.0,0.0,18.087
1977-12,17.3,2.0,0.0,0.0,0.0,0.0,19.300
1978-01,17.7,3.1,0.0,0.0,0.0,0.0,20.706
1978-02,17.9,4.1,0.0,0.0,0.0,0.0,21.967
1978-03,18.2,5.0,0.0,0.0,0.0,0.0,23.178
1978-04,18.9,6.0,0.0,0.0,0.0,0.0,24.867
1978-05,19.8,6.8,0.0,0.0,0.0,0.0,26.613
1978-06,20.4,7.3,0.0,0.0,0.0,0.0,27.718
1978-07,21.0,8.2,0.0,0.0,0.0,0.0,29.209
1978-08,21.3,9.4,0.0,0.0,0.0,0.0,30.667
1978-09,21.6,10.7,0.0,0.0,0.0,0.0,32.238
1978-10,21.2,11.9,0.0,0.0,0.0,0.0,33.175
1978-11,21.0,13.4,0.0,0.0,0.0,0.0,34.304
1978-12,20.7,14.2,0.0,0.0,0.0,0.0,34.866
1979-01,20.3,15.1,0.0,0.0,0.0,0.0,35.392
1979-02,20.0,15.9,0.0,0.0,0.0,0.0,35.880
1979-03,19.8,16.7,0.0,0.0,0.0,0.0,36.576
1979-04,19.8,17.5,0.0,0.0,0.0,0.0,37.293
1979-05,19.9,18.3,0.0,0.0,0.0,0.0,38.186
1979-06,20.0,18.9,0.0,0.0,0.0,0.0,38.875
1979-07,19.9,19.6,0.0,0.0,0.0,0.0,39.486
1979-08,20.0,20.4,0.0,0.0,0.0,0.0,40.417
1979-09,20.1,21.2,0.0,0.0,0.0,0.0,41.326
1979-10,19.9,21.7,0.0,0.0,0.0,0.0,41.596
1979-11,20.0,22.8,0.0,0.0,0.0,0.0,42.778
1979-12,20.1,24.2,0.0,0.0,0.0,0.0,44.319
1980-01,20.2,25.8,0.0,0.0,0.0,0.0,45.985
1980-02,20.5,27.4,0.0,0.0,0.0,0.0,47.982
1980-03,20.7,29.0,0.0,0.0,0.0,0.0,49.661
1980-04,20.6,30.2,0.0,0.0,0.0,0.0,50.822
1980-05,20.6,31.7,0.0,0.0,0.0,0.0,52.243
1980-06,20.8,33.3,0.0,0.0,0.0,0.0,54.056
1980-07,20.0,33.4,0.0,0.0,0.0,0.0,53.390
1980-08,19.9,34.3,0.0,0.0,0.0,0.0,54.127
1980-09,19.6,34.8,0.0,0.0,0.0,0.0,54.426
1980-10,20.0,35.7,0.0,0.0,0.0,0.0,55.664
1980-11,19.9,35.9,0.0,0.0,0.0,0.0,55.829
1980-12,20.0,35.8,0.0,0.0,0.0,0.0,55.798
1981-01,20.1,35.5,0.0,0.0,0.0,0.0,55.547
1981-02,19.9,35.1,0.0,0.0,0.0,0.0,54.914
1981-03,19.8,34.9,0.0,0.0,0.0,0.0,54.785
1981-04,19.8,35.0,0.0,0.0,0.0,0.0,54.829
1981-05,19.7,35.0,0.0,0.0,0.0,0.0,54.739
1981-06,19.6,35.2,0.0,0.0,0.0,0.0,54.724
1981-07,20.1,36.5,0.0,0.0,0.0,0.0,56.635
1981-08,19.2,35.7,0.0,0.0,0.0,0.0,54.866
1981-09,19.1,35.9,0.0,0.0,0.0,0.0,54.987
1981-10,18.5,36.0,0.0,0.0,0.0,0.0,54.589
1981-11,18.2,36.5,0.0,0.0,0.0,0.0,54.632
1981-12,17.6,37.0,0.0,0.0,0.0,0.0,54.652
1982-01,17.5,37.4,0.0,0.0,0.0,0.0,54.928
1982-02,17.4,37.7,0.0,0.0,0.0,0.0,55.060
1982-03,17.1,38.2,0.0,0.0,0.0,0.0,55.302
1982-04,17.0,38.7,0.0,0.0,0.0,0.0,55.693
1982-05,16.6,38.8,0.0,0.0,0.0,0.0,55.320
1982-06,16.3,38.3,0.0,0.0,0.0,0.0,54.593
1982-07,16.1,38.0,0.0,0.0,0.0,0.0,54.048
1982-08,16.7,38.6,0.0,0.0,0.0,0.0,55.257
1982-09,16.4,38.1,0.0,0.0,0.0,0.0,54.527
1982-10,16.5,37.8,0.0,0.0,0.0,0.0,54.227
1982-11,16.6,37.9,0.0,0.0,0.0,0.0,54.518
1982-12,16.7,38.1,0.0,0.0,0.0,0.0,54.817
1983-01,16.7,38.0,0.0,0.0,0.0,0.0,54.610
1983-02,16.4,38.5,0.0,0.0,0.0,0.0,54.945
1983-03,16.3,38.9,0.0,0.0,0.0,0.0,55.198
1983-04,16.2,39.1,0.0,0.0,0.0,0.0,55.301
1983-05,16.2,39.7,0.0,0.0,0.0,0.0,55.939
1983-06,16.3,40.5,0.0,0.0,0.0,0.0,56.848
1983-07,16.5,41.3,0.0,0.0,0.0,0.0,57.803
1983-08,16.6,41.8,0.0,0.0,0.0,0.0,58.382
1983-09,16.6,42.7,0.0,0.0,0.0,0.0,59.278
1983-10,16.7,44.1,0.0,0.0,0.0,0.0,60.774
1983-11,16.5,44.8,0.0,0.0,0.0,0.0,61.303
1983-12,16.4,45.5,0.0,0.0,0.0,0.0,61.979
1984-01,16.2,46.8,0.0,0.0,0.0,0.0,62.973
1984-02,16.5,47.3,0.0,0.0,0.0,0.0,63.753
1984-03,16.6,47.8,0.0,0.0,0.0,0.0,64.342
1984-04,16.6,48.2,0.0,0.0,0.0,0.0,64.863
1984-05,16.6,49.2,0.0,0.0,0.0,0.0,65.805
1984-06,16.6,49.8,0.0,0.0,0.0,0.0,66.416
1984-07,16.5,49.9,0.0,0.0,0.0,0.0,66.403
1984-08,16.0,50.8,0.0,0.0,0.0,0.0,66.770
1984-09,16.0,51.6,0.0,0.0,0.0,0.0,67.587
1984-10,16.0,52.3,0.0,0.0,0.0,0.0,68.373
1984-11,16.1,53.0,0.0,0.0,0.0,0.0,69.095
1984-12,16.0,53.7,0.0,0.0,0.0,0.0,69.762
1985-01,16.2,54.0,0.0,0.0,0.0,0.0,70.191
1985-02,15.9,54.3,0.0,0.0,0.0,0.0,70.196
1985-03,15.7,55.0,0.0,0.0,0.0,0.0,70.681
1985-04,15.6,55.7,0.0,0.0,0.0,0.0,71.244
1985-05,15.5,56.0,0.0,0.0,0.0,0.0,71.461
1985-06,15.3,55.9,0.0,0.0,0.0,0.0,71.165
1985-07,15.2,56.8,0.0,0.0,0.0,0.0,72.008
1985-08,15.5,57.4,0.0,0.0,0.0,0.0,72.818
1985-09,15.1,57.9,0.0,0.0,0.0,0.0,73.061
1985-10,14.7,58.4,0.0,0.0,0.0,0.0,73.111
1985-11,14.3,59.2,0.0,0.0,0.0,0.0,73.483
1985-12,13.9,60.1,0.0,0.0,0.0,0.0,73.987
1986-01,13.4,61.1,0.0,0.0,0.0,0.0,74.554
1986-02,13.0,62.2,0.0,0.0,0.0,0.0,75.155
1986-03,12.5,63.2,0.0,0.0,0.0,0.0,75.690
1986-04,11.5,60.5,0.0,0.0,0.0,0.0,72.020
1986-05,11.0,61.2,0.0,0.0,0.0,0.0,72.202
1986-06,10.7,62.8,0.0,0.0,0.0,0.0,73.483
1986-07,10.2,64.3,0.0,0.0,0.0,0.0,74.458
1986-08,9.8,65.7,0.0,0.0,0.0,0.0,75.544
1986-09,9.5,66.6,0.0,0.0,0.0,0.0,76.088
1986-10,9.3,67.9,0.0,0.0,0.0,0.0,77.188
1986-11,9.1,68.9,0.0,0.0,0.0,0.0,77.984
1986-12,8.9,69.9,0.0,0.0,0.0,0.0,78.767
1987-01,8.8,71.2,0.0,0.0,0.0,0.0,79.980
1987-02,8.7,72.0,0.0,0.0,0.0,0.0,80.697
1987-03,8.6,72.8,0.0,0.0,0.0,0.0,81.409
1987-04,9.1,77.4,0.0,0.0,0.0,0.0,86.452
1987-05,9.0,78.8,0.0,0.0,0.0,0.0,87.869
1987-06,9.0,78.9,0.0,0.0,0.0,0.0,87.911
1987-07,9.0,79.3,0.0,0.0,0.0,0.0,88.277
1987-08,8.5,78.1,0.0,0.0,0.0,0.0,86.584
1987-09,8.5,79.3,0.0,0.0,0.0,0.0,87.778
1987-10,8.7,79.9,0.0,0.0,0.0,0.0,88.571
1987-11,8.8,80.3,0.0,0.0,0.0,0.0,89.167
1987-12,9.0,80.3,0.0,0.0,0.0,0.0,89.281
1988-01,9.0,80.5,0.0,0.0,0.0,0.0,89.473
1988-02,9.1,81.3,0.0,0.0,0.0,0.0,90.383
1988-03,9.2,82.0,0.0,0.0,0.0,0.0,91.241
1988-04,9.3,82.7,0.0,0.0,0.0,0.0,92.027
1988-05,9.4,82.8,0.0,0.0,0.0,0.0,92.191
1988-06,9.6,82.7,0.0,0.0,0.0,0.0,92.370
1988-07,9.8,83.4,0.0,0.0,0.0,0.0,93.198
1988-08,10.5,85.0,0.0,0.0,0.0,0.0,95.489
1988-09,10.8,85.1,0.0,0.0,0.0,0.0,95.942
1988-10,10.8,85.4,0.0,0.0,0.0,0.0,96.257
1988-11,10.8,86.1,0.0,0.0,0.0,0.0,96.869
1988-12,10.8,87.2,0.0,0.0,0.0,0.0,97.945
1989-01,11.0,88.5,0.0,0.0,0.0,0.0,99.572
1989-02,11.2,89.0,0.0,0.0,0.0,0.0,100.237
1989-03,11.3,90.6,0.0,0.0,0.0,0.0,101.973
1989-04,11.6,92.2,0.0,0.0,0.0,0.0,103.860
1989-05,11.8,94.2,0.0,0.0,0.0,0.0,105.989
1989-06,12.0,96.4,0.0,0.0,0.0,0.0,108.424
1989-07,12.3,98.3,0.0,0.0,0.0,0.0,110.528
1989-08,12.5,100.8,0.0,0.0,0.0,0.0,113.319
1989-09,12.4,102.3,0.0,0.0,0.0,0.0,114.685
1989-10,12.5,104.3,0.0,0.0,0.0,0.0,116.721
1989-11,12.8,105.9,0.0,0.0,0.0,0.0,118.654
1989-12,13.2,106.5,0.0,0.0,0.0,0.0,119.672
1990-01,13.3,106.9,0.1,0.0,0.0,0.0,120.323
1990-02,13.3,107.8,0.2,0.0,0.0,0.0,121.354
1990-03,13.5,108.0,0.3,0.0,0.0,0.0,121.774
1990-04,13.5,107.4,0.5,0.0,0.0,0.0,121.480
1990-05,13.8,107.2,0.8,0.0,0.0,0.0,121.783
1990-06,13.8,107.6,1.1,0.0,0.0,0.0,122.489
1990-07,13.6,106.3,1.5,0.0,0.0,0.0,121.378
1990-08,13.6,105.0,2.0,0.0,0.0,0.0,120.592
1990-09,13.9,104.9,2.6,0.0,0.0,0.0,121.405
1990-10,14.1,105.0,3.4,0.0,0.0,0.0,122.486
1990-11,14.2,105.3,4.1,0.0,0.0,0.0,123.542
1990-12,14.1,106.1,4.9,0.0,0.0,0.0,125.082
1991-01,14.2,106.5,5.6,0.0,0.0,0.0,126.280
1991-02,14.4,107.0,6.2,0.0,0.0,0.0,127.460
1991-03,14.5,107.4,6.7,0.0,0.0,0.0,128.569
1991-04,14.5,108.3,7.2,0.0,0.0,0.0,130.025
1991-05,14.5,109.8,7.7,0.0,0.0,0.0,132.010
1991-06,14.7,110.5,8.0,0.0,0.0,0.0,133.159
1991-07,14.9,112.2,8.1,0.0,0.0,0.0,135.292
1991-08,14.4,111.7,7.9,0.0,0.0,0.0,133.939
1991-09,14.4,113.9,7.9,0.0,0.0,0.0,136.238
1991-10,14.5,114.4,7.9,0.0,0.0,0.0,136.784
1991-11,14.7,114.6,7.8,0.0,0.0,0.0,137.139
1991-12,14.9,115.8,7.8,0.0,0.0,0.0,138.492
1992-01,14.9,117.5,7.6,0.0,0.0,0.0,140.053
1992-02,15.1,118.5,7.6,0.0,0.0,0.0,141.164
1992-03,15.1,119.7,7.7,0.0,0.0,0.0,142.486
1992-04,15.3,121.0,7.8,0.0,0.0,0.0,144.133
1992-05,15.2,120.6,7.8,0.0,0.0,0.0,143.620
1992-06,15.4,121.9,8.0,0.0,0.0,0.0,145.277
1992-07,15.4,123.5,8.2,0.0,0.0,0.0,147.088
1992-08,16.1,126.8,8.7,0.0,0.0,0.0,151.650
1992-09,16.2,126.6,8.7,0.0,0.0,0.0,151.456
1992-10,16.2,127.7,8.7,0.0,0.0,0.0,152.670
1992-11,16.1,128.9,8.8,0.0,0.0,0.0,153.815
1992-12,16.1,130.0,8.8,0.0,0.0,0.0,154.846
1993-01,16.0,128.9,9.0,0.0,0.0,0.0,153.900
1993-02,15.8,129.0,9.0,0.0,0.0,0.0,153.812
1993-03,15.8,129.9,9.0,0.0,0.0,0.0,154.713
1993-04,15.6,130.6,9.0,0.0,0.0,0.0,155.187
1993-05,15.7,132.4,9.0,0.0,0.0,0.0,157.092
1993-06,15.5,131.5,8.9,0.0,0.0,0.0,155.871
1993-07,15.2,132.6,9.0,0.0,0.0,0.0,156.742
1993-08,14.9,133.2,9.1,0.0,0.0,0.0,157.257
1993-09,14.7,133.6,9.5,0.0,0.0,0.0,157.896
1993-10,14.6,134.7,10.4,0.0,0.0,0.0,159.607
1993-11,14.5,135.4,11.5,0.0,0.0,0.0,161.431
1993-12,14.5,135.4,12.7,0.0,0.0,0.0,162.640
1994-01,14.5,136.8,14.1,0.0,0.0,0.0,165.409
1994-02,14.5,137.8,15.3,0.0,0.0,0.0,167.579
1994-03,14.4,137.9,16.5,0.0,0.0,0.0,168.693
1994-04,14.3,137.6,17.7,0.0,0.0,0.0,169.572
1994-05,14.3,137.9,19.1,0.0,0.0,0.0,171.243
1994-06,14.4,139.9,21.1,0.0,0.0,0.0,175.364
1994-07,14.7,139.4,22.8,0.0,0.0,0.0,176.875
1994-08,14.5,137.0,23.9,0.0,0.0,0.0,175.411
1994-09,14.9,136.7,25.9,0.0,0.0,0.0,177.510
1994-10,15.3,136.2,27.8,0.0,0.0,0.0,179.258
1994-11,15.7,135.7,29.4,0.0,0.0,0.0,180.743
1994-12,15.9,135.7,31.0,0.0,0.0,0.0,182.649
1995-01,16.2,135.5,32.2,0.0,0.0,0.0,183.843
1995-02,16.5,134.3,33.5,0.0,0.0,0.0,184.236
1995-03,16.9,133.4,35.0,0.0,0.0,0.0,185.335
1995-04,17.3,133.1,36.4,0.0,0.0,0.0,186.818
1995-05,17.8,132.2,37.7,0.0,0.0,0.0,187.725
1995-06,18.2,130.9,37.9,0.0,0.0,0.0,187.024
1995-07,18.4,130.8,39.0,0.0,0.0,0.0,188.206
1995-08,19.2,132.3,40.1,0.0,0.0,0.0,191.497
1995-09,19.2,132.7,40.6,0.0,0.0,0.0,192.485
1995-10,19.1,133.3,40.8,0.0,0.0,0.0,193.260
1995-11,19.1,133.7,41.3,0.0,0.0,0.0,194.197
1995-12,19.2,134.2,42.3,0.0,0.0,0.0,195.709
1996-01,19.3,134.7,43.9,0.0,0.0,0.0,197.891
1996-02,19.4,136.2,45.7,0.0,0.0,0.0,201.331
1996-03,19.5,136.3,47.4,0.0,0.0,0.0,203.137
1996-04,19.6,137.0,49.0,0.0,0.0,0.0,205.613
1996-05,19.7,137.1,50.5,0.0,0.0,0.0,207.309
1996-06,19.6,138.8,52.1,0.0,0.0,0.0,210.560
1996-07,19.5,140.1,53.7,0.0,0.0,0.0,213.303
1996-08,19.5,141.6,55.7,0.1,0.0,0.0,216.855
1996-09,19.5,143.5,56.6,0.1,0.0,0.0,219.721
1996-10,19.7,143.6,57.8,0.1,0.0,0.0,221.138
1996-11,19.7,144.5,58.9,0.1,0.0,0.0,223.266
1996-12,19.8,145.3,59.7,0.1,0.0,0.0,224.916
1997-01,19.3,146.9,60.3,0.1,0.0,0.0,226.570
1997-02,19.2,147.4,60.3,0.1,0.0,0.0,227.016
1997-03,19.1,148.5,60.6,0.1,0.0,0.0,228.254
1997-04,19.1,149.6,60.7,0.1,0.0,0.0,229.438
1997-05,19.1,151.0,60.8,0.1,0.0,0.0,231.002
1997-06,19.4,150.7,60.8,0.1,0.0,0.0,230.947
1997-07,19.8,151.2,60.7,0.1,0.0,0.0,231.729
1997-08,20.0,150.4,60.4,0.0,0.0,0.0,230.875
1997-09,20.3,148.5,61.0,0.0,0.0,0.0,229.672
1997-10,20.3,149.3,61.4,0.0,0.0,0.0,230.970
1997-11,20.3,149.4,61.8,0.1,0.0,0.0,231.699
1997-12,20.3,149.6,62.0,0.4,0.0,0.0,232.308
1998-01,20.9,148.9,62.3,0.9,0.0,0.0,233.077
1998-02,21.2,148.6,62.7,1.0,0.0,0.0,233.446
1998-03,21.5,148.2,62.8,1.3,0.0,0.0,233.781
1998-04,21.6,147.4,63.0,1.8,0.0,0.0,233.886
1998-05,21.7,145.2,63.1,2.4,0.0,0.0,232.461
1998-06,21.9,144.2,63.6,3.0,0.0,0.0,232.710
1998-07,21.9,142.2,64.1,3.7,0.0,0.0,231.877
1998-08,20.8,140.3,63.5,4.3,0.0,0.0,228.837
1998-09,20.1,140.8,63.0,4.9,0.0,0.0,228.773
1998-10,19.5,139.7,62.7,5.4,0.0,0.0,227.338
1998-11,19.1,138.7,62.4,6.0,0.0,0.0,226.254
1998-12,18.9,137.9,62.3,6.3,0.0,0.0,225.376
1999-01,18.5,137.4,61.9,6.4,0.0,0.0,224.237
1999-02,18.2,136.8,61.4,7.0,0.0,0.0,223.369
1999-03,17.8,136.4,61.6,7.2,0.0,0.0,222.984
1999-04,17.1,135.6,61.7,7.3,0.0,0.0,221.717
1999-05,16.7,136.2,62.2,7.4,0.0,0.0,222.526
1999-06,16.2,134.8,62.6,7.5,0.0,0.0,221.038
1999-07,15.9,134.5,63.1,7.6,0.0,0.0,221.044
1999-08,16.2,135.8,64.6,7.7,0.0,0.0,224.274
1999-09,16.7,134.0,65.9,7.9,0.0,0.0,224.499
1999-10,17.0,132.7,67.4,8.2,0.0,0.0,225.314
1999-11,17.7,132.0,69.1,8.4,0.0,0.0,227.227
1999-12,18.4,131.1,71.0,9.2,0.0,0.0,229.665
2000-01,19.0,129.8,72.6,9.9,0.0,0.0,231.189
2000-02,19.5,129.5,74.2,10.6,0.0,0.0,233.813
2000-03,19.9,129.1,75.8,11.4,0.0,0.0,236.162
2000-04,20.8,127.5,76.7,11.9,0.0,0.0,236.861
2000-05,21.4,126.1,77.2,12.7,0.0,0.0,237.384
2000-06,22.1,125.6,77.4,13.5,0.0,0.0,238.616
2000-07,22.5,124.9,78.2,14.4,0.0,0.0,240.007
2000-08,23.6,123.5,78.0,15.3,0.0,0.0,240.393
2000-09,23.7,123.3,77.7,16.2,0.0,0.0,240.875
2000-10,24.3,123.0,77.6,17.2,0.0,0.0,242.193
2000-11,24.3,123.0,77.8,18.1,0.0,0.0,243.159
2000-12,24.3,122.8,78.0,18.5,0.0,0.0,243.613
2001-01,24.3,122.3,79.0,19.0,0.0,0.0,244.686
2001-02,24.3,120.1,79.1,19.5,0.0,0.0,242.890
2001-03,24.3,118.5,79.4,20.0,0.0,0.0,242.191
2001-04,24.3,118.2,80.0,20.8,0.0,0.0,243.390
2001-05,24.3,117.5,80.5,21.2,0.0,0.0,243.578
2001-06,24.3,117.1,81.9,21.5,0.0,0.0,244.759
2001-07,24.3,117.2,83.1,21.7,0.0,0.0,246.288
2001-08,23.5,117.9,85.0,21.6,0.0,0.0,248.066
2001-09,23.6,118.7,86.2,21.5,0.0,0.0,250.051
2001-10,23.7,119.0,86.7,21.6,0.0,0.0,251.041
2001-11,23.8,119.1,86.5,21.5,0.0,0.0,250.945
2001-12,23.9,119.6,86.5,21.6,0.0,0.0,251.511
2002-01,23.8,120.8,85.9,21.4,0.0,0.0,251.892
2002-02,23.7,122.3,86.7,21.2,0.0,0.0,253.898
2002-03,23.6,121.9,86.8,20.7,0.0,0.0,253.095
2002-04,23.5,123.5,87.7,20.5,0.0,0.0,255.090
2002-05,23.2,125.2,89.0,20.3,0.0,0.0,257.654
2002-06,23.1,126.8,89.0,20.0,0.0,0.0,258.846
2002-07,23.1,126.9,89.4,19.7,0.0,0.0,259.169
2002-08,24.0,125.5,90.0,19.5,0.0,0.0,259.126
2002-09,24.2,124.5,88.8,19.4,0.0,0.0,256.951
2002-10,24.2,124.0,90.4,18.9,0.0,0.0,257.480
2002-11,24.0,123.6,92.2,18.5,0.0,0.0,258.362
2002-12,24.0,123.0,93.4,17.9,0.0,0.0,258.365
2003-01,24.0,122.9,93.9,17.9,0.0,0.0,258.700
2003-02,24.2,123.3,94.1,17.8,0.0,0.0,259.414
2003-03,24.3,125.3,95.5,18.1,0.0,0.0,263.214
2003-04,24.5,123.7,96.1,18.2,0.0,0.0,262.516
2003-05,24.7,122.4,95.9,18.5,0.0,0.0,261.488
2003-06,24.6,119.9,96.0,18.7,0.0,0.0,259.223
2003-07,24.4,119.6,95.6,18.8,0.0,0.0,258.378
2003-08,24.3,119.8,95.4,18.8,0.0,0.0,258.341
2003-09,24.3,120.7,96.3,18.8,0.0,0.0,260.086
2003-10,24.3,120.8,95.8,19.4,0.0,0.0,260.313
2003-11,24.4,121.0,95.1,20.3,0.0,0.0,260.776
2003-12,24.5,120.8,95.1,21.3,0.0,0.0,261.705
2004-01,24.5,120.4,95.5,22.2,0.0,0.0,262.715
2004-02,24.7,120.7,95.6,23.1,0.0,0.0,264.100
2004-03,24.7,120.6,95.0,23.8,0.0,0.0,264.093
2004-04,24.8,120.3,94.8,24.4,0.0,0.0,264.326
2004-05,25.1,120.5,95.3,24.5,0.0,0.0,265.408
2004-06,25.5,121.8,96.2,25.2,0.0,0.0,268.695
2004-07,26.0,120.6,96.5,25.8,0.0,0.0,268.918
2004-08,25.9,119.9,94.4,26.5,0.0,0.0,266.691
2004-09,25.5,118.9,94.3,27.2,0.0,0.0,265.947
2004-10,25.7,118.6,93.9,27.8,0.0,0.0,266.095
2004-11,25.7,118.3,93.6,28.1,0.0,0.0,265.667
2004-12,26.0,117.3,92.6,28.5,0.0,0.0,264.234
2005-01,26.1,116.0,91.6,28.7,0.0,0.0,262.411
2005-02,26.1,114.3,90.8,29.2,0.0,0.0,260.417
2005-03,26.2,113.9,90.2,29.7,0.0,0.0,259.940
2005-04,26.1,114.4,89.7,30.3,0.1,0.0,260.640
2005-05,26.1,114.5,88.7,31.1,0.2,0.0,260.545
2005-06,26.0,113.3,86.9,30.7,0.2,0.0,257.167
2005-07,25.8,112.5,86.1,31.4,0.3,0.0,256.166
2005-08,26.1,112.6,87.8,32.2,0.3,0.0,259.056
2005-09,26.4,112.5,88.4,32.9,0.4,0.0,260.607
2005-10,26.3,111.4,87.2,33.3,0.4,0.0,258.541
2005-11,26.3,110.4,87.0,33.4,0.4,0.0,257.612
2005-12,26.2,110.3,86.9,33.8,0.6,0.0,257.737
2006-01,26.2,110.2,86.5,34.4,0.8,0.0,258.023
2006-02,26.2,109.6,86.1,34.8,1.0,0.0,257.709
2006-03,26.1,108.3,85.3,35.7,1.2,0.0,256.595
2006-04,26.1,106.7,83.7,36.1,1.4,0.0,253.989
2006-05,26.0,105.4,83.0,36.9,1.6,0.0,253.014
2006-06,26.0,105.0,81.8,38.6,1.8,0.0,253.212
