dato,kpi
2005-11,83.0
2005-12,82.9
2006-01,82.7
2006-02,83.4
2006-03,83.6
2006-04,84.3
2006-05,84.3
2006-06,84.2
2006-07,83.9
2006-08,83.9
2006-09,85.1
2006-10,85.2
2006-11,85.1
2006-12,84.7
2007-01,83.7
2007-02,84.0
2007-03,84.5
2007-04,84.5
2007-05,84.6
2007-06,84.5
2007-07,84.3
2007-08,84.2
2007-09,84.8
2007-10,85.0
2007-11,86.4
2007-12,87.1
2008-01,86.7
2008-02,87.2
2008-03,87.2
2008-04,87.2
2008-05,87.2
2008-06,87.4
2008-07,87.9
2008-08,88.0
2008-09,89.3
2008-10,89.6
2008-11,89.1
2008-12,89.0
2009-01,88.7
2009-02,89.4
2009-03,89.4
2009-04,89.7
2009-05,89.9
2009-06,90.4
2009-07,89.9
2009-08,89.7
2009-09,90.4
2009-10,90.2
2009-11,90.5
2009-12,90.8
2010-01,90.9
2010-02,92.0
2010-03,92.5
2010-04,92.7
2010-05,92.2
2010-06,92.1
2010-07,91.6
2010-08,91.4
2010-09,92.0
2010-10,92.1
2010-11,92.3
2010-12,93.3
2011-01,92.7
2011-02,93.1
2011-03,93.4
2011-04,93.9
2011-05,93.7
2011-06,93.4
2011-07,93.1
2011-08,92.6
2011-09,93.4
2011-10,93.3
2011-11,93.3
2011-12,93.4
2012-01,93.2
2012-02,94.2
2012-03,94.1
2012-04,94.2
2012-05,94.2
2012-06,93.7
2012-07,93.3
2012-08,92.9
2012-09,93.9
2012-10,94.3
2012-11,94.4
2012-12,94.7
2013-01,94.5
2013-02,95.1
2013-03,95.4
2013-04,95.9
2013-05,96.0
2013-06,95.7
2013-07,96.1
2013-08,96.0
2013-09,96.4
2013-10,96.6
2013-11,96.7
2013-12,96.6
2014-01,96.6
2014-02,97.1
2014-03,97.3
2014-04,97.7
2014-05,97.8
2014-06,97.5
2014-07,98.3
2014-08,97.9
2014-09,98.5
2014-10,98.6
2014-11,98.6
2014-12,98.6
2015-01,98.6
2015-02,98.9
2015-03,99.2
2015-04,99.6
2015-05,99.8
2015-06,100.1
2015-07,100.1
2015-08,99.9
2015-09,100.6
2015-10,101.0
2015-11,101.3
2015-12,100.9
2016-01,101.5
2016-02,102.1
2016-03,102.5
2016-04,102.9
2016-05,103.2
2016-06,103.8
2016-07,104.5
2016-08,103.9
2016-09,104.2
2016-10,104.7
2016-11,104.9
2016-12,104.4
2017-01,104.3
2017-02,104.7
2017-03,105.0
2017-04,105.2
2017-05,105.4
2017-06,105.8
2017-07,106.1
2017-08,105.3
2017-09,105.9
2017-10,106.0
2017-11,106.1
2017-12,106.1
2018-01,106.0
2018-02,107.0
2018-03,107.3
2018-04,107.7
2018-05,107.8
2018-06,108.5
2018-07,109.3
2018-08,108.9
2018-09,109.5
2018-10,109.3
2018-11,109.8
