unit,tra_meas,airp_pr,2017M06,2017M05,2017M04,2017M03,2017M02,2017M01,2016M12,2016M11,2016M10,2016M09,2016M08,2016M07,2016M06,2016M05,2016M04,2016M03,2016M02,2016M01,2015M12,2015M11,2015M10,2015M09,2015M08,2015M07,2015M06,2015M05,2015M04,2015M03,2015M02,2015M01,2014M12,2014M11,2014M10,2014M09,2014M08,2014M07,2014M06,2014M05,2014M04,2014M03,2014M02,2014M01,2013M12,2013M11,2013M10,2013M09,2013M08,2013M07,2013M06,2013M05,2013M04,2013M03,2013M02,2013M01,2012M12,2012M11,2012M10,2012M09,2012M08,2012M07,2012M06,2012M05,2012M04,2012M03,2012M02,2012M01,2011M12,2011M11,2011M10,2011M09,2011M08,2011M07,2011M06,2011M05,2011M04,2011M03,2011M02,2011M01,2010M12,2010M11,2010M10,2010M09,2010M08,2010M07,2010M06,2010M05,2010M04,2010M03,2010M02,2010M01,2009M12,2009M11,2009M10,2009M09,2009M08,2009M07,2009M06,2009M05,2009M04,2009M03,2009M02,2009M01,2008M12,2008M11,2008M10,2008M09,2008M08,2008M07,2008M06,2008M05,2008M04,2008M03,2008M02,2008M01,2007M12,2007M11,2007M10,2007M09,2007M08,2007M07,2007M06,2007M05,2007M04,2007M03,2007M02,2007M01,2006M12,2006M11,2006M10,2006M09,2006M08,2006M07,2006M06,2006M05,2006M04,2006M03,2006M02,2006M01,2005M12,2005M11,2005M10,2005M09,2005M08,2005M07,2005M06,2005M05,2005M04,2005M03,2005M02,2005M01,2004M12,2004M11,2004M10,2004M09,2004M08,2004M07,2004M06,2004M05,2004M04,2004M03,2004M02,2004M01,2003M12,2003M11,2003M10,2003M09,2003M08,2003M07,2003M06,2003M05,2003M04,2003M03,2003M02,2003M01,2002M12,2002M11,2002M10,2002M09,2002M08,2002M07,2002M06,2002M05,2002M04,2002M03,2002M02,2002M01
PAS,PAS_CRD,NO_ENGM_NO_ENVA,187694,186601,168719,195515,163682,156604,139461,189630,193747,192676,154234,104580,180808,177345,171638,170616,164283,148725,138661,190918,192879,180946,152031,112640,179364,168172,164574,168833,151244,142499,138046,179101,197418,179602,146126,103847,177249,170216,158978,170273,146643,144213,135318,180923,194600,171753,143288,104882,166700,168639,171685,149886,145409,139395,128272,174650,187411,175178,138388,93861,154248,164060,138857,168577,152138,142091,128841,170636,180062,170099,134557,94493,153369,155312,134867,162259,136841,127848,122388,159260,168973,156981,127729,92149,142001,132721,97620,143749,126053,119371,112146,149136,162511,143846,117325,82376,140451,132236,126542,144135,119510,112428,107334,135063,162790,152473,124297,91839,151255,146389,157880,133921,137761,129405,117783,160056,168576,154727,133702,92324,144181,140679,119150,145805,120655,123650,106824,142165,149775,133439,119830,87112,130274,129019,98125,135877,114062,109828,106793,132036,138337,132280,110468,29176,29661,119757,119738,95248,106481,93615,96148,111872,130900,104634,102255,69638,126131,108587,99975,125436,106759,96866,95568,123494,133324,113433,103037,75595,117801,109721,102694,114403,105308,97437,95283,123389,134850,118181,107209,81754,113982,110221,116736,102781,101601,98729
PAS,PAS_CRD,NO_ENVA_NO_ENGM,187360,186778,168719,195515,163682,156495,139442,189630,193919,192676,154234,104580,180808,177524,171638,170581,164369,148816,138625,190918,192879,180946,152024,112640,179275,168048,164448,168915,151244,142442,137811,179101,197418,179778,146093,103848,177249,170216,158978,170273,146643,144449,135341,181082,194600,171753,143182,104777,166700,168569,172038,149970,145846,139551,128185,174827,188091,175158,138367,93861,154106,163946,138857,168577,152101,142277,128769,170803,180105,170078,134557,94493,153033,155032,134867,162143,136930,127848,122441,159260,168888,156578,127602,92259,141929,132855,97620,143467,126020,119371,112146,149136,162511,143845,117325,82336,140451,132230,126227,144135,119510,112353,107334,135063,162790,152473,124297,91839,151255,146389,157880,133921,137761,129405,117783,160056,168576,154727,133702,92324,144181,140679,119150,145805,120655,123650,106824,142165,149775,133439,119830,87112,130274,129019,98125,135877,114062,109828,106793,132036,138337,132280,110468,29176,29661,119757,119738,95248,106481,93615,96148,111872,130900,104634,102255,69638,126131,108587,99975,125436,106759,96866,95568,123494,133324,113433,103037,75595,117801,109721,102694,114403,105308,97437,95283,123389,134850,118181,107209,81754,113982,110221,116736,102781,101601,98729
