unit,tra_meas,airp_pr,from,to,codes,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993
PAS,PAS_CRD,UK_EGSS_FR_LFSB,London,Bâle/Mulhouse,"[""UK_EGGW_FR_LFSB"" ""UK_EGKK_FR_LFSB"" ""UK_EGLC_FR_LFSB"" ""UK_EGLL_FR_LFSB"" ""UK_EGSS_FR_LFSB""]",711332,701272,547537,534882,546330,477534,393703,384884,307311,468521,484679,450568,163059,154173,211054,228841,241380,252735,230528,,,,,
PAS,PAS_CRD,UK_EGBB_AE_OMDB,Birmingham,Dubai,"[""UK_EGBB_AE_OMDB""]",704632,610649,528029,499898,473757,499973,497442,436761,395194,370012,308547,231175,186773,164999,162823,122208,,,,,,,,
PAS,PAS_CRD,UK_EGSS_SE_ESGG,London,Göteborg,"[""UK_EGKK_SE_ESGG"" ""UK_EGLC_SE_ESGG"" ""UK_EGLL_SE_ESGG"" ""UK_EGSS_SE_ESGG""]",698207,617134,292777,273300,269008,334290,139609,138651,144146,137524,134608,133003,135504,135498,154697,262538,334345,336317,288642,259956,240070,319555,228731,207962
PAS,PAS_CRD,UK_EGCC_ES_LEMG,Manchester,Málaga,"[""UK_EGCC_ES_LEMG""]",694406,556274,545042,496173,488623,453661,395420,534787,661133,642269,733273,733772,694469,788848,722108,692720,641781,584725,620381,581549,515410,530294,517175,426806
PAS,PAS_CRD,UK_EGSS_IT_LIRN,London,Nápoli,"[""UK_EGGW_IT_LIRN"" ""UK_EGKK_IT_LIRN"" ""UK_EGSS_IT_LIRN""]",693172,660472,575550,492037,533323,515463,500947,458831,412138,398244,405404,396489,464410,435029,423469,362811,264905,264202,311337,281143,264781,250278,249843,222839
PAS,PAS_CRD,UK_EGSS_UK_EGCC,London,Manchester,"[""UK_EGKK_UK_EGCC"" ""UK_EGLC_UK_EGCC"" ""UK_EGLL_UK_EGCC"" ""UK_EGSS_UK_EGCC""]",692960,776369,876597,797194,988851,999970,1046581,1197342,1344438,1580428,1779375,1860931,1955852,1924524,1753807,1755179,1803060,1676083,1601726,,,,,
PAS,PAS_CRD,UK_EGSS_BG_LBSF,London,Sofia,"[""UK_EGGW_BG_LBSF"" ""UK_EGKK_BG_LBSF"" ""UK_EGLL_BG_LBSF"" ""UK_EGSS_BG_LBSF""]",691061,539915,447647,414087,398064,386422,391299,407784,443375,256174,212489,116237,87061,,88004,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_UK_EGSS,Manchester,London,"[""UK_EGCC_UK_EGKK"" ""UK_EGCC_UK_EGLC"" ""UK_EGCC_UK_EGLL"" ""UK_EGCC_UK_EGSS""]",689760,771743,872491,793542,982320,993735,1040766,1191928,1250167,1468089,1770676,1855344,1955520,1933735,1730446,1757192,1803203,1638475,1551373,,,,,
PAS,PAS_CRD,UK_EGSS_IT_LIRP,London,Pisa,"[""UK_EGKK_IT_LIRP"" ""UK_EGLL_IT_LIRP"" ""UK_EGSS_IT_LIRP""]",686755,651233,691006,652539,624675,588713,547579,517617,578423,581757,516053,516521,541112,523829,523040,452832,408295,394833,355300,239669,190210,195399,246616,239850
PAS,PAS_CRD,UK_EGSS_CY_LCLK,London,Larnarca,"[""UK_EGGW_CY_LCLK"" ""UK_EGKK_CY_LCLK"" ""UK_EGLL_CY_LCLK"" ""UK_EGSS_CY_LCLK""]",671602,558052,512076,571183,638259,813991,778748,807318,820354,888191,810501,900770,818309,812933,709368,878361,865746,785330,710545,664268,563300,588080,609022,514828
PAS,PAS_CRD,UK_EGSS_ES_LEIB,London,Ibiza,"[""UK_EGGW_ES_LEIB"" ""UK_EGKK_ES_LEIB"" ""UK_EGLC_ES_LEIB"" ""UK_EGSS_ES_LEIB""]",662016,574553,513333,477864,408638,428288,412299,361428,360990,425613,331975,325179,365964,341603,361142,365679,396162,315098,376745,338538,337887,362909,357848,322591
PAS,PAS_CRD,UK_EGSS_CY_LCPH,London,Paphos,"[""UK_EGGW_CY_LCPH"" ""UK_EGKK_CY_LCPH"" ""UK_EGSS_CY_LCPH""]",660507,592073,463206,448564,372061,375577,367170,433542,492701,444251,416542,404635,392468,340991,346641,436258,403511,371095,302909,238528,232488,269162,241791,154326
PAS,PAS_CRD,UK_EGSS_UK_EGJJ,London,Saint Helier,"[""UK_EGKK_UK_EGJJ"" ""UK_EGLC_UK_EGJJ"" ""UK_EGLL_UK_EGJJ"" ""UK_EGSS_UK_EGJJ""]",659091,692612,606004,537487,553861,574113,534303,556029,594578,602674,538343,564362,573250,592578,622175,597414,662863,735470,715749,,,,,
PAS,PAS_CRD,UK_EGLL_US_KDFW,London,Dallas-Fort Worth,"[""UK_EGKK_US_KDFW"" ""UK_EGLL_US_KDFW""]",655590,637977,658449,662892,638989,557230,491105,473506,410110,404179,397584,459096,440129,382384,367860,361798,430192,428494,406841,381919,376538,357202,302797,285573
PAS,PAS_CRD,UK_EGLL_US_KATL,London,Atlanta,"[""UK_EGKK_US_KATL"" ""UK_EGLL_US_KATL""]",638995,611750,563480,540054,451920,479688,446576,433014,471431,395724,506860,536694,540196,498708,579522,527655,589306,506038,468596,432746,433895,410417,373380,336511
PAS,PAS_CRD,UK_EGBB_NL_EHAM,Birmingham,Amsterdam,"[""UK_EGBB_NL_EHAM""]",631646,563938,507603,459805,444191,474315,426996,411737,492655,473318,486682,428485,337536,406492,397153,392704,408056,383739,382386,318491,271174,232608,204507,174151
PAS,PAS_CRD,UK_EGSS_DE_EDDK,London,Cologne,"[""UK_EGKK_DE_EDDK"" ""UK_EGLL_DE_EDDK"" ""UK_EGSS_DE_EDDK""]",630600,662037,481865,472421,480333,477080,452060,406414,434902,475943,470165,616986,512457,411341,285471,307713,223470,225920,209453,220944,265844,279120,271543,269592
PAS,PAS_CRD,UK_EGSS_MY_WMKK,London,Kuala Lumpur,"[""UK_EGLL_MY_WMKK"" ""UK_EGSS_MY_WMKK""]",622426,606746,573642,619837,486393,566125,597236,526643,400142,431446,491503,545394,544949,534871,554377,499712,586943,567956,564081,532849,497671,423907,307145,292907
PAS,PAS_CRD,UK_EGLL_RU_UUWW,London,Moscow,"[""UK_EGKK_RU_UUDD"" ""UK_EGLL_RU_UUDD"" ""UK_EGLL_RU_UUEE"" ""UK_EGLL_RU_UUWW""]",613632,744924,894076,905516,774591,756420,670929,577007,600816,627678,529966,452848,444831,407806,361449,327194,291048,212723,257148,271303,274970,293584,306463,290467
PAS,PAS_CRD,UK_EGSS_IE_EINN,London,Shannon,"[""UK_EGGW_IE_EINN"" ""UK_EGKK_IE_EINN"" ""UK_EGLL_IE_EINN"" ""UK_EGSS_IE_EINN""]",612602,576125,537264,541190,560291,563724,570084,619739,614169,740760,856823,796933,538877,638412,632113,568299,661080,545240,442584,441167,414770,339456,297183,339750
PAS,PAS_CRD,UK_EGLL_JP_RJTT,London,Tokyo,"[""UK_EGLL_JP_RJAA"" ""UK_EGLL_JP_RJTT""]",608033,611328,721413,627576,647713,604045,682851,753629,830778,885764,915000,991707,1004562,888456,986847,889116,1044673,976910,982847,1016253,959320,987349,1027817,926749
PAS,PAS_CRD,UK_EGSS_IT_LIRA,London,Roma,"[""UK_EGGW_IT_LIRA"" ""UK_EGKK_IT_LIRA"" ""UK_EGSS_IT_LIRA""]",601009,515514,475690,400347,367181,463856,350077,377705,798345,845300,845968,843955,764536,784134,438272,216349,210318,172510,176870,123823,77454,82963,80535,98017
PAS,PAS_CRD,UK_EGLL_US_KLAS,London,Las Vegas,"[""UK_EGKK_US_KLAS"" ""UK_EGLL_US_KLAS""]",597649,540726,546079,549168,490725,482928,452378,282334,289038,290214,262546,191970,152046,102216,87753,111254,,,,,,,,
PAS,PAS_CRD,UK_EGPH_IE_EIDW,Edinburgh,Dublin,"[""UK_EGPD_IE_EIDW"" ""UK_EGPH_IE_EIDW""]",597472,581160,525419,454610,398790,461817,417040,496887,520952,520022,511140,432836,423749,484492,565643,381141,242385,231804,189918,151648,132448,103820,77550,69746
PAS,PAS_CRD,UK_EGSS_PT_LPPR,London,Porto,"[""UK_EGKK_PT_LPPR"" ""UK_EGLL_PT_LPPR"" ""UK_EGSS_PT_LPPR""]",583444,504980,481204,461032,436942,457489,410702,329305,340985,314111,346865,336722,221468,136551,138922,140996,150621,210589,183327,163336,143690,148206,145673,139180
PAS,PAS_CRD,UK_EGSS_BE_EBBR,London,Brussel,"[""UK_EGKK_BE_EBBR"" ""UK_EGLC_BE_EBBR"" ""UK_EGLL_BE_EBBR"" ""UK_EGSS_BE_EBBR""]",571967,721939,672301,568641,547617,516632,493082,526536,616686,737874,805179,875010,918530,908533,1021756,1078603,1369836,1519136,1457370,1366083,1203355,1187477,1254379,1159855
PAS,PAS_CRD,UK_EGSS_PL_EPKK,London,Kraków,"[""UK_EGGW_PL_EPKK"" ""UK_EGKK_PL_EPKK"" ""UK_EGLL_PL_EPKK"" ""UK_EGSS_PL_EPKK""]",570245,412626,365981,353311,354406,345200,400123,476181,500918,508808,537590,338050,100116,77631,,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_FR_LFPG,Manchester,Paris,"[""UK_EGCC_FR_LFPG""]",567928,477574,506069,504134,483979,443113,442085,444603,464533,485374,450428,457443,528997,535887,599532,554773,529410,516371,488071,445710,391664,323572,341077,314039
PAS,PAS_CRD,UK_EGAC_UK_EGGP,Belfast,Liverpool,"[""UK_EGAA_UK_EGGP"" ""UK_EGAC_UK_EGGP""]",563409,512999,418654,414072,447484,496126,524375,555224,550445,486120,526874,635180,551655,562862,544907,446849,305268,152846,60278,,,,,
PAS,PAS_CRD,UK_EGGP_UK_EGAC,Liverpool,Belfast,"[""UK_EGGP_UK_EGAA"" ""UK_EGGP_UK_EGAC""]",559677,509166,415287,410437,444456,420253,523554,549325,546368,456758,524020,630081,549795,562269,543787,445843,303407,167235,59918,,,,,
PAS,PAS_CRD,UK_EGSS_IT_LIPE,London,Bologna,"[""UK_EGKK_IT_LIPE"" ""UK_EGLL_IT_LIPE"" ""UK_EGSS_IT_LIPE""]",558218,515637,473707,441021,380194,416026,355886,293815,193927,179564,184895,161896,221702,260178,284341,229714,305252,298576,134577,194270,170557,181858,146266,128147
PAS,PAS_CRD,UK_EGSS_FR_LFLL,London,Lyon,"[""UK_EGGW_FR_LFLL"" ""UK_EGKK_FR_LFLL"" ""UK_EGLL_FR_LFLL"" ""UK_EGSS_FR_LFLL""]",556213,534958,513293,552851,506245,503449,458629,475054,373801,377351,463863,468037,511899,507179,366135,421477,463323,409097,417567,395126,395831,399306,365138,323976
PAS,PAS_CRD,UK_EGSS_FR_LFML,London,Marseille,"[""UK_EGKK_FR_LFML"" ""UK_EGLL_FR_LFML"" ""UK_EGSS_FR_LFML""]",554780,517823,483271,486055,397317,416613,375782,400625,362000,387938,294828,291132,334376,231893,274765,281003,203121,214629,199363,172056,153964,149619,101254,117387
PAS,PAS_CRD,UK_EGLL_FR_LFBO,London,Toulouse/Blagnac,"[""UK_EGKK_FR_LFBO"" ""UK_EGLL_FR_LFBO""]",542044,534323,506452,500911,485947,482727,436368,395911,421456,403867,403301,403497,382278,336042,323873,292334,287785,306370,314576,297988,205779,165651,148214,145320
PAS,PAS_CRD,UK_EGGP_IE_EIDW,Liverpool,Dublin,"[""UK_EGGP_IE_EIDW""]",541866,336450,276984,272723,276592,309255,286259,283035,289740,290101,324687,328004,238616,243204,199937,169474,168989,209206,170703,171298,156924,169295,191976,206675
PAS,PAS_CRD,UK_EGSS_LV_EVRA,London,Riga,"[""UK_EGGW_LV_EVRA"" ""UK_EGKK_LV_EVRA"" ""UK_EGLL_LV_EVRA"" ""UK_EGSS_LV_EVRA""]",538227,496935,440706,387872,360135,338481,343523,326390,290772,314361,308887,267569,102788,,,,,,,,,,,
PAS,PAS_CRD,UK_EGAC_UK_EGCC,Belfast,Manchester,"[""UK_EGAA_UK_EGCC"" ""UK_EGAC_UK_EGCC""]",519667,501009,502572,470232,429254,311247,321622,351279,391905,433324,423022,302542,289356,242228,143618,169933,212351,213554,249298,,,,,
PAS,PAS_CRD,UK_EGCC_UK_EGAC,Manchester,Belfast,"[""UK_EGCC_UK_EGAA"" ""UK_EGCC_UK_EGAC""]",516381,497548,499491,468084,427884,311787,320247,348531,390187,429939,421401,302361,288651,257580,144045,106573,213068,245237,262415,,,,,
PAS,PAS_CRD,UK_EGLL_US_KIAH,London,Houston,"[""UK_EGKK_US_KIAH"" ""UK_EGLL_US_KIAH""]",515278,564467,594417,574443,554385,555763,541632,544686,518044,482413,483659,473702,449868,407562,440785,487100,512969,457472,465849,431875,343226,292472,313685,332648
PAS,PAS_CRD,UK_EGCC_PT_LPFR,Manchester,Faro,"[""UK_EGCC_PT_LPFR""]",512936,424626,394790,413913,350978,338453,278794,331765,448025,487719,478769,491443,478134,495807,463994,486289,464993,450931,430347,408381,344363,367868,379489,332452
PAS,PAS_CRD,UK_EGSS_UK_EGNT,London,Newcastle,"[""UK_EGKK_UK_EGNT"" ""UK_EGLL_UK_EGNT"" ""UK_EGSS_UK_EGNT""]",499479,513496,583965,563124,574257,568747,642958,726756,764049,902823,998798,1067575,1086492,1050040,896434,659325,667530,612093,597713,,,,,
PAS,PAS_CRD,UK_EGNT_UK_EGSS,Newcastle,London,"[""UK_EGNT_UK_EGKK"" ""UK_EGNT_UK_EGLL"" ""UK_EGNT_UK_EGSS""]",497360,510640,581953,561031,571497,566122,640011,725071,762185,899470,993635,1059267,1077242,1040750,889584,727036,706865,645590,621198,,,,,
PAS,PAS_CRD,UK_EGLL_CN_ZBAA,London,Beijing,"[""UK_EGLL_CN_ZBAA""]",494984,448316,353676,328717,296533,310758,275058,299716,288297,279086,268189,256365,216539,141739,176747,151212,146398,155564,149600,134953,97597,82130,78671,
PAS,PAS_CRD,UK_EGCC_US_KSFB,Manchester,Orlando,"[""UK_EGCC_US_KMCO"" ""UK_EGCC_US_KSFB""]",490439,450575,506154,468495,484189,475298,500784,513523,611411,667125,605050,642629,581898,430783,376323,492400,570255,524830,559096,575786,577957,372427,368458,498530
PAS,PAS_CRD,UK_EGSS_IT_LIME,London,Bergamo,"[""UK_EGGW_IT_LIME"" ""UK_EGKK_IT_LIME"" ""UK_EGSS_IT_LIME""]",489080,494818,437169,373987,348078,347687,335104,332573,579782,598445,620206,520247,577390,502348,186156,,,,,,,,,82161
PAS,PAS_CRD,UK_EGPK_IE_EIDW,Glasgow,Dublin,"[""UK_EGPF_IE_EIDW"" ""UK_EGPK_IE_EIDW""]",486745,448854,311562,273457,263448,268004,285858,305328,385153,405050,415292,407940,419362,413787,423726,453995,399726,387584,395146,365725,320440,273599,197557,99313
PAS,PAS_CRD,UK_EGAC_UK_EGBB,Belfast,Birmingham,"[""UK_EGAA_UK_EGBB"" ""UK_EGAC_UK_EGBB""]",484124,452225,440042,425770,308114,308896,301721,325656,369748,417238,439973,417645,302047,364725,306892,310089,328026,299893,355574,,,,,
PAS,PAS_CRD,UK_EGSS_PL_EPGD,London,Gdańsk,"[""UK_EGGW_PL_EPGD"" ""UK_EGSS_PL_EPGD""]",483580,477667,396953,378001,324293,319878,310021,304475,304252,300369,274555,121753,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPH_UK_EGAC,Edinburgh,Belfast,"[""UK_EGPD_UK_EGAC"" ""UK_EGPH_UK_EGAA"" ""UK_EGPH_UK_EGAC""]",482801,441443,379193,373813,361209,350937,329968,349912,360591,400499,421660,436941,405839,268813,334482,156783,,,74833,,,,,
PAS,PAS_CRD,UK_EGAC_UK_EGPH,Belfast,Edinburgh,"[""UK_EGAA_UK_EGPH"" ""UK_EGAC_UK_EGPD"" ""UK_EGAC_UK_EGPH""]",482319,400814,377856,373036,382684,352004,331186,351519,363471,427331,453154,463415,407110,325190,379808,219860,72749,54770,75235,,,,,
PAS,PAS_CRD,UK_EGBB_UK_EGAC,Birmingham,Belfast,"[""UK_EGBB_UK_EGAA"" ""UK_EGBB_UK_EGAC""]",482301,450363,438406,423704,308729,310906,299951,323178,365491,414305,436464,415056,299551,372800,304234,308558,343846,344060,361214,,,,,
PAS,PAS_CRD,UK_EGLL_KR_RKSS,London,Seoul,"[""UK_EGLL_KR_RKSI"" ""UK_EGLL_KR_RKSS""]",473602,456557,438679,424186,343669,311093,294457,280052,285115,288620,277674,254638,251976,225597,207316,136364,162915,161657,137118,220760,189221,152485,132785,108326
PAS,PAS_CRD,UK_EGSS_ES_LEVC,London,Valencia,"[""UK_EGKK_ES_LEVC"" ""UK_EGLL_ES_LEVC"" ""UK_EGSS_ES_LEVC""]",469034,361605,337807,306696,309113,302364,277546,278301,382097,492094,495040,528233,169124,192762,163345,79137,,,,,,,,79526
PAS,PAS_CRD,UK_EGLL_CN_ZSPD,London,Shanghai,"[""UK_EGLL_CN_ZSPD""]",464022,431072,415786,394169,371743,351933,331756,236089,283103,347381,316795,229870,131435,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_US_KPHL,London,Philadelphia,"[""UK_EGKK_US_KPHL"" ""UK_EGLL_US_KPHL""]",457612,468084,383400,386074,382135,372944,359411,341399,431529,373684,380689,411954,436713,456249,469550,462700,554186,519619,411193,326366,367505,313001,283732,197203
PAS,PAS_CRD,UK_EGPK_UK_EGAC,Glasgow,Belfast,"[""UK_EGPF_UK_EGAA"" ""UK_EGPF_UK_EGAC"" ""UK_EGPK_UK_EGAC""]",453190,422280,385192,370704,367335,352853,368970,414825,410116,391030,425528,455235,420130,319990,378028,247244,95408,133702,137119,,,,,
PAS,PAS_CRD,UK_EGCC_ES_GCRR,Manchester,Lanzarote Island,"[""UK_EGCC_ES_GCRR""]",452802,398019,388384,320440,290073,320809,313734,299582,361369,365164,423492,404835,412790,414240,416107,376991,368379,337984,361564,302111,281420,286660,289664,223646
PAS,PAS_CRD,UK_EGAC_UK_EGPK,Belfast,Glasgow,"[""UK_EGAA_UK_EGPF"" ""UK_EGAC_UK_EGPF"" ""UK_EGAC_UK_EGPK""]",452254,421440,384622,370072,366986,352820,369225,415489,410509,392785,426058,457893,421295,375012,428746,247461,136527,148094,181062,,,,,
PAS,PAS_CRD,UK_EGKK_BB_TBPB,London,Bridgetown,"[""UK_EGKK_BB_TBPB""]",447458,433135,410342,387896,371357,428491,425624,455409,459755,477170,446728,419659,456497,439499,435564,482345,464600,392913,303990,249144,214283,197614,180859,147532
PAS,PAS_CRD,UK_EGSS_DE_EDDS,London,Stuttgart,"[""UK_EGKK_DE_EDDS"" ""UK_EGLL_DE_EDDS"" ""UK_EGSS_DE_EDDS""]",446627,437196,343252,345508,425327,397804,395641,377342,382243,404369,405307,391365,282885,311158,311479,324525,376421,367733,352532,292772,318092,283915,266210,258432
PAS,PAS_CRD,UK_EGCC_ES_LEBL,Manchester,Barcelona,"[""UK_EGCC_ES_LEBL""]",446358,284365,217437,137597,137892,100354,96547,118533,126390,143978,108103,109409,191252,109627,83616,77706,76048,91363,,,,,,
PAS,PAS_CRD,UK_EGSS_PL_EPKT,London,Katowice,"[""UK_EGGW_PL_EPKT"" ""UK_EGSS_PL_EPKT""]",446309,432204,348213,390798,333781,331894,312712,305029,295020,194837,196202,173259,79682,,,,,,,,,,,
PAS,PAS_CRD,UK_EGSS_ES_GCLP,London,Gran Canaria,"[""UK_EGGW_ES_GCLP"" ""UK_EGKK_ES_GCLP"" ""UK_EGSS_ES_GCLP""]",441493,387650,355461,309846,181805,202069,217382,230484,299853,313824,297930,315008,335309,370152,361433,436114,450991,466636,455124,344362,304796,322266,388853,347215
PAS,PAS_CRD,UK_EGPK_NL_EHAM,Glasgow,Amsterdam,"[""UK_EGPF_NL_EHAM"" ""UK_EGPK_NL_EHAM""]",436675,425448,414422,390137,371346,298722,261084,274546,314795,331864,325920,319445,330133,351047,407145,264208,228059,190561,192638,197852,155532,114018,106522,93957
PAS,PAS_CRD,UK_EGCC_AE_OMAA,Manchester,Abu Dhabi,"[""UK_EGCC_AE_OMAA""]",436139,431673,394845,324593,289492,229314,177891,154925,157817,141809,84749,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGSS_MA_GMMX,London,Marrakech,"[""UK_EGGW_MA_GMMX"" ""UK_EGKK_MA_GMMX"" ""UK_EGLL_MA_GMMX"" ""UK_EGSS_MA_GMMX""]",431141,454192,479429,394514,260318,242622,216341,287912,321490,460307,274283,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPE_UK_EGLL,Inverness,London,"[""UK_EGPE_UK_EGGW"" ""UK_EGPE_UK_EGKK"" ""UK_EGPE_UK_EGLL""]",430888,303381,284078,314267,320239,322919,297581,311509,345843,379318,393311,404553,407809,334062,268988,258531,262691,252594,235578,,,,,
PAS,PAS_CRD,UK_EGPF_AE_OMDB,Glasgow,Dubai,"[""UK_EGPF_AE_OMDB""]",428098,429602,424561,402047,314692,275016,267359,244486,240677,231044,192932,167578,98578,,,,,,,,,,,
PAS,PAS_CRD,UK_EGSS_LT_EYVI,London,Vilnius,"[""UK_EGGW_LT_EYVI"" ""UK_EGKK_LT_EYVI"" ""UK_EGSS_LT_EYVI""]",427327,358720,314842,307584,253853,77779,,,124949,130250,185769,188524,95138,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_BR_SBGR,London,São Paulo,"[""UK_EGKK_BR_SBGR"" ""UK_EGLL_BR_SBGR""]",422422,462481,435757,411859,413291,370968,310042,283654,246857,240461,194604,222801,185137,170089,129106,99720,90785,79169,95426,,88728,,,
PAS,PAS_CRD,UK_EGSS_ES_LEBB,London,Bilbao,"[""UK_EGKK_ES_LEBB"" ""UK_EGLL_ES_LEBB"" ""UK_EGSS_ES_LEBB""]",413471,297848,254353,255721,256638,230469,202862,204256,120762,221105,234735,257938,365625,244855,138274,174613,263458,188628,217158,191834,161359,146138,144891,142546
PAS,PAS_CRD,UK_EGKK_MX_MMUN,London,Cancún,"[""UK_EGKK_MX_MMUN""]",410685,400189,388195,368444,299836,228330,158782,142124,172517,156092,149522,142815,162950,142851,146234,191357,189155,131643,90740,,,,,
PAS,PAS_CRD,UK_EGGD_NL_EHAM,Bristol,Amsterdam,"[""UK_EGGD_NL_EHAM""]",409364,384404,349779,320617,309989,289118,223629,230205,244126,282058,270943,264801,302796,161067,155753,130191,125934,101801,91463,75969,64719,62858,55025,49310
PAS,PAS_CRD,UK_EGPH_FR_LFPG,Edinburgh,Paris,"[""UK_EGPD_FR_LFPG"" ""UK_EGPH_FR_LFPG""]",408587,411306,413400,386345,393738,391193,377261,389810,394073,348090,259710,236301,229948,219121,162292,152771,192804,166925,98276,103618,102462,93755,95986,86948
PAS,PAS_CRD,UK_EGPD_UK_EG40,Edinburgh,UK_EG40,"[""UK_EGPD_UK_EG40""]",400585,510962,564930,507365,512839,498326,458783,474856,519029,519389,489767,430297,381518,367689,412826,426735,,368515,463387,,,,,
PAS,PAS_CRD,UK_EGBB_FR_LFPG,Birmingham,Paris,"[""UK_EGBB_FR_LFPG""]",399455,403072,386276,366192,361184,323116,314193,316323,339833,347955,375474,385737,391941,406668,450894,423373,377837,375257,359775,341573,336173,279046,247822,222933
PAS,PAS_CRD,UK_EGGD_IE_EIDW,Bristol,Dublin,"[""UK_EGGD_IE_EIDW""]",399322,377351,331088,290334,301634,323344,268311,287166,314386,350756,362928,288467,253772,245092,225527,242380,230906,210379,193608,170157,98893,83817,58045,53577
PAS,PAS_CRD,UK_EGPH_UK_EGBB,Edinburgh,Birmingham,"[""UK_EGPD_UK_EGBB"" ""UK_EGPH_UK_EGBB""]",397126,394048,410630,382791,374459,373335,379421,448990,548276,588289,571655,530016,441385,433432,387032,343307,230321,306807,307806,,,,,
PAS,PAS_CRD,UK_EGSS_ES_GCFV,London,Fuerteventura Island,"[""UK_EGGW_ES_GCFV"" ""UK_EGKK_ES_GCFV"" ""UK_EGSS_ES_GCFV""]",396384,342678,288052,213836,197487,222808,122512,126063,168022,194206,203523,202588,229516,230960,202401,203589,180109,174761,235398,195294,169953,169360,158477,136382
PAS,PAS_CRD,UK_EGBB_UK_EGPH,Birmingham,Edinburgh,"[""UK_EGBB_UK_EGPD"" ""UK_EGBB_UK_EGPH""]",395993,393379,407689,380610,372368,371446,377208,446870,546929,586706,573186,471716,384300,373543,334934,288383,287465,265816,267468,,,,,
PAS,PAS_CRD,UK_EGBB_ES_GCTS,Birmingham,Tenerife Island,"[""UK_EGBB_ES_GCTS""]",394776,278025,276825,275796,313741,316357,275466,247780,273357,275147,297237,336858,319520,323053,312345,315559,271634,262513,242514,221295,191797,186685,202144,139397
PAS,PAS_CRD,UK_EGLL_NG_DNMM,London,Lagos,"[""UK_EGKK_NG_DNMM"" ""UK_EGLL_NG_DNMM""]",393612,448473,492255,495963,491119,475804,453474,495048,547662,513878,464643,396992,368544,349271,333326,303871,290729,163552,,,170905,158261,137834,187034
PAS,PAS_CRD,UK_EGSS_FR_LFBD,London,Bordeaux/Mérignac,"[""UK_EGGW_FR_LFBD"" ""UK_EGKK_FR_LFBD"" ""UK_EGSS_FR_LFBD""]",392914,368113,282294,241959,251119,313461,268753,204166,207813,204898,133160,136316,165083,155064,196239,210114,136172,149229,147806,128536,131232,131278,99284,127185
PAS,PAS_CRD,UK_EGNX_ES_LEAL,Nottingham,Alicante,"[""UK_EGNX_ES_LEAL""]",390671,379467,394929,362551,299821,270275,210149,268753,315295,263709,264776,271879,307544,312701,243141,157939,118401,109949,123410,120389,99298,104491,70643,48243
PAS,PAS_CRD,UK_EGLL_CA_CYYC,London,Calgary,"[""UK_EGKK_CA_CYYC"" ""UK_EGLL_CA_CYYC""]",386765,304623,280605,261996,277290,271512,281012,306949,422160,325625,237927,231758,226231,213745,207178,197999,245948,247245,223573,203223,118576,83494,,
PAS,PAS_CRD,UK_EGCC_DE_EDDF,Manchester,Frankfurt,"[""UK_EGCC_DE_EDDF""]",386522,390518,375236,335776,317742,325363,330184,330564,343929,343751,354888,364845,347873,345602,326508,338659,304843,301696,276400,279058,251297,202011,168087,153114
PAS,PAS_CRD,UK_EGBB_ES_LEMG,Birmingham,Málaga,"[""UK_EGBB_ES_LEMG""]",383865,296101,243023,252163,306660,295065,280746,304197,277607,288127,309725,380236,289959,334662,198288,185823,189169,179575,175740,154444,154261,151361,137640,102139
PAS,PAS_CRD,UK_EGSS_ES_LELC,London,San Javier,"[""UK_EGGW_ES_LELC"" ""UK_EGKK_ES_LELC"" ""UK_EGSS_ES_LELC""]",382578,265165,338198,321751,241325,223548,308933,411344,485331,505654,458013,444651,272316,164184,111879,,,,,,,,,
PAS,PAS_CRD,UK_EGGD_UK_EGPH,Bristol,Edinburgh,"[""UK_EGGD_UK_EGPD"" ""UK_EGGD_UK_EGPH""]",382419,351977,322760,305159,295569,286634,227162,234987,249733,260356,318337,329677,325869,326584,298416,210576,185646,170204,158604,,,,,
PAS,PAS_CRD,UK_EGPH_UK_EGGD,Edinburgh,Bristol,"[""UK_EGPD_UK_EGGD"" ""UK_EGPH_UK_EGGD""]",381786,352658,322759,305886,294016,285405,225891,233883,248000,258880,317202,328266,321672,323103,290421,206827,162373,163225,153075,,,,,
PAS,PAS_CRD,UK_EGSS_TR_LTBS,London,Dalaman,"[""UK_EGGW_TR_LTBS"" ""UK_EGKK_TR_LTBS"" ""UK_EGSS_TR_LTBS""]",379101,555311,635302,629336,620622,639194,616705,575445,509962,411961,362920,390187,339108,282098,276044,225984,179720,198867,286123,351334,321729,282790,212896,168733
PAS,PAS_CRD,UK_EGKK_UK_EGPE,London,Inverness,"[""UK_EGGW_UK_EGPE"" ""UK_EGKK_UK_EGPE""]",371893,300670,282332,311223,319312,322288,296878,311156,345555,323717,341071,337304,362696,336603,270704,263478,264687,253560,236998,,,,,
