unit,tra_meas,tra_cov,schedule-time,geo,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993
FLIGHT,CAF_PAS_ARR,INTL_XEU27,N_SCHED,LU,488,519,485,307,464,234,155,134,183,301,138,144,98,58,228,95,50,101,158,91,134,98,48,1457
FLIGHT,CAF_PAS_ARR,INTL_XEU27,SCHED,LU,1970,2234,2395,2438,2512,2284,2277,2240,2133,2018,1880,1799,2076,273,18,10,50,3,12,41,17,41,68,2326
FLIGHT,CAF_PAS_ARR,INTL_XEU27,TOT,LU,2458,2753,2880,2745,2976,2518,2432,2374,2316,2319,2018,1943,2174,331,246,105,100,104,170,132,151,139,116,3783
FLIGHT,CAF_PAS_ARR,NAT,N_SCHED,LU,0,21,38,30,16,21,27,18,59,0,0,0,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,NAT,SCHED,LU,10,13,17,21,15,12,21,10,2,0,5,0,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,NAT,TOT,LU,10,34,55,51,31,33,48,28,61,0,5,0,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,TOTAL,N_SCHED,LU,5269,3083,2718,2468,2341,1726,702,429,756,1100,243,406,172,154,603,336,385,493,1060,1141,1534,1371,1340,2761
FLIGHT,CAF_PAS_ARR,TOTAL,SCHED,LU,17434,18209,18340,17988,17837,17934,17087,17342,18878,18077,19681,19191,19582,954,898,370,981,880,3027,3473,2561,2558,2196,12825
FLIGHT,CAF_PAS_ARR,TOTAL,TOT,LU,22703,21292,21058,20456,20178,19660,17789,17771,19634,19177,19924,19597,19754,1108,1501,706,1366,1373,4087,4614,4095,3929,3536,15586
FLIGHT,CAF_PAS_ARR,INTL,N_SCHED,LV,1057,1250,1448,1236,761,516,699,859,1452,1505,1274,1079,1013,2025,1734,1604,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL,SCHED,LV,30117,30251,28973,29862,31262,34317,32147,27583,24403,19879,16394,14047,10651,7730,7345,7847,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL,TOT,LV,31174,31501,30421,31098,32023,34833,32846,28442,25855,21384,17668,15126,11664,9755,9079,9451,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_IEU,N_SCHED,LV,656,629,691,591,323,240,281,357,617,650,658,538,501,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_IEU,SCHED,LV,21834,22668,20885,20976,22540,25414,23987,21193,19099,15467,13120,12064,9423,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_IEU,TOT,LV,22490,23297,21576,21567,22863,25654,24268,21550,19716,16117,13778,12602,9924,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_IEU27,N_SCHED,LV,655,621,685,591,321,226,268,339,600,635,651,536,500,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_IEU27,SCHED,LV,21764,22602,20850,20942,22540,25414,23987,21193,19099,15467,13120,12064,9423,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_IEU27,TOT,LV,22419,23223,21535,21533,22861,25640,24255,21532,19699,16102,13771,12600,9923,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_XEU,N_SCHED,LV,401,621,757,645,438,276,418,502,835,855,616,541,512,2025,1734,1604,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_XEU,SCHED,LV,8283,7583,8088,8886,8722,8903,8160,6390,5304,4412,3274,1983,1228,7730,7345,7847,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_XEU,TOT,LV,8684,8204,8845,9531,9160,9179,8578,6892,6139,5267,3890,2524,1740,9755,9079,9451,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_XEU27,N_SCHED,LV,402,629,763,645,440,290,431,520,852,870,623,543,513,2025,1734,1604,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_XEU27,SCHED,LV,8353,7649,8123,8920,8722,8903,8160,6390,5304,4412,3274,1983,1228,7730,7345,7847,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_XEU27,TOT,LV,8755,8278,8886,9565,9162,9193,8591,6910,6156,5282,3897,2526,1741,9755,9079,9451,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,NAT,N_SCHED,LV,40,2,0,3,2,3,2,2,932,350,71,33,15,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,NAT,SCHED,LV,5,4,3,4,4,7,8,4,3,10,4,1,0,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,NAT,TOT,LV,45,6,3,7,6,10,10,6,935,360,75,34,15,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,TOTAL,N_SCHED,LV,1097,1252,1448,1239,763,519,701,861,2384,1855,1345,1112,1028,2025,1734,1604,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,TOTAL,SCHED,LV,30122,30255,28976,29866,31266,34324,32155,27587,24406,19889,16398,14048,10651,7730,7345,7847,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,TOTAL,TOT,LV,31219,31507,30424,31105,32029,34843,32856,28448,26790,21744,17743,15160,11679,9755,9079,9451,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL,N_SCHED,ME,2002,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL,SCHED,ME,7782,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL,TOT,ME,9784,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,NAT,N_SCHED,ME,1,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,NAT,SCHED,ME,18,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,NAT,TOT,ME,19,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,TOTAL,N_SCHED,ME,2003,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,TOTAL,SCHED,ME,7800,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,TOTAL,TOT,ME,9803,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL,N_SCHED,MK,354,491,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL,SCHED,MK,6866,5967,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL,TOT,MK,7220,6458,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,NAT,N_SCHED,MK,0,0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,NAT,SCHED,MK,0,0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,NAT,TOT,MK,0,0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,TOTAL,N_SCHED,MK,354,491,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,TOTAL,SCHED,MK,6866,5967,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,TOTAL,TOT,MK,7220,6458,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL,N_SCHED,MT,869,1074,1168,1100,1140,1376,1166,1385,1950,2688,2367,2785,3157,2956,3009,2993,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL,SCHED,MT,17029,15964,14980,14277,12957,12637,13302,11770,11597,10989,9997,10174,9791,9810,9463,10503,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL,TOT,MT,17898,17038,16148,15377,14097,14013,14468,13155,13547,13677,12364,12959,12948,12766,12472,13496,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_IEU,N_SCHED,MT,702,858,946,865,922,1031,1014,1284,1784,2421,2142,2540,2904,2702,2762,2838,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_IEU,SCHED,MT,15345,14348,13065,12206,11381,11535,11691,10382,10215,9683,8686,8730,8056,7971,7569,7903,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_IEU,TOT,MT,16047,15206,14011,13071,12303,12566,12705,11666,11999,12104,10828,11270,10960,10673,10331,10741,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_IEU27,N_SCHED,MT,685,843,932,850,912,1017,995,1257,1763,2403,2126,2523,2893,2698,2758,2836,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_IEU27,SCHED,MT,15345,14348,13065,12206,11381,11535,11691,10382,10215,9683,8686,8727,8056,7971,7569,7903,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_IEU27,TOT,MT,16030,15191,13997,13056,12293,12552,12686,11639,11978,12086,10812,11250,10949,10669,10327,10739,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_XEU,N_SCHED,MT,167,216,222,235,218,345,152,101,166,267,225,245,253,254,247,155,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_XEU,SCHED,MT,1684,1616,1915,2071,1576,1102,1611,1388,1382,1306,1311,1444,1735,1839,1894,2600,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_XEU,TOT,MT,1851,1832,2137,2306,1794,1447,1763,1489,1548,1573,1536,1689,1988,2093,2141,2755,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_XEU27,N_SCHED,MT,184,231,236,250,228,359,171,128,187,285,241,262,264,258,251,157,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_XEU27,SCHED,MT,1684,1616,1915,2071,1576,1102,1611,1388,1382,1306,1311,1447,1735,1839,1894,2600,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_XEU27,TOT,MT,1868,1847,2151,2321,1804,1461,1782,1516,1569,1591,1552,1709,1999,2097,2145,2757,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,NAT,N_SCHED,MT,289,306,336,212,224,134,55,321,0,0,961,1415,63,2,207,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,NAT,SCHED,MT,0,0,0,0,0,0,0,0,0,0,0,0,2151,2437,2308,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,NAT,TOT,MT,289,306,336,212,224,134,55,321,0,0,961,1415,2214,2439,2515,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,TOTAL,N_SCHED,MT,1158,1380,1504,1312,1364,1510,1221,1706,1950,2688,3328,4200,3220,2958,3216,2993,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,TOTAL,SCHED,MT,17029,15964,14980,14277,12957,12637,13302,11770,11597,10989,9997,10174,11942,12247,11771,10503,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,TOTAL,TOT,MT,18187,17344,16484,15589,14321,14147,14523,13476,13547,13677,13325,14374,15162,15205,14987,13496,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL,N_SCHED,NL,14209,17680,18374,19503,19755,20433,20531,18458,22724,23262,23995,22468,21862,20457,7132,7853,:,:,12226,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL,SCHED,NL,247026,228837,220805,213043,208889,205318,185596,189761,204653,206709,199163,187846,186054,180718,35763,41500,:,:,27911,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL,TOT,NL,261235,246517,239179,232546,228644,225751,206127,208219,227377,229971,223158,210314,207916,201175,42895,49353,:,:,40137,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_IEU,N_SCHED,NL,9820,11174,11351,11818,12194,13298,12640,11660,14764,15674,16310,13744,13387,13456,4815,6072,:,:,7125,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_IEU,SCHED,NL,180656,164831,160079,153949,151709,149712,134455,139052,152005,156670,150478,139827,137579,135833,33519,38100,:,:,12061,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_IEU,TOT,NL,190476,176005,171430,165767,163903,163010,147095,150712,166769,172344,166788,153571,150966,149289,38334,44172,:,:,19186,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_IEU27,N_SCHED,NL,9778,11107,11289,11765,12158,13282,12616,11616,14691,15614,16248,13703,13341,13431,4808,6071,:,:,7122,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_IEU27,SCHED,NL,179560,163843,159357,153461,151204,149244,134008,138603,151494,156197,149999,139284,137090,135370,33485,38067,:,:,11698,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_IEU27,TOT,NL,189338,174950,170646,165226,163362,162526,146624,150219,166185,171811,166247,152987,150431,148801,38293,44138,:,:,18820,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_XEU,N_SCHED,NL,4389,6506,7023,7685,7561,7135,7891,6798,7960,7588,7685,8724,8475,7001,2317,1781,:,:,5101,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_XEU,SCHED,NL,66370,64006,60726,59094,57180,55606,51141,50709,52648,50039,48685,48019,48475,44885,2244,3400,:,:,15850,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_XEU,TOT,NL,70759,70512,67749,66779,64741,62741,59032,57507,60608,57627,56370,56743,56950,51886,4561,5181,:,:,20951,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_XEU27,N_SCHED,NL,4431,6573,7085,7738,7597,7151,7915,6842,8033,7648,7747,8765,8521,7026,2324,1782,:,:,5104,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_XEU27,SCHED,NL,67466,64994,61448,59582,57685,56074,51588,51158,53159,50512,49164,48562,48964,45348,2278,3433,:,:,16213,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_XEU27,TOT,NL,71897,71567,68533,67320,65282,63225,59503,58000,61192,58160,56911,57327,57485,52374,4602,5215,:,:,21317,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,NAT,N_SCHED,NL,359,363,389,436,531,692,817,794,962,912,916,946,1018,1214,597,633,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,NAT,SCHED,NL,22,63,37,64,29,28,45,24,1773,2304,1916,3752,4863,5219,4422,4671,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,NAT,TOT,NL,381,426,426,500,560,720,862,818,2735,3216,2832,4698,5881,6433,5019,5304,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,TOTAL,N_SCHED,NL,14568,18043,18763,19939,20286,21125,21348,19252,23686,24174,24911,23414,22880,21671,7729,8486,:,:,12226,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,TOTAL,SCHED,NL,247048,228900,220842,213107,208918,205346,185641,189785,206426,209013,201079,191598,190917,185937,40185,46171,:,:,27911,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,TOTAL,TOT,NL,261616,246943,239605,233046,229204,226471,206989,209037,230112,233187,225990,215012,213797,207608,47914,54657,:,:,40137,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL,N_SCHED,NO,7202,7685,8850,9569,10149,9500,8688,8506,13572,13835,13077,10243,8459,8070,9506,8516,8184,6057,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL,SCHED,NO,89365,92025,97439,97238,90033,86660,80900,76178,81839,74304,71579,63204,62190,54877,51687,53358,52435,56779,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL,TOT,NO,96567,99710,106289,106807,100182,96160,89588,84684,95411,88139,84656,73447,70649,62947,61193,61874,60619,62836,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,NAT,N_SCHED,NO,2477,2595,2049,2177,2190,2718,2429,2552,9566,10493,10876,7608,5976,5507,5233,2940,3031,1271,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,NAT,SCHED,NO,217136,220155,193557,189540,189082,180975,175422,175039,235676,232255,231546,227468,225003,218349,213946,233404,194238,264766,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,NAT,TOT,NO,219613,222750,195606,191717,191272,183693,177851,177591,245242,242748,242422,235076,230979,223856,219179,236344,197269,266037,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,TOTAL,N_SCHED,NO,9679,10280,10899,11746,12339,12218,11117,11058,23138,24328,23953,17851,14435,13577,14739,11456,11215,7328,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,TOTAL,SCHED,NO,306501,312180,290996,286778,279115,267635,256322,251217,317515,306559,303125,290672,287193,273226,265633,286762,246673,321545,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,TOTAL,TOT,NO,316180,322460,301895,298524,291454,279853,267439,262275,340653,330887,327078,308523,301628,286803,280372,298218,257888,328873,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL,N_SCHED,PL,11554,19805,16263,12406,14124,16021,14336,13525,14272,13477,11017,4558,4408,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL,SCHED,PL,116619,104929,96473,94473,88897,87491,82501,80060,89005,85646,82665,44079,40170,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL,TOT,PL,128173,124734,112736,106879,103021,103512,96837,93585,103277,99123,93682,48637,44578,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_IEU,N_SCHED,PL,8208,7601,7544,6301,6039,6619,5509,5055,4931,3991,3160,2170,2345,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_IEU,SCHED,PL,96508,87583,78932,78791,74543,74214,70362,69468,77730,75548,73174,36441,32817,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_IEU,TOT,PL,104716,95184,86476,85092,80582,80833,75871,74523,82661,79539,76334,38611,35162,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_IEU27,N_SCHED,PL,8083,7529,7422,6158,5924,6552,5452,5005,4862,3960,3138,2157,2327,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_IEU27,SCHED,PL,96048,87401,78596,78525,74418,74196,70280,69410,77695,75489,73088,36235,32582,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_IEU27,TOT,PL,104131,94930,86018,84683,80342,80748,75732,74415,82557,79449,76226,38392,34909,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_XEU,N_SCHED,PL,3346,12204,8719,6105,8085,9402,8827,8470,9341,9486,7857,2388,2063,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_XEU,SCHED,PL,20111,17346,17541,15682,14354,13277,12139,10592,11275,10098,9491,7638,7353,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_XEU,TOT,PL,23457,29550,26260,21787,22439,22679,20966,19062,20616,19584,17348,10026,9416,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_XEU27,N_SCHED,PL,3471,12276,8841,6248,8200,9469,8884,8520,9410,9517,7879,2401,2081,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_XEU27,SCHED,PL,20571,17528,17877,15948,14479,13295,12221,10650,11310,10157,9577,7844,7588,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_XEU27,TOT,PL,24042,29804,26718,22196,22679,22764,21105,19170,20720,19674,17456,10245,9669,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,NAT,N_SCHED,PL,956,2269,2471,2314,3023,3307,2994,2644,2979,1971,1458,1261,1494,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,NAT,SCHED,PL,26616,24751,25679,25298,33609,24348,20857,21019,22521,24414,23077,11749,12342,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,NAT,TOT,PL,27572,27020,28150,27612,36632,27655,23851,23663,25500,26385,24535,13010,13836,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,TOTAL,N_SCHED,PL,12510,22074,18734,14720,17147,19328,17330,16169,17251,15448,12475,5819,5902,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,TOTAL,SCHED,PL,143235,129680,122152,119771,122506,111839,103358,101079,111526,110060,105742,55828,52512,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,TOTAL,TOT,PL,155745,151754,140886,134491,139653,131167,120688,117248,128777,125508,118217,61647,58414,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL,N_SCHED,PT,8077,7494,7719,7645,7561,8041,8583,8676,11225,14654,12562,13538,13197,13154,13311,1219,:,13556,13757,11852,7775,:,:,:
FLIGHT,CAF_PAS_ARR,INTL,SCHED,PT,125543,115957,108045,100753,97065,96621,91170,85812,92777,91585,82631,70750,64448,63313,60973,634,:,47470,40754,34913,488,:,:,:
FLIGHT,CAF_PAS_ARR,INTL,TOT,PT,133701,123451,115764,108398,104626,104662,99753,94488,104002,106239,95193,84288,77645,76467,74284,1853,:,61026,54511,46765,8263,:,:,:
FLIGHT,CAF_PAS_ARR,INTL,UNK,PT,81,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_IEU,N_SCHED,PT,6700,6002,6119,6031,5929,6350,6426,6852,8753,11510,9936,10609,11009,10993,11592,932,:,12103,12282,10571,6827,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_IEU,SCHED,PT,103664,96371,89200,82851,79451,79779,75455,71494,78112,78234,71084,60443,54736,53486,51237,491,:,39773,33825,28954,435,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_IEU,TOT,PT,110411,102373,95319,88882,85380,86129,81881,78346,86865,89744,81020,71052,65745,64479,62829,1423,:,51876,46107,39525,7262,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_IEU,UNK,PT,47,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_IEU27,N_SCHED,PT,6686,5984,6097,6017,5914,6339,6410,6837,8732,11475,9915,10604,10992,10990,11592,932,:,12102,12280,10565,6821,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_IEU27,SCHED,PT,103562,96203,89051,82727,79371,79614,75304,71346,77960,78078,70993,60443,54736,53486,51237,491,:,39773,33825,28954,435,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_IEU27,TOT,PT,110295,102187,95148,88744,85285,85953,81714,78183,86692,89553,80908,71047,65728,64476,62829,1423,:,51875,46105,39519,7256,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_IEU27,UNK,PT,47,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_XEU,N_SCHED,PT,1377,1492,1600,1614,1632,1691,2157,1824,2472,3144,2626,2929,2188,2161,1719,287,:,1453,1475,1281,948,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_XEU,SCHED,PT,21879,19586,18845,17902,17614,16842,15715,14318,14665,13351,11547,10307,9712,9827,9736,143,:,7697,6929,5959,53,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_XEU,TOT,PT,23290,21078,20445,19516,19246,18533,17872,16142,17137,16495,14173,13236,11900,11988,11455,430,:,9150,8404,7240,1001,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_XEU,UNK,PT,34,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_XEU27,N_SCHED,PT,1391,1510,1622,1628,1647,1702,2173,1839,2493,3179,2647,2934,2205,2164,1719,287,:,1454,1477,1287,954,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_XEU27,SCHED,PT,21981,19754,18994,18026,17694,17007,15866,14466,14817,13507,11638,10307,9712,9827,9736,143,:,7697,6929,5959,53,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_XEU27,TOT,PT,23406,21264,20616,19654,19341,18709,18039,16305,17310,16686,14285,13241,11917,11991,11455,430,:,9151,8406,7246,1007,:,:,:
FLIGHT,CAF_PAS_ARR,INTL_XEU27,UNK,PT,34,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,NAT,N_SCHED,PT,1847,2013,1433,1737,1409,1361,856,964,788,1547,1310,4524,1463,1236,1204,124,:,1536,1650,1237,249,:,:,:
FLIGHT,CAF_PAS_ARR,NAT,SCHED,PT,50478,33566,31827,30536,31460,32828,34374,34573,36207,33648,35780,42754,40117,35645,36581,196,:,32642,29805,25684,67,:,:,:
FLIGHT,CAF_PAS_ARR,NAT,TOT,PT,54322,35579,33260,32273,32869,34189,35230,35537,36995,35195,37090,47278,41580,36881,37785,320,:,34178,31455,26921,316,:,:,:
FLIGHT,CAF_PAS_ARR,NAT,UNK,PT,1997,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,TOTAL,N_SCHED,PT,9924,9507,9152,9382,8970,9402,9439,9640,12013,16201,13872,18062,14660,14390,14515,1343,:,15092,15407,13089,8024,:,:,:
FLIGHT,CAF_PAS_ARR,TOTAL,SCHED,PT,176021,149523,139872,131289,128525,129449,125544,120385,128984,125233,118411,113504,104565,98958,97554,830,:,80112,70559,60597,555,:,:,:
FLIGHT,CAF_PAS_ARR,TOTAL,TOT,PT,188023,159030,149024,140671,137495,138851,134983,130025,140997,141434,132283,131566,119225,113348,112069,2173,:,95204,85966,73686,8579,:,:,:
FLIGHT,CAF_PAS_ARR,TOTAL,UNK,PT,2078,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS_ARR,INTL,N_SCHED,RO,2147,1880,1671,1778,2685,3226,3096,4163,5485,5511,6951,5770,7106,:,:,:,:,:,:,:,:,:,:,:
