unit,tra_meas,airp_pr,from,to,codes,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993
PAS,PAS_CRD,UK_EGGW_BG_LBSF,London,Sofia,,279921,231226,150936,113144,110244,111349,107565,106712,101263,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGKK_ES_GCFV,London,Fuerteventura Island,,278088,240279,196281,138786,117316,118025,122512,126063,168022,194206,203523,202588,229516,230960,202401,203589,180109,174761,185307,165209,141530,149293,138090,106930
PAS,PAS_CRD,UK_EGSS_NL_EHEH,London,Eindhoven,,277807,242424,251570,206255,209276,210476,183677,181491,182010,176398,172451,171299,146551,132394,105697,,,,,,,,,
PAS,PAS_CRD,UK_EGPF_ES_GCTS,Glasgow,Tenerife Island,,277518,243836,249512,224778,228011,224768,194428,257363,295854,292273,315714,304674,290813,288695,273700,238170,222441,216871,223983,203606,168871,199873,245441,193330
PAS,PAS_CRD,UK_EGNM_ES_LEMG,Leeds,Málaga,,276723,230734,227146,239811,227444,220712,193821,144801,156987,171747,182503,211811,173759,120729,52495,49550,55294,58867,51638,45616,33017,20742,20167,
PAS,PAS_CRD,UK_EGAA_UK_EGPH,Belfast,Edinburgh,,274292,262932,235605,244932,237242,236674,219717,232174,237125,295734,314353,325970,315011,269833,336981,156909,,,,,,,,
PAS,PAS_CRD,UK_EGPH_UK_EGAA,Edinburgh,Belfast,,273487,262973,235727,244552,236023,235342,218517,230591,235006,294360,312585,324098,313777,268813,334482,156783,,,,,,,,
PAS,PAS_CRD,UK_EGPH_UK_EGGW,Edinburgh,London,,272950,268314,260866,274718,269919,260044,243233,316758,359757,429240,444803,478312,453928,487694,503768,490880,396436,370251,305544,,,,,
PAS,PAS_CRD,UK_EGKK_ES_LEMH,London,Menorca Island,,272783,243513,215849,216239,205217,201810,196636,182392,223219,229460,222652,235007,280782,300938,333774,316306,331257,323945,308807,267303,226964,276046,273127,222102
PAS,PAS_CRD,UK_EGGW_UK_EGPH,London,Edinburgh,,272629,266737,259831,273861,270065,259435,242367,315516,359639,429112,444458,476206,453218,485484,502140,486404,395806,366343,304803,,,,,
PAS,PAS_CRD,UK_EGSS_SE_ESGG,London,Göteborg,,271386,240845,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_LB_OLBA,London,Beirut,,271359,255510,261002,226136,211099,198128,189310,168893,142777,119604,96492,126526,136388,128972,126375,125848,139418,145696,134417,127503,99425,88112,,78665
PAS,PAS_CRD,UK_EGKK_FR_LFSB,London,Bâle/Mulhouse,,269179,270273,249973,244054,218875,180070,162133,149323,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGGW_CH_LSGG,London,Geneva,,269133,265152,259971,274114,272462,266122,254436,288578,307261,313869,305405,350076,388911,359101,368328,311943,339793,230979,94417,,,,,
PAS,PAS_CRD,UK_EGGW_PL_EPGD,London,Gdańsk,,268866,270383,233896,200999,200845,205715,199645,185699,193702,185318,163813,121753,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPH_UK_EGBB,Edinburgh,Birmingham,,267574,278236,285571,286002,287158,290324,289695,337856,401812,436805,493738,469470,383165,371168,334708,284794,173490,254440,255544,,,,,
PAS,PAS_CRD,UK_EGBB_UK_EGPH,Birmingham,Edinburgh,,267292,278128,284009,284342,285778,289016,288070,336504,401762,435474,495603,471716,384300,373543,334934,288383,287465,265816,267468,,,,,
PAS,PAS_CRD,UK_EGAC_UK_EGCC,Belfast,Manchester,,266273,276292,297289,279911,279781,311247,226206,229645,235601,236863,243152,129162,137128,136510,143618,106189,117121,90679,129936,,,,,
PAS,PAS_CRD,UK_EGCC_UK_EGAC,Manchester,Belfast,,265072,274958,296209,279402,279519,311787,224714,227912,235141,235772,243431,129597,137327,152004,144045,106573,117433,121604,128877,,,,,
PAS,PAS_CRD,UK_EGLL_IE_EINN,London,Shannon,,264179,234066,232683,254899,264658,274681,267438,131174,,333252,323004,337781,362386,333665,325196,297022,303942,317619,312095,323470,318251,339456,297183,282767
PAS,PAS_CRD,UK_EGLL_RO_LROP,London,Bucharest,,263321,253590,236535,259023,260698,223600,200904,213284,253990,223781,186200,138702,140999,132812,105562,,,,,,,,,
PAS,PAS_CRD,UK_EGSS_PT_LPFR,London,Faro,,263138,183170,179361,170945,183367,291831,295627,274352,213254,180877,173458,184222,211496,243745,311590,231012,182518,141374,,58654,51435,64541,56255,62998
PAS,PAS_CRD,UK_EGGP_ES_LEBL,Liverpool,Barcelona,,261777,232096,223641,207761,230972,182376,132255,158565,166284,175561,172219,176045,173046,175928,184058,164669,134849,86704,,,,,,
PAS,PAS_CRD,UK_EGLL_FR_LFML,London,Marseille,,260601,228226,216842,235538,,,,,,,,,,,,,,,,,,,,117387
PAS,PAS_CRD,UK_EGLL_FR_LFBO,London,Toulouse/Blagnac,,260366,259567,237241,230768,211592,208911,174370,119915,,,,,,104899,112698,95972,88097,95897,103447,98226,,,,
PAS,PAS_CRD,UK_EGCC_TR_LTBA,Manchester,Istanbul,,258276,247221,201298,170933,129436,92934,87103,107265,104370,87869,84143,98620,81577,,,,,,,,,,,
PAS,PAS_CRD,UK_EGSS_LV_EVRA,London,Riga,,258113,255605,241134,190694,177493,232182,240109,222872,208214,224720,194788,131703,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGSS_RO_LROP,London,Bucharest,,257720,252646,116769,,,,,,,,,,,,,,,,,,,,,20680
PAS,PAS_CRD,UK_EGKK_TR_LTBA,London,Istanbul,,257586,273046,252648,202926,163753,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGGP_NL_EHAM,Liverpool,Amsterdam,,257314,227851,204203,207543,245998,339337,345892,288461,255775,293187,293512,304331,361812,393186,410566,352457,245884,115359,68301,,,,,
PAS,PAS_CRD,UK_EGNT_ES_LEPA,Newcastle,Palma De Mallorca,,257178,227063,246429,240281,232518,222415,238944,256780,270882,298604,229600,220533,240943,179857,197142,195550,198970,191151,193187,166856,168380,205238,194937,155110
PAS,PAS_CRD,UK_EGLL_SE_ESGG,London,Göteborg,,256588,289269,292777,273300,269008,255754,139609,138651,144146,137524,134608,133003,135504,135498,154697,132943,144807,168102,268193,259956,240070,236350,228731,207962
PAS,PAS_CRD,UK_EGAC_UK_EGBB,Belfast,Birmingham,,256564,255959,260204,266902,308114,308896,200101,195276,213606,226460,263355,292019,302047,237174,194203,164959,188872,135924,185216,,,,,
PAS,PAS_CRD,UK_EGBB_UK_EGAC,Birmingham,Belfast,,256261,255760,260309,266482,308729,310906,198864,193899,211424,226283,262107,290742,299551,246367,192693,164011,188902,182202,193481,,,,,
PAS,PAS_CRD,UK_EGNM_ES_LEPA,Leeds,Palma De Mallorca,,256128,226066,227427,231022,202008,189567,164118,144097,154199,153861,163522,146254,150088,138886,91934,111312,105308,97655,107814,99605,75933,73664,71228,43869
PAS,PAS_CRD,UK_EGCC_ES_GCFV,Manchester,Fuerteventura Island,,255329,207321,184631,136557,135478,149762,151644,140977,180052,204887,216144,220363,220158,221218,206552,201284,194746,179609,180963,122679,111109,123679,117643,91615
PAS,PAS_CRD,UK_EGGW_PT_LPFR,London,Faro,,255256,220306,186087,172871,178570,196998,181100,188017,202964,211772,210248,192020,198419,154581,75144,,,,59141,70660,59849,61841,72485,49841
PAS,PAS_CRD,UK_EGLL_FR_LFLL,London,Lyon,,254759,232631,220654,272789,222175,216368,197404,218612,239511,246425,247649,247473,278473,268686,262398,116327,141023,293014,288440,245806,219946,248238,219256,204098
PAS,PAS_CRD,UK_EGLL_FR_LFSB,London,Bâle/Mulhouse,,254206,246933,226374,216128,285198,297464,161364,164732,152530,150235,141416,126107,163059,154173,166886,177643,186244,205145,230528,,,,,
PAS,PAS_CRD,UK_EGGW_FR_LFPG,London,Paris,,254030,267042,248457,248805,253443,253559,228796,298462,318066,328655,298784,269757,376546,383535,215621,,,,,20788,,40427,39608,
PAS,PAS_CRD,UK_EGNM_NL_EHAM,Leeds,Amsterdam,,253691,249713,240831,217547,218539,230334,222759,227750,257572,278508,293909,288767,299077,278155,163480,129870,133255,136838,131829,96012,71112,61603,54754,52033
PAS,PAS_CRD,UK_EGAA_UK_EGCC,Belfast,Manchester,,253394,224717,205283,190321,149473,,95416,121634,156304,196461,179870,173380,152228,105718,,63744,95230,122875,119362,,,,,
PAS,PAS_CRD,UK_EGLL_SA_OERK,London,Riyadh,,253021,258982,268740,255214,238121,204760,180863,143609,92217,81007,,,89936,92025,105059,107416,106670,102385,108705,96282,,,,
PAS,PAS_CRD,UK_EGLL_MX_MMMX,London,Mexico City,,252812,232998,190328,168480,116204,111575,100755,107669,109097,116561,116970,114434,117205,95052,95271,94402,103023,113947,78946,,86008,89187,89903,
PAS,PAS_CRD,UK_EGLL_OM_OOMS,London,Muscat,,252613,179275,183301,184778,162547,158415,162417,107311,,165252,249591,227448,215610,189261,99952,147009,182896,165126,160028,158705,174046,149423,173012,177573
PAS,PAS_CRD,UK_EGCC_UK_EGAA,Manchester,Belfast,,251309,222590,203282,188682,148365,,95533,120619,155046,194167,177970,172764,151324,105576,,,95635,123633,133538,,,,,
PAS,PAS_CRD,UK_EGKK_AT_LOWW,London,Vienna,,251286,203630,156289,140044,140407,137870,172106,148778,,,,,,,,,,172044,176233,182246,201032,201146,182007,187131
PAS,PAS_CRD,UK_EGSS_ES_LEIB,London,Ibiza,,251189,201501,181019,176682,185931,215189,187084,173499,105836,120625,123433,128208,136103,136395,117712,82077,79638,,,,,,,29763
PAS,PAS_CRD,UK_EGPH_DK_EKCH,Edinburgh,København,,250823,191896,121500,126618,82407,79181,,,,,,,,,,,,,,28255,29065,21471,,
PAS,PAS_CRD,UK_EGAA_UK_EGNT,Belfast,Newcastle,,250418,219499,196760,192420,193196,180435,172697,192743,205221,224565,230303,199020,151101,104204,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_IT_LIPE,London,Bologna,,250269,243953,229711,227803,,,,,,,,,,,,148179,132658,121609,134577,118709,87401,92303,146266,128147
PAS,PAS_CRD,UK_EGGD_UK_EGAA,Bristol,Belfast,,249872,246357,230696,226006,217225,179690,150096,163748,212043,233810,244071,233396,232056,212180,163918,,,,,,,,,
PAS,PAS_CRD,UK_EGAA_UK_EGGD,Belfast,Bristol,,249481,246541,230724,226110,217075,179565,150674,163459,211923,234179,242941,233779,231933,211920,163812,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_SA_OEJN,London,Jeddah,,248046,224300,240022,239132,217437,225264,205815,191282,160187,148279,134632,130733,154454,136212,148847,143917,169898,166077,175207,184615,173628,171784,173143,163755
PAS,PAS_CRD,UK_EGNT_UK_EGAA,Newcastle,Belfast,,247903,218238,195751,190934,191844,179319,171633,190780,204518,223874,229002,197710,150317,102953,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_RU_UUDD,London,Moscow,,247423,247141,289115,348315,531432,511288,445362,389537,390665,395926,293959,215409,208683,108566,,,,,,,,,,
PAS,PAS_CRD,UK_EGSS_EL_LGAV,London,EL_LGAV,,246555,247368,131711,,,,,177787,112358,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNX_IE_EIDW,Nottingham,Dublin,,246250,175820,115579,179951,177221,174935,190219,216059,278431,293135,261479,244024,249137,165109,126644,86863,86559,118448,74615,38542,43697,43216,35320,32213
PAS,PAS_CRD,UK_EGNX_PT_LPFR,Nottingham,Faro,,243715,235654,253471,243310,192895,169911,146029,183145,165018,158145,159430,166934,163629,170413,162463,87410,84976,87524,73845,59755,61207,77839,64461,72311
PAS,PAS_CRD,UK_EGKK_EL_LGKR,London,EL_LGKR,,241925,227753,224226,214655,214328,220502,233513,237505,256776,225611,218671,240851,246553,275741,310980,307858,288125,282357,217202,189247,157594,239127,265686,251681
PAS,PAS_CRD,UK_EGBB_DE_EDDL,Birmingham,Düsseldorf,,241803,219051,198526,184710,175658,166879,151939,138445,159755,133822,144604,134285,154900,162768,175043,164913,180298,193115,200689,177809,166565,172116,158865,134813
PAS,PAS_CRD,UK_EGLC_DE_EDDF,London,Frankfurt,,240686,240395,232308,209741,191045,187588,184985,171613,184583,163585,162001,139292,136763,118594,83354,70759,73710,70253,64038,68656,47615,44327,32999,
PAS,PAS_CRD,UK_EGGW_RO_LRCL,London,Cluj-Napoca,,240485,190976,128354,101375,86413,89242,88027,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPE_UK_EGKK,Inverness,London,,239685,208749,193501,221201,230329,222188,206218,224298,242358,221938,240234,234499,245594,221687,157466,148256,155093,160364,154411,,,,,
PAS,PAS_CRD,UK_EGNT_ES_LEMG,Newcastle,Málaga,,238845,169855,179195,182736,158932,150027,164684,188822,200646,253360,172318,156231,174642,96695,92543,109437,93249,79327,76309,90661,92594,72879,51013,33935
PAS,PAS_CRD,UK_EGSS_IE_EINN,London,Shannon,,238445,231941,201467,182103,192835,173373,180828,289155,341338,292118,290141,304880,176491,304747,306917,271277,233275,126267,,,,,,56983
PAS,PAS_CRD,UK_EGKK_UK_EGPE,London,Inverness,,237927,207074,192726,219320,230442,222641,206680,224750,242991,221435,240574,234980,247802,224360,158929,150897,156606,161134,155513,,,,,
PAS,PAS_CRD,UK_EGKK_IT_LIRP,London,Pisa,,237098,213521,252541,260822,257797,214523,153095,256651,294982,278013,219536,201722,224379,204913,207012,173213,188794,228347,276703,239669,81167,84161,92443,87186
PAS,PAS_CRD,UK_EGGW_ES_LEAL,London,Alicante,,236879,212965,196905,186094,188392,177334,143271,202919,230224,247378,285704,270469,311612,256485,194325,186965,173396,134433,113404,103197,104285,108062,104497,90379
PAS,PAS_CRD,UK_EGSS_SE_ESKN,London,Stockholm,,236692,237479,228533,222001,211684,241487,277505,279959,283897,329771,322744,317539,300581,281906,268882,246936,261739,219009,189317,89776,,,,
PAS,PAS_CRD,UK_EGSS_SK_LZIB,London,Bratislava,,236563,232641,207303,208810,224741,222342,238486,247100,224510,341890,336053,139011,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGKK_DE_EDDM,London,München,,236501,231744,225731,234520,244201,233525,229168,207599,,,,166173,173147,137380,92881,153092,161965,152650,125912,119997,108309,86745,,
PAS,PAS_CRD,UK_EGLL_IT_LIMC,London,Milan,,235928,236429,180115,183341,183882,438187,490138,465247,356814,596263,596306,670218,665177,676114,722970,666664,624215,526402,,,,,,
PAS,PAS_CRD,UK_EGPF_UK_EGLC,Glasgow,London,,235499,238642,208271,176131,159009,150007,111080,114732,112886,77668,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGSS_IT_LIMC,London,Milan,,235277,,,,,,,,,,,,,,,,203070,182718,75569,,,,,
PAS,PAS_CRD,UK_EGLC_UK_EGPF,London,Glasgow,,234978,237772,207630,174916,157904,148624,110418,114653,112241,77952,,,,28244,,32918,34185,34656,,,,,,
PAS,PAS_CRD,UK_EGBB_ES_GCRR,Birmingham,Lanzarote Island,,234786,218186,217996,188015,187365,180287,169237,140001,145638,147718,151483,145434,147106,149251,133407,126907,124611,129152,116485,90859,86622,91986,92753,75398
PAS,PAS_CRD,UK_EGSS_ES_GCTS,London,Tenerife Island,,234782,221820,172260,152507,154429,155782,113384,108656,,144797,156147,88760,108401,108600,108695,136422,117369,120293,83666,66583,61513,56433,62112,48108
PAS,PAS_CRD,UK_EGSS_ES_LEAL,London,Alicante,,234474,224396,200980,251904,320474,386320,372836,386163,417326,343432,279080,253147,287416,289088,322060,208004,131410,,,,,,,24180
PAS,PAS_CRD,UK_EGPF_ES_LEAL,Glasgow,Alicante,,233184,190522,197450,215192,200722,188557,142954,209174,251221,283660,279967,243412,238847,196855,179746,182505,160132,157313,139437,125651,117199,100331,86539,61269
PAS,PAS_CRD,UK_EGNT_IE_EIDW,Newcastle,Dublin,,232538,198492,180495,139350,153550,140586,125913,153940,200380,227066,173349,133191,133602,120483,59412,88925,61724,63270,66246,69589,63519,50435,39290,33853
PAS,PAS_CRD,UK_EGKK_ES_LEZL,London,Sevilla,,231310,188202,114451,97251,103241,86189,,,85168,77609,,77343,79382,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNT_AE_OMDB,Newcastle,Dubai,,231047,233489,215737,199025,162349,163171,163957,144465,140954,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_CH_LSGG,Manchester,Geneva,,230770,182878,165189,169014,145036,150629,139814,156321,86606,83732,99538,103577,102202,82865,,,76213,,,,,85478,79420,81796
PAS,PAS_CRD,UK_EGCC_PK_OPRN,Manchester,Islamabad,,230413,134049,120756,163995,152737,175318,178275,159411,224965,183780,153094,142064,138471,120079,90668,,,92287,131632,128011,125650,117857,110870,104517
PAS,PAS_CRD,UK_EGCC_TR_LTBS,Manchester,Dalaman,,230097,412235,471057,464440,422372,452611,552362,519048,423801,384701,353989,435482,324463,256980,223643,249922,182111,228636,324522,313932,259545,261194,183881,150357
PAS,PAS_CRD,UK_EGSS_TR_LTFJ,London,Istanbul,,229865,240429,251792,235920,205621,160346,211600,120846,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGAA_UK_EGBB,Belfast,Birmingham,,227560,196266,179838,158868,,,101620,130380,156142,190778,176618,125626,,127551,112689,145130,139154,163969,170358,,,,,
PAS,PAS_CRD,UK_EGGP_ES_LEMG,Liverpool,Málaga,,227532,194069,186596,208530,226132,300811,293848,297315,296201,247487,236154,249292,261619,252249,232319,219039,159654,44687,,,,,,
PAS,PAS_CRD,UK_EGKK_FI_EFHK,London,Helsinki,,227054,217815,202065,175822,99998,98945,81459,99552,,,,,,,,96916,106287,107616,85733,,,,,
PAS,PAS_CRD,UK_EGBB_UK_EGPF,Birmingham,Glasgow,,226445,227042,229657,203806,208162,211987,212482,269479,337257,346923,327271,324331,345126,361108,315997,277728,285345,287735,294291,,,,,
PAS,PAS_CRD,UK_EGKK_HU_LHBP,London,Budapest,,226442,185030,151268,94663,111108,253786,227683,237773,230421,235677,165504,135955,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPF_UK_EGBB,Glasgow,Birmingham,,226185,226826,230531,204605,209912,213360,213413,270696,338354,347005,319359,325042,343038,359190,322042,282218,180386,270882,255396,,,,,
PAS,PAS_CRD,UK_EGBB_UK_EGAA,Birmingham,Belfast,,226040,194603,178097,157222,,,101087,129279,154067,188022,174357,124314,,126433,111541,144547,154944,161858,167733,,,,,
PAS,PAS_CRD,UK_EGPF_ES_LEPA,Glasgow,Palma De Mallorca,,225687,214199,216266,235649,209052,200727,142413,204368,268778,271010,298540,318867,329927,318703,308009,288337,256679,297482,298510,262361,225889,270695,283192,223025
PAS,PAS_CRD,UK_EGSS_PL_EPWR,London,Wrocław,,224462,209654,180406,167125,149236,146622,163722,166024,176561,175624,149222,95340,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGSS_NO_ENRY,London,Rygge,,221923,286983,254616,253200,192252,172611,169670,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGGD_CH_LSGG,Bristol,Geneva,,221909,206136,188142,181137,175052,155695,148288,155327,158426,145915,130489,108762,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGKK_HR_LDDU,London,Dubrovnik,,221326,199741,191478,164948,163267,112449,115632,151563,106987,110157,106588,98661,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGKK_TR_LTAI,London,Antalya,,221239,289395,328658,294998,276039,258032,239316,204801,179558,124460,132621,132910,101528,,79919,81940,,,,,82120,,,
PAS,PAS_CRD,UK_EGCC_MX_MMUN,Manchester,Cancún,,219452,215852,227008,197422,168047,166385,134557,117930,144444,104969,119432,126547,144571,94614,93339,111514,82616,,,,,,,
PAS,PAS_CRD,UK_EGLC_NL_EHRD,London,Rotterdam,,219400,208439,158757,111968,112769,113895,115081,108964,121351,126921,136280,121715,97970,91486,87989,86630,89237,81234,80622,108011,75513,64247,28843,17089
PAS,PAS_CRD,UK_EGLC_CH_LSGG,London,Geneva,,219273,175825,178031,187693,194614,192002,194110,281099,331401,245534,176152,201311,82516,43931,71289,67339,70994,72433,85358,68270,34276,38792,,
PAS,PAS_CRD,UK_EGSS_DE_EDFH,London,Frankfurt,,218822,237194,234889,224563,231962,243260,276350,314036,346567,377811,431330,394235,439426,505277,387202,266906,227025,89465,,,,,,
PAS,PAS_CRD,UK_EGKK_JM_MKJS,London,Montego Bay,,216862,206334,175576,165610,148085,183415,187468,162950,179462,153092,111420,,,,,145196,163291,146728,129401,138155,131321,113540,125481,97139
PAS,PAS_CRD,UK_EGLL_US_KPHX,London,Phoenix,,216719,216935,211304,204863,181021,179016,156275,171024,172672,178892,185490,191136,183484,150273,,,,,,,,,,
PAS,PAS_CRD,UK_EGPH_ES_GCTS,Edinburgh,Tenerife Island,,216647,140272,132427,127431,111109,91120,,,,,,,,,,,,,,38454,37188,27752,27538,25580
PAS,PAS_CRD,UK_EGSS_IT_LIPE,London,Bologna,,215932,180909,151058,119951,110322,123905,156726,107661,,,,,78187,86033,123750,81535,82807,81759,,,,,,
PAS,PAS_CRD,UK_EGLL_US_KDTW,London,Detroit,,215904,191483,185840,141989,171512,183467,153054,147379,120182,,100275,118385,119614,106521,104628,128622,174409,176139,175551,122782,98017,105459,84097,83035
PAS,PAS_CRD,UK_EGNT_ES_GCTS,Newcastle,Tenerife Island,,215583,174716,183842,170898,157628,164630,144007,126501,160779,187771,167385,157417,165041,159042,159284,159697,153846,150368,134323,119975,113839,139295,138751,99742
PAS,PAS_CRD,UK_EGPF_UK_EGGW,Glasgow,London,,215496,216297,272039,281904,277456,275643,248066,326402,352239,407577,415374,450764,467508,476626,509947,492332,438231,324756,263975,,,,,
PAS,PAS_CRD,UK_EGGP_ES_LEAL,Liverpool,Alicante,,215468,213981,199255,206134,226523,311781,278223,268967,276075,210574,139177,149564,161226,158575,,31692,43998,46916,43977,23462,25617,,,
PAS,PAS_CRD,UK_EGGW_UK_EGPF,London,Glasgow,,214868,214994,270334,280715,276531,274630,247705,326252,352394,407726,414155,451703,466990,475004,509827,490658,437208,326052,263796,,,,,
PAS,PAS_CRD,UK_EGSS_PL_EPGD,London,Gdańsk,,214714,207284,163057,177002,123448,114163,110376,118776,110550,115051,110742,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_MT_LMML,Manchester,Luqa,,214049,166309,160857,166963,168978,169596,181857,190796,206213,238447,225464,243804,225474,227040,218129,233798,228427,219154,215912,213183,207894,227112,263938,256469
PAS,PAS_CRD,UK_EGLL_GH_DGAA,London,Accra,,213543,194935,208706,210414,220728,192929,159463,119838,123659,114296,116854,119384,147628,169815,149540,84528,,,,,,,,
PAS,PAS_CRD,UK_EGKK_FR_LFLL,London,Lyon,,213410,215791,214549,187248,186821,191254,165027,159306,,,81391,76606,84192,110300,103737,221331,221376,116083,129127,149320,175885,151068,145882,119878
PAS,PAS_CRD,UK_EGGP_UK_EGNS,Liverpool,Castletown,,213037,199706,196805,202346,173487,165977,133454,116229,132543,140451,168987,209453,203715,179738,186595,197249,214873,232221,264761,,,,,
PAS,PAS_CRD,UK_EGSS_DK_EKBI,London,Billund,,211565,258203,256725,233014,230991,219998,215898,201007,113684,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_JO_OJAI,London,Amman,,209751,203783,235232,205874,199958,194735,182344,175010,162386,145094,154287,153058,167119,136995,123994,124012,146019,143442,124712,128623,123225,113220,90600,84093
PAS,PAS_CRD,UK_EGCC_DE_EDDL,Manchester,Düsseldorf,,209731,182814,170577,170608,158589,144954,132930,121174,134215,119754,122927,133143,142444,148278,162036,157436,159501,167852,162645,167018,170454,186223,160673,155879
PAS,PAS_CRD,UK_EGLL_LK_VCBI,London,Colombo,,208816,203205,200890,228093,218763,228894,222796,167084,250857,293801,273163,260049,268860,234803,206589,197397,189783,163756,116526,104503,80642,86573,79037,
PAS,PAS_CRD,UK_EGBB_PT_LPFR,Birmingham,Faro,,208567,208695,203986,177387,212491,208446,196779,177075,188566,189147,175435,194256,206893,207536,192661,174344,180084,146513,140756,131465,114263,137648,121738,123970
PAS,PAS_CRD,UK_EGPH_ES_LEAL,Edinburgh,Alicante,,206991,150000,143891,153763,108701,113135,86914,137233,151067,108425,103864,116642,88064,,,,,,,30610,29864,26651,,15488
PAS,PAS_CRD,UK_EGMC_NL_EHAM,Southend,Amsterdam,,206221,214654,200889,149777,105421,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNM_PT_LPFR,Leeds,Faro,,204802,188039,168582,160874,129146,126064,114941,84580,93388,102496,99184,88019,73758,41333,28720,24864,24295,,21848,,,,,
PAS,PAS_CRD,UK_EGPD_UK_EGCC,Edinburgh,Manchester,,202391,202293,226060,203347,180733,144547,93216,104753,132547,121617,134665,119370,119172,125336,150674,152071,129976,114674,133573,,,,,
PAS,PAS_CRD,UK_EGLL_DE_EDDV,London,Hannover,,202112,199781,194425,184636,83800,,,,,,,,,,,,,242469,241939,,,,,
PAS,PAS_CRD,UK_EGCC_UK_EGPD,Manchester,Edinburgh,,200563,200837,224456,201338,179665,144635,93238,104209,132260,121369,134581,119150,119175,128157,152094,163524,148727,130836,147233,,,,,
PAS,PAS_CRD,UK_EGGD_ES_GCTS,Bristol,Tenerife Island,,199844,172610,165519,157540,153509,145367,129018,,94281,125738,131282,118122,125626,137290,124615,110245,129102,93709,84348,78059,83179,78419,73480,66340
PAS,PAS_CRD,UK_EGHI_UK_EGPH,Southampton,Edinburgh,,199171,194914,203123,207578,203198,202036,193393,190264,204190,206230,234470,218442,197228,97520,68013,74960,74861,63697,46000,,,,,
PAS,PAS_CRD,UK_EGCC_PT_LPPT,Manchester,Lisbon,,198685,187342,146242,82420,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPH_UK_EGHI,Edinburgh,Southampton,,198561,194058,203151,207566,204488,203556,193789,191314,205008,207961,237421,221177,198328,98301,,75578,75723,,46517,,,,,
PAS,PAS_CRD,UK_EGPH_DE_EDDF,Edinburgh,Frankfurt,,197223,192077,197221,171025,145329,133593,118297,134852,165851,176361,179247,173318,155013,165192,137522,108980,105228,,,,,,,
PAS,PAS_CRD,UK_EGGP_ES_LEPA,Liverpool,Palma De Mallorca,,196680,181544,178676,179231,183574,199283,186107,197779,211624,240423,191495,195497,213698,224171,223980,180044,135177,49394,46366,18534,15925,16250,,
PAS,PAS_CRD,UK_EGBB_DE_EDDM,Birmingham,München,,196186,185185,176941,174476,175474,149215,120727,113365,124260,126994,131634,118516,116135,140102,145693,142970,162230,159791,110060,85246,74012,41067,,38749
PAS,PAS_CRD,UK_EGLL_US_KSAN,London,San Diego,,196067,177623,173431,173128,173633,100982,,,,,,,,90715,,,,,,,,,,
PAS,PAS_CRD,UK_EGNX_ES_GCRR,Nottingham,Lanzarote Island,,195773,195087,187726,148168,126287,106401,94042,68572,114604,104416,99358,92120,89284,91039,92808,93038,91795,83535,81459,60915,62082,68675,63838,39648
PAS,PAS_CRD,UK_EGSS_DE_EDDW,London,Bremen,,193300,195930,220823,189307,179219,192603,185885,222600,209443,132725,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_BE_EBBR,Manchester,Brussel,,192836,200011,164827,132192,147723,158509,148848,126288,141195,149249,170938,178231,189861,185653,197913,300051,338816,327466,310832,255678,144367,129733,162568,146530
PAS,PAS_CRD,UK_EGKK_EL_LGAV,London,EL_LGAV,,192762,186869,137808,151541,183120,186111,197515,215466,203863,201899,189300,145042,176177,158424,,,,278301,298748,,,,,
PAS,PAS_CRD,UK_EGLL_US_KDEN,London,Denver,,192441,187639,160342,163042,169392,165600,251256,230455,244915,162547,166003,163866,162064,151049,,,,,,,,,,
