unit,tra_meas,airp_pr,from,to,codes,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993
PAS,PAS_CRD,UK_EGNV_ES_GCRR,Durham,Lanzarote Island,,,,,,,,,,,,,,22880,23116,26071,26513,,,,,,,,
PAS,PAS_CRD,UK_EGNV_ES_GCLP,Durham,Gran Canaria,,,,,,,,,,,,,,,24520,,,,,,,,,,
PAS,PAS_CRD,UK_EGNV_EL_LGKR,Durham,EL_LGKR,,,,,,,,,,,,,,,,,,,,,,,,11158,
PAS,PAS_CRD,UK_EGNV_CZ_LKPR,Durham,Prague,,,,,,,,,,,,,,25293,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNT_US_KSFB,Newcastle,Orlando,,,,,,,,,,,,,,,,,47463,41125,44732,55841,48697,39152,,,
PAS,PAS_CRD,UK_EGNT_US_KMCO,Newcastle,Orlando,,,,,,,,,,,,,,,,,,,,,,,42962,46341,42632
PAS,PAS_CRD,UK_EGNT_UK_EGSS,Newcastle,London,,,,,,,,121161,141663,201159,297250,302577,315857,316382,296134,219744,71816,43615,43428,47005,,,,,
PAS,PAS_CRD,UK_EGNT_UK_EGPD,Newcastle,Edinburgh,,,,41058,41275,,,,,,,,,,,47180,65056,40621,,,,,,,
PAS,PAS_CRD,UK_EGNT_UK_EGKK,Newcastle,London,,,,105314,81644,84053,94599,97129,110037,100477,108928,215522,219922,244780,253937,208842,198477,196947,159696,139513,,,,,
PAS,PAS_CRD,UK_EGNT_UK_EGAC,Newcastle,Belfast,,,,,41784,,41270,44416,41563,,,,75954,76461,96157,109372,101237,93918,54225,81268,,,,,
PAS,PAS_CRD,UK_EGNT_TR_LTFE,Newcastle,Bodrum,,,,,,,40871,50990,56969,,,,,,,,,,,41544,,,,,
PAS,PAS_CRD,UK_EGNT_TR_LTBJ,Newcastle,İzmir,,,,,,,,,,,,,,,,,,,,,33278,46036,35191,42328,55397
PAS,PAS_CRD,UK_EGNT_TR_LTAI,Newcastle,Antalya,,,40630,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNT_TN_DTNZ,Newcastle,TN_DTNZ,,,,,,43433,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNT_TN_DTNH,Newcastle,TN_DTNH,,,,45144,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNT_NO_ENZV,Newcastle,Stavanger,,,,,,,,,,,,,,,,,40562,,48670,,,,,,43449
PAS,PAS_CRD,UK_EGNT_NO_ENFB,Newcastle,Oslo,,,,,,,,,,,,,,,,,,,,,46307,40434,37870,39540,33873
PAS,PAS_CRD,UK_EGNT_NO_ENBR,Newcastle,Bergen,,,,,,,,,,,,,,,,,,,,43272,47659,41414,42000,32179,
PAS,PAS_CRD,UK_EGNT_MT_LMML,Newcastle,Luqa,,,41936,,,,,,,,,,,,,,,,,,27764,26097,34198,39000,46633
PAS,PAS_CRD,UK_EGNT_IT_LIRA,Newcastle,Roma,,,,,,,,,,,,80931,80713,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNT_IT_LIME,Newcastle,Bergamo,,,,,,,,,,,,,76091,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNT_FR_LFMN,Newcastle,Nice,,,,,,,,,48431,,,,,49181,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNT_ES_LELC,Newcastle,San Javier,,,,40956,45451,50639,63854,82339,81018,80620,87623,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNT_ES_LEGE,Newcastle,Girona,,,,,,,,,51662,,,,,,,,,,,,30051,20126,28952,,
PAS,PAS_CRD,UK_EGNT_EL_LGKO,Newcastle,EL_LGKO,,,,,,,,,,,,,,,,,,,,,,,27635,35184,30000
PAS,PAS_CRD,UK_EGNT_EL_LGIR,Newcastle,EL_LGIR,,,,,,,,,,,,,,44897,50523,50508,58750,51706,48118,,24631,,42127,61676,44464
PAS,PAS_CRD,UK_EGNT_EG_HESH,Newcastle,Sharm el-Sheikh,,,49521,57433,59353,63735,59416,89857,51608,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNT_DK_EKCH,Newcastle,København,,,,,,,,,,,,,,72046,,,,,,,22711,24562,,,
PAS,PAS_CRD,UK_EGNT_DE_ETBS,Newcastle,DE_ETBS,,,,,,,,,,,,,,50640,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNT_CZ_LKPR,Newcastle,Prague,,,,,,,,,,79632,90244,86508,89908,86065,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNT_BE_EBBR,Newcastle,Brussel,,,,,,47301,48217,,,,,,,64512,73424,86344,125196,133892,127018,117533,93763,56082,49595,36851,27931
PAS,PAS_CRD,UK_EGNS_UK_EGPF,Castletown,Glasgow,,,,,,,,,,,,,,,,24058,25612,25603,,,,,,,
PAS,PAS_CRD,UK_EGNS_UK_EGLL,Castletown,London,,,,,,,,,,,,,,,,27830,112568,118456,,,,,,,
PAS,PAS_CRD,UK_EGNS_UK_EGLC,Castletown,London,,,,,,,,,,,,,,,,71260,48146,33943,,,,,,,
PAS,PAS_CRD,UK_EGNS_UK_EGKK,Castletown,London,,,,,,,,,,,,,,,,86134,,,,,,,,,
PAS,PAS_CRD,UK_EGNS_UK_EGGW,Castletown,London,,,,,,,,,,,,,,,,37772,41708,46394,,,,,,,
PAS,PAS_CRD,UK_EGNS_UK_EGGP,Castletown,Liverpool,,,,,,,,,,,,,,,,187118,198410,215594,,,,,,,
PAS,PAS_CRD,UK_EGNS_UK_EGCC,Castletown,Manchester,,,,,,,,,,,,,,,,94129,97332,91561,,,,,,,
PAS,PAS_CRD,UK_EGNS_UK_EGBB,Castletown,Birmingham,,,,,,,,,,,,,,,,51820,47624,44951,,,,,,,
PAS,PAS_CRD,UK_EGNS_UK_EGAC,Castletown,Belfast,,,,,,,,,,,,,,,,45519,31497,34170,,,,,,,
PAS,PAS_CRD,UK_EGNS_IE_EIDW,Castletown,Dublin,,,,,,,,,,,,,,,,35777,41296,37333,,,,,,,
PAS,PAS_CRD,UK_EGNM_UK_EGPH,Leeds,Edinburgh,,,,,,,,,,,51210,50773,51743,57107,55247,49716,34380,30862,,,,,,,
PAS,PAS_CRD,UK_EGNM_UK_EGPF,Leeds,Glasgow,,,,,,,,,,,,40767,42857,44258,42025,38177,35617,34227,33429,32769,,,,,
PAS,PAS_CRD,UK_EGNM_UK_EGPD,Leeds,Edinburgh,,,,,,,,,,,,,,,,,,,,22288,,,,,
PAS,PAS_CRD,UK_EGNM_UK_EGKK,Leeds,London,,,,,,,,50352,,,,,,,,35797,,,,,,,,,
PAS,PAS_CRD,UK_EGNM_UK_EGJJ,Leeds,Saint Helier,,,59459,,,,,,,,,,,24672,29707,32896,29886,25737,25604,24836,,,,,
PAS,PAS_CRD,UK_EGNM_UK_EGAA,Leeds,Belfast,,,,,,50883,80503,81476,86828,102790,105655,111189,95305,93081,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNM_PK_OPRN,Leeds,Islamabad,,,,,,,,,40170,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNM_LV_EVRA,Leeds,Riga,,,,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNM_IT_LIRF,Leeds,Rome,,,,,52037,41149,40631,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNM_IT_LIPZ,Leeds,Venice,,,,,,,47750,,,,,,,35293,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNM_IT_LIME,Leeds,Bergamo,,,,,,,,,,,,,,,29900,,,,,,,,,,
PAS,PAS_CRD,UK_EGNM_FR_LFMN,Leeds,Nice,,,,,,,,,,40342,,40222,54119,45414,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNM_ES_LERS,Leeds,Reus,,,,,,,,,,,,,,,23433,,,,,,,,,,
PAS,PAS_CRD,UK_EGNM_ES_LEGE,Leeds,Girona,,,,,,,,45989,53868,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNM_EL_LGKR,Leeds,EL_LGKR,,,,,,,,,,,,,,,,,,,,,,,,,16618
PAS,PAS_CRD,UK_EGNM_EL_LGIR,Leeds,EL_LGIR,,,,40941,40538,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNM_CZ_LKPR,Leeds,Prague,,,,44961,45237,48027,49702,45674,46498,56140,71358,83550,82548,75911,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNM_CY_LCLK,Leeds,Larnarca,,,,,,,,,,,,,,,,,,,,,,,,15351,
PAS,PAS_CRD,UK_EGNM_CH_LSGG,Leeds,Geneva,,,,40959,47590,48807,46805,,47428,54391,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNM_BE_EBBR,Leeds,Brussel,,,,,,,,,,,,,,29877,32527,38637,98473,103471,90940,71168,50180,33445,31040,30180,24576
PAS,PAS_CRD,UK_EGNJ_ZZ_ZZZZ,Grimsby,ZZ_ZZZZ,,,,,,,,,,,,,,,,,,29205,,,,,,,
PAS,PAS_CRD,UK_EGNJ_TR_LTBS,Grimsby,Dalaman,,,,,,,15608,19383,21228,24247,26334,20324,31551,23785,25074,22006,18156,19514,17962,,16059,16850,17188,,
PAS,PAS_CRD,UK_EGNJ_IE_EIDW,Grimsby,Dublin,,,,,,,,,,,,32945,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNJ_FR_LFPG,Grimsby,Paris,,,,,,,,,,,,,,,,,,27391,,,,,,,
PAS,PAS_CRD,UK_EGNJ_ES_LEPA,Grimsby,Palma De Mallorca,,,,,,,,15409,25765,24159,45308,49876,41554,71130,67582,70398,64217,55786,52677,47128,42422,34949,23649,28811,
PAS,PAS_CRD,UK_EGNJ_ES_LEMG,Grimsby,Málaga,,,,,,,,,,,,,,20651,20177,17072,,20596,16972,17593,18167,,,,
PAS,PAS_CRD,UK_EGNJ_ES_LEIB,Grimsby,Ibiza,,,,,,,,,,,,,15855,,,,,17353,18112,,,,,,
PAS,PAS_CRD,UK_EGNJ_ES_LEAL,Grimsby,Alicante,,,,,,,17333,,,,19137,23672,26987,44631,43979,39488,34743,39268,34322,34668,36731,20655,28485,,
PAS,PAS_CRD,UK_EGNJ_ES_GCTS,Grimsby,Tenerife Island,,,,,,,,,,27499,34781,35977,36526,43243,39174,35980,44457,43552,39790,22858,25706,25720,26723,26272,
PAS,PAS_CRD,UK_EGNJ_ES_GCRR,Grimsby,Lanzarote Island,,,,,,,,,,19961,18984,,18289,,,17995,,,,,,,,,
PAS,PAS_CRD,UK_EGNJ_ES_GCLP,Grimsby,Gran Canaria,,,,,,,,,,,15358,,17002,,,18015,15865,16928,,,,,,,
PAS,PAS_CRD,UK_EGNJ_CY_LCLK,Grimsby,Larnarca,,,,,,,,16114,20054,17233,18547,,15263,,,17493,,,,,,,,,
PAS,PAS_CRD,UK_EGNH_ZZ_ZZZZ,Blackpool,ZZ_ZZZZ,,,,,,,,,,,,,,,,,,31046,,,,,,,
PAS,PAS_CRD,UK_EGNH_UK_EGSS,Blackpool,London,,,,,,,,,,,42195,121174,130465,127623,69029,,,,,,,,,,
PAS,PAS_CRD,UK_EGNH_UK_EGNS,Blackpool,Castletown,,,,,19536,22441,23224,24264,29718,22641,21758,,20414,18803,,,,12515,,,,,,,
PAS,PAS_CRD,UK_EGNH_UK_EGAE,Blackpool,Derry,,,,,,,,,,,,,,,,,,,,23245,,,,,
PAS,PAS_CRD,UK_EGNH_UK_EGAC,Blackpool,Belfast,,,,,,,,,,,,,,,,,10776,24462,44967,19042,,,,,
PAS,PAS_CRD,UK_EGNH_UK_EGAA,Blackpool,Belfast,,,,,,19151,21207,23845,26641,42580,54335,53801,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNH_UK_EG40,Blackpool,UK_EG40,,,,19971,25019,21661,,,17016,,,,24246,18166,23373,,26849,,25587,12913,,,,,
PAS,PAS_CRD,UK_EGNH_PT_LPFR,Blackpool,Faro,,,,27161,29224,27835,30428,29436,29996,30035,33650,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNH_IE_EIDW,Blackpool,Dublin,,,,,17211,16707,20860,21931,22434,84837,90805,93062,74068,67804,43133,,,12393,15469,,,,,,
PAS,PAS_CRD,UK_EGNH_ES_LEPA,Blackpool,Palma De Mallorca,,,,27717,28687,22993,21823,24093,30609,33569,31720,25649,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNH_ES_LEMG,Blackpool,Málaga,,,,21708,23092,22198,25840,25136,37509,41204,37713,49196,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNH_ES_LELC,Blackpool,San Javier,,,,,15469,,,,23090,22001,26926,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNH_ES_LEGE,Blackpool,Girona,,,,,,,,,,87379,93977,100195,80809,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNH_ES_LEAL,Blackpool,Alicante,,,,35508,48864,44592,45707,41091,39626,44944,65297,28233,,,,,14770,14011,13433,,,,,,
PAS,PAS_CRD,UK_EGNH_ES_GCTS,Blackpool,Tenerife Island,,,,20741,17315,,,,,,,,,,,,14410,,,,,,,,
PAS,PAS_CRD,UK_EGMH_UK_EGPH,Manston,Edinburgh,,,,,,,,,,,,,31005,13646,,,,,,,,,,,
PAS,PAS_CRD,UK_EGMH_UK_EGCC,Manston,Manchester,,,,,,,,,,,,,,10915,,,,,,,,,,,
PAS,PAS_CRD,UK_EGMH_NL_EHAM,Manston,Amsterdam,,,,,,,,,,,,,16531,14285,,,,,,,,,,,
PAS,PAS_CRD,UK_EGMH_IE_EIDW,Manston,Dublin,,,,,,,,,,,,,26591,16488,,,,,,,,,,,
PAS,PAS_CRD,UK_EGMC_UK_EGPH,Southend,Edinburgh,,,,23975,39523,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGMC_UK_EGAA,Southend,Belfast,,,,,85593,92456,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGMC_PL_EPKK,Southend,Kraków,,,,38862,27271,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGMC_IE_EIWF,Southend,Waterford,,,,,,31709,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGMC_IE_EIDW,Southend,Dublin,,,,61730,60612,35492,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGMC_DE_EDDB,Southend,Berlin,,,54489,71113,40849,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_ZW_FVHA,London,Harare,,,,,,,,,,,,,,,,,,,,,,,80647,,
PAS,PAS_CRD,UK_EGLL_ZA_FADN,London,Durban,,,,,,,,,,,,,,,,,,,,135828,129650,109723,89817,82208,77274
PAS,PAS_CRD,UK_EGLL_UZ_UTTT,London,Tashkent,,,,,,,,,,,,,,76769,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_UK_EGNV,London,Durham,,,,,,,,,,81295,88223,110722,152538,144446,145665,152929,156079,172523,179889,186029,,,,,
PAS,PAS_CRD,UK_EGLL_UK_EGNS,London,Castletown,,,,,,,,,,,,,,,,,112959,118048,126037,132733,,,,,
PAS,PAS_CRD,UK_EGLL_UK_EGJJ,London,Saint Helier,,,,,,,,,,76679,77574,,,,,,,231002,275734,268596,,,,,
PAS,PAS_CRD,UK_EGLL_UK_EGAA,London,Belfast,,,,,,191463,289359,284029,266489,257658,,,,,,305043,876083,1168599,1172732,1176814,,,,,
PAS,PAS_CRD,UK_EGLL_TW_RCTP,London,Taipei,,,123578,118692,118367,97970,159173,162132,123536,117081,103034,128478,98414,87083,,,,106351,102781,97088,92505,83196,,,
PAS,PAS_CRD,UK_EGLL_TT_TTPP,London,Port of Spain,,,,,,,,,,,,118652,135061,142962,113996,90044,112700,122429,104730,104214,108429,104800,111470,120304,132274
PAS,PAS_CRD,UK_EGLL_TH_VTBD,London,Bangkok,,,,,,,,,,,,500979,669171,671271,657930,679836,680853,534272,482029,403054,354838,404374,346894,335198,336885
PAS,PAS_CRD,UK_EGLL_SY_OSDI,London,Damascus,,,,,,,,93492,85241,,,,,86370,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_SA_OEDR,London,,,,,,,,,,,,,,,,,,,,,,100043,110775,92177,93612,98965
PAS,PAS_CRD,UK_EGLL_RU_UUWW,London,Moscow,,,90672,100428,95697,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_QA_OTBD,London,Doha,,,,212642,816324,804782,681045,640273,583114,513071,493141,411677,331928,309852,256884,220920,228033,215059,,,102089,,,,
PAS,PAS_CRD,UK_EGLL_PT_LPPR,London,Porto,,,,,,,,,,,,129219,121504,136626,136551,138922,140996,150621,118375,80402,79446,143690,148206,145673,139180
PAS,PAS_CRD,UK_EGLL_PT_LPFR,London,Faro,,,,,,,,,,,,,,,,111588,114667,108730,154778,121026,77033,75458,,,
PAS,PAS_CRD,UK_EGLL_PK_OPKC,London,Karachi,,,,,,,,,,,,,,,,,,75116,,,,,97021,79030,
PAS,PAS_CRD,UK_EGLL_PH_RPMM,London,Malabang,,,,,,,,,,,,,,,,,,,,,104060,,,,
PAS,PAS_CRD,UK_EGLL_NZ_NZAA,London,Auckland,,,125887,126413,151110,210581,257504,364165,409406,364676,343517,214786,188606,180342,202261,129724,153856,199826,187722,177521,156399,145484,125363,,
PAS,PAS_CRD,UK_EGLL_NO_ENFB,London,Oslo,,,,,,,,,,,,,,,,,,,,508136,602949,549610,527765,512471,479530
PAS,PAS_CRD,UK_EGLL_NL_EHRD,London,Rotterdam,,,,113919,122878,,,,,,,,,79051,84334,86339,91375,103326,106838,132863,122120,114898,140161,147341,144860
PAS,PAS_CRD,UK_EGLL_MA_GMMX,London,Marrakech,,,,,,,,,90913,124059,137282,98473,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_LV_EVRA,London,Riga,,,,,,,,,,,,,135866,102788,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_KR_RKSS,London,Seoul,,,,,,,,,,,,,,,,,136364,162915,161657,137118,220760,189221,152485,132785,108326
PAS,PAS_CRD,UK_EGLL_KE_HKNA,London,KE_HKNA,,,,,,,,,,,,,,,,314786,145055,108858,,,102542,127603,244355,231084,197318
PAS,PAS_CRD,UK_EGLL_JP_RJNN,London,JP_RJNN,,,,,,,,,,,,,,,,,,,,79043,75611,,,,
PAS,PAS_CRD,UK_EGLL_JP_RJBB,London,Osaka,,,,,,,,,,132345,145686,170035,192147,184492,158137,222051,213110,334394,314028,378212,369680,327600,193223,,
PAS,PAS_CRD,UK_EGLL_JM_MKJP,London,Kingston,,,,,,,,,,,100256,136360,157141,167488,107598,102370,97508,105298,76056,,,,,,
PAS,PAS_CRD,UK_EGLL_IT_LIMF,London,Torino,,,,,,,,,,,,,,,,,,,,,82656,142333,133507,124473,116021
PAS,PAS_CRD,UK_EGLL_IR_OIII,London,Tehran,,,,,,,,,,,139105,150949,158557,150617,127121,116592,108507,125791,125339,106425,83963,,77179,81098,95728
PAS,PAS_CRD,UK_EGLL_IN_VOBG,London,Bangalore,,,,,,,,,,,159322,128143,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_IN_VIAR,London,Amritsar,,,,,,103252,,,,134018,82425,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_IN_VECC,London,Kolkata,,,,,,,,,115342,84915,80640,129232,93758,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_IN_VAAH,London,Ahmedabad,,,,,,,,,110808,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_FI_EFHF,London,Helsinki,,,,,,,,,,,,,,,,,,,,,,355674,,,
PAS,PAS_CRD,UK_EGLL_ES_LEZL,London,Sevilla,,,,,,,,87507,,,,92812,86707,84662,86442,81906,,77094,76701,,,,,,
PAS,PAS_CRD,UK_EGLL_ES_LEVC,London,Valencia,,,,,,,,,,,85249,82801,85527,83533,82837,77885,79137,,,,,,,,79526
PAS,PAS_CRD,UK_EGLL_ES_LEST,London,Santiago de Compostela,,,,,,,,,,,,,76934,,79305,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_ES_LEMG,London,Málaga,,,,,,,,165274,103179,128457,233574,256087,309642,291392,283949,267162,213683,189156,186256,164626,110163,107553,76130,78365,105313
PAS,PAS_CRD,UK_EGLL_ES_LEAL,London,Alicante,,,,,,,,,,,,,96394,110652,76639,,,,75115,76509,75930,75242,,,76618
PAS,PAS_CRD,UK_EGLL_EL_LGAT,London,EL_LGAT,,,,,,,,,,,,,,,,542249,703607,725769,,,671456,621840,580915,555393,444594
PAS,PAS_CRD,UK_EGLL_DE_ETLS,London,DE_ETLS,,,,,,,,,,,,,,,,,,,,,,,,82136,
PAS,PAS_CRD,UK_EGLL_DE_EDVV,London,DE_EDVV,,,,,,,,,,,,,98609,137237,130993,150013,152780,163792,,,258381,252018,254914,241355,238281
PAS,PAS_CRD,UK_EGLL_DE_EDDW,London,Bremen,,,,,,,,,,,,,,,,,,,,,,,80413,,
PAS,PAS_CRD,UK_EGLL_DE_EDDN,London,Nuremberg,,,,,,,,,,,,,,,,,,,,,,83883,92510,79200,
PAS,PAS_CRD,UK_EGLL_CH_LSZM,London,CH_LSZM,,,,,,,,,,,,,,,,,,,,,212377,185735,183652,171723,170026
PAS,PAS_CRD,UK_EGLL_CA_CYMX,London,Montréal,,,,,,,,,,,,,,,,,,,,,136978,133149,137218,146404,168489
PAS,PAS_CRD,UK_EGLL_CA_CYEG,London,Edmonton,,,,,93514,96995,99564,97105,103967,118946,104681,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_BD_VGZR,London,Dhaka,,,,,,,80679,103555,79779,139712,129536,159683,183251,175327,179582,145775,132858,147670,138710,128646,128329,117814,118367,128764,119234
PAS,PAS_CRD,UK_EGLL_AZ_UBBB,London,Baku,,,82685,81297,78021,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_AU_YPPH,London,Perth,,,,,,,,,,,,,76706,,,,,,121722,124094,,,,,
PAS,PAS_CRD,UK_EGLL_AU_YBBN,London,Brisbane,,,,,,,,,,,,,,,,,,,89063,85601,,,,,
PAS,PAS_CRD,UK_EGLL_AU_ASSY,London,AU_ASSY,,,,,,,,,,,,,,,,439999,491069,515109,,,377677,328942,375899,302254,282103
PAS,PAS_CRD,UK_EGLL_AU_APPH,London,AU_APPH,,,,,,,,,,,,,,,,,,,,,115063,109726,,,
PAS,PAS_CRD,UK_EGLL_AU_AMML,London,AU_AMML,,,,,,,,,,,,,,,,253085,235407,243025,,,182644,179297,282124,239705,237601
PAS,PAS_CRD,UK_EGLC_UK_EGTE,London,Exeter,,,49835,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLC_UK_EGPN,London,Dundee,,,,,,,,40444,41279,40077,48859,49955,46747,49526,48001,45667,46757,47321,27788,,,,,,
PAS,PAS_CRD,UK_EGLC_UK_EGJJ,London,Saint Helier,,,43235,,,,,,,,,,43034,42016,47377,88094,88142,33396,,,,,,,
PAS,PAS_CRD,UK_EGLC_UK_EGGP,London,Liverpool,,,,,,,,,,,,47931,72103,68194,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLC_UK_EGCC,London,Manchester,,,,,,,,,,89475,108445,113197,114875,133669,97103,22652,,,28733,41314,,,,,
PAS,PAS_CRD,UK_EGLC_SE_ESSA,London,Stockholm,,,,50530,53255,51598,51789,,,48424,48223,39829,,,,,,,,22374,,,,,
PAS,PAS_CRD,UK_EGLC_SE_ESMS,London,Malmö,,,,,,,,,,,,,,,,,,22745,46997,42047,42681,,,,
PAS,PAS_CRD,UK_EGLC_SE_ESGG,London,Göteborg,,,,,,,,,,,,,,,,,,,,20449,,,,,
PAS,PAS_CRD,UK_EGLC_FR_LFST,London,Strasbourg,,,,,,,,,,,,,,,,,,,29272,34085,,,,,
PAS,PAS_CRD,UK_EGLC_FR_LFSB,London,Bâle/Mulhouse,,,,71190,74700,42257,,70206,70829,79554,77197,85027,58254,,,44168,51198,55136,47590,,,,,,
PAS,PAS_CRD,UK_EGLC_FR_LFRN,London,Rennes/Saint-Jacques,,,,,,,,,,,,,,,,,22498,25215,,,,,,,
PAS,PAS_CRD,UK_EGLC_FR_LFPG,London,Paris,,,,,,,,,,40713,,,,,42986,71331,88140,96101,71926,77806,95242,42910,65101,77072,64622
PAS,PAS_CRD,UK_EGLC_FR_LFMN,London,Nice,,,,,,,,,40603,59934,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLC_FR_LFLC,London,Clermont-Ferrand/Auvergne,,,,,,,,,,,,,,,,22071,,,,,,,,,
PAS,PAS_CRD,UK_EGLC_DK_EKCH,London,København,,,,,,,49718,,,57567,53577,50286,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLC_DE_EDLW,London,Dortmund,,,,,,,,,,,,,,,,21399,,,,,,,,,
PAS,PAS_CRD,UK_EGLC_DE_EDLN,London,Mönchengladbach,,,,,,,,,,,,,,,,45485,48684,63648,68335,65805,62234,37531,,,
PAS,PAS_CRD,UK_EGLC_DE_EDDW,London,Bremen,,,,,,,,,,,,,20540,23530,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLC_DE_EDDN,London,Nuremberg,,,,,55254,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLC_DE_EDDM,London,München,,,,,,,49306,47502,64824,68567,46499,,,,,36866,,,,,,,,,
PAS,PAS_CRD,UK_EGLC_DE_EDDH,London,Hamburg,,,,,,,,,,,,,,,,36452,,,,,,,,,
PAS,PAS_CRD,UK_EGLC_DE_EDBB,London,DE_EDBB,,,,,,,,,,,,,,,24653,65961,,,,,,,,38971,45769
PAS,PAS_CRD,UK_EGLC_CH_LSZB,London,Bern,,,,,,,,,,,,,,,,,,26867,30210,26459,25267,25190,,,
PAS,PAS_CRD,UK_EGLC_CH_LSZA,London,Lugano,,,,,,,,,,,,,,,,,,,,,,,20833,26173,28142
PAS,PAS_CRD,UK_EGLC_BE_EBBR,London,Brussel,,,,,,,,,,,48637,64961,63295,63562,70196,52774,56283,86986,77031,74717,61066,41808,38979,44542,33467
PAS,PAS_CRD,UK_EGKK_ZW_FVHA,London,Harare,,,,,,,,,,,,,,,,101437,123409,120411,154270,150993,142636,120263,,,
PAS,PAS_CRD,UK_EGKK_US_KSTL,London,St Louis,,,,,,,,,,,,,,,,100826,111219,136084,146297,159739,176064,193605,157912,148962,177733
PAS,PAS_CRD,UK_EGKK_US_KSFB,London,Orlando,,,,,84910,95471,120744,116386,107982,210939,261616,269035,347980,342004,279719,209980,272849,288967,240977,373191,316043,142391,,,
PAS,PAS_CRD,UK_EGKK_US_KSAN,London,San Diego,,,,,,,,,,,,,,,,100857,117063,82411,86710,75256,,,,,
PAS,PAS_CRD,UK_EGKK_US_KRDU,London,Raleigh/Durham,,,,,,,,,,,114641,108425,109608,108698,104323,108111,91427,100011,90615,91509,91753,89805,83913,,
PAS,PAS_CRD,UK_EGKK_US_KPIT,London,Pittsburgh,,,,,,,,,,,,,,,,115909,107032,,94885,90326,98624,127816,119274,106169,
PAS,PAS_CRD,UK_EGKK_US_KPHX,London,Phoenix,,,,,,,,,,,,,,,,123354,140268,167395,159311,138320,81854,,,,
PAS,PAS_CRD,UK_EGKK_US_KPHL,London,Philadelphia,,,,,,,,,,93195,133082,137932,150382,158961,190566,183042,188432,224974,219687,100908,,,,,
PAS,PAS_CRD,UK_EGKK_US_KOAK,London,Oakland,,,,,,,,,,,,,,,,,,,,,,,,,
