unit,tra_meas,to,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,codes
PAS,PAS_CRD,Hamilton,98227,91991,92674,90418,94099,89037,92823,97787,102712,100207,99037,97488,82070,77836,76909,82072,75853,81577,78510,78582,,,,,,"[""UK_EGKK_BM_TXKF""]"
PAS,PAS_CRD,Kingston,97515,84898,86131,86327,75254,92384,119212,129118,145308,148295,185534,136360,236808,247474,191332,183863,97508,105298,76056,,,,,,78298,"[""UK_EGKK_JM_MKJP"" ""UK_EGLL_JM_MKJP""]"
PAS,PAS_CRD,Nanjing,97283,82236,97090,,,,79100,,,,,,,,,,,,,,,,,,,"[""DE_EDDF_CN_ZSNJ""]"
PAS,PAS_CRD,Chengdu,95923,78032,77962,76767,77860,77234,76736,,,,,,,,,,,,,,,,,,,"[""NL_EHAM_CN_ZUUU""]"
PAS,PAS_CRD,Cordoba,93116,,,,,,,,,,,,,,,,,,,,,,,,,"[""ES_LEMD_AR_SACO""]"
PAS,PAS_CRD,Lomé,93071,96695,92260,90484,89775,87018,77796,,,,,,,78551,,,,,,,,,,,,"[""FR_LFPG_TG_DXXX""]"
PAS,PAS_CRD,Almaty,92351,82139,82051,163024,168381,155372,156385,77576,79450,185714,201235,190619,173655,104148,92795,77130,77728,,,,132456,54675,110243,80130,26265,"[""DE_EDDF_KZ_UAAA"" ""DE_EDVV_KZ_UAAA"" ""NL_EHAM_KZ_UAAA""]"
PAS,PAS_CRD,Edmonton,91282,83082,65900,52999,93514,96995,99564,97105,103967,118946,104681,,,,,,,,,,,,,,,"[""IS_BIKF_CA_CYEG"" ""NL_EHAM_CA_CYEG"" ""UK_EGLL_CA_CYEG""]"
PAS,PAS_CRD,Ouagadougou,91027,84341,89314,92204,96747,99296,97675,103340,104662,102504,97872,91481,94113,97085,90810,85173,,,,,,,,,,"[""FR_LFPG_BF_DFFD""]"
PAS,PAS_CRD,Conakry,88202,86905,,,80053,86067,80546,,,,,,,,,,,,,,,,,,,"[""FR_LFPG_GN_GUCY""]"
PAS,PAS_CRD,Lahore,86489,75075,95362,86492,88740,87508,98496,93546,89193,96782,85202,94212,97998,90765,103723,83266,90210,,,,,,,,,"[""UK_EGLL_PK_OPLA""]"
PAS,PAS_CRD,Hartford,83489,,,,,,,,,,,,,,,,,,,,,,,,,"[""IE_EIDW_US_KBDL""]"
PAS,PAS_CRD,Tbilisi,82759,75361,,,,,,,,,,,,,,,,,,,,,,,,"[""DE_EDDM_GE_UGTB""]"
PAS,PAS_CRD,Annaba,80860,77953,,,,,,,,,,,,,,,43751,,,,,31544,31811,33857,42102,"[""FR_LFML_DZ_DABB""]"
PAS,PAS_CRD,CV_GVPR,80187,,,115814,103941,109348,114837,110296,105596,103723,,,,,,,,,,,,,,,,"[""PT_LPPT_CV_GVPR""]"
PAS,PAS_CRD,Guatemala City,79227,105514,99504,95287,91528,93180,,76128,,,,,,,,,,,,,,,,,,"[""ES_LEMD_GT_MGGT""]"
PAS,PAS_CRD,Halifax,78785,77811,84120,86320,91980,91922,92645,94521,98151,108155,116762,116077,116290,113116,85336,79170,86909,100229,87969,87452,84588,84491,76709,,,"[""UK_EGLL_CA_CYHZ""]"
PAS,PAS_CRD,Dar es Salaam,78739,,94204,194485,186761,198403,192897,178080,173038,172101,94097,,,,,,,,,,,,,,,"[""CH_LSZH_TZ_HTDA"" ""NL_EHAM_TZ_HTDA""]"
PAS,PAS_CRD,Bandar Seri Begawan,78340,77577,85594,93026,100743,104449,123606,150186,112262,107058,103632,114346,111818,101663,75827,,,92929,106020,84107,103513,,,,,"[""UK_EGLL_BN_WBSB""]"
PAS,PAS_CRD,Amritsar,76931,,,,,103252,,,,155039,82425,,,,,,,,,,,,,,,"[""SK_LZIB_IN_VIAR"" ""UK_EGBB_IN_VIAR"" ""UK_EGLL_IN_VIAR""]"
PAS,PAS_CRD,Yerevan,76583,76642,77931,76697,78062,75119,,,,,,,,,,,,,,,,,,,,"[""AT_LOWW_AM_UDYZ""]"
PAS,PAS_CRD,Varadero,76524,,,,,,,76968,,79110,81101,,75619,,77327,28658,35748,41827,29277,79297,116500,124435,107201,89406,77300,"[""DE_EDDB_CU_MUVR"" ""DE_EDDF_CU_MUVR"" ""DE_EDDK_CU_MUVR"" ""ES_LEBL_CU_MUVR"" ""IT_LIMC_CU_MUVR"" ""IT_LIPN_CU_MUVR""]"
PAS,PAS_CRD,Kutaisi,57425,,,,,,,,,,,,,,,,,,,,,,,,,"[""DE_EDJA_GE_UGKO"" ""DE_EDLW_GE_UGKO""]"
PAS,PAS_CRD,Nosy Be,37786,33543,27916,22137,26895,23632,,,,,,,,,,,,,,,,,,,,"[""FR_FMEE_MG_FMNN""]"
PAS,PAS_CRD,Port-au-Prince,35303,34021,39199,40851,41197,43967,50947,48825,45786,34823,33098,31704,24778,27860,29939,30210,28709,24990,28060,,,15170,,,,"[""FR_TFFR_HT_MTPP""]"
PAS,PAS_CRD,Castries,24515,27344,26368,27091,27851,28570,25178,27881,28000,30741,26893,24017,27668,37053,36561,41019,44401,47614,54005,51730,53151,58708,,,,"[""FR_TFFF_LC_TLPC""]"
PAS,PAS_CRD,Moroni,24162,,,,,,,,,,,,,,,,,,,,,,,,,"[""FR_FMCZ_KM_FMCH""]"
PAS,PAS_CRD,Ouani,20368,29382,27256,29133,,,,,,,,,,,,,,,,,,,,,,"[""FR_FMCZ_KM_FMCV""]"
PAS,PAS_CRD,TN_DTNH,20344,,79106,558082,345916,27219,,,,,,,,,,,,,,,,,,,,"[""DE_EDDP_TN_DTNH"" ""LU_ELLX_TN_DTNH"" ""UK_EGBB_TN_DTNH"" ""UK_EGCC_TN_DTNH"" ""UK_EGFF_TN_DTNH"" ""UK_EGKK_TN_DTNH"" ""UK_EGNT_TN_DTNH"" ""UK_EGNX_TN_DTNH""]"
PAS,PAS_CRD,RU_UW99,18245,,,94696,124777,95304,,,,,,,,,,,,,,,,,,,,"[""CZ_LKPD_RU_UW99"" ""CZ_LKPR_RU_UW99""]"
PAS,PAS_CRD,,16969,16720,16172,17426,,20383,20259,216933,536196,734031,679805,613348,588121,444021,392890,252548,279148,329433,283576,232620,326253,314549,272737,351805,282677,"[""DE_EDDL_MA_GMAA"" ""DE_EDDN_MA_GMAA"" ""DE_EDDP_MA_GMAA"" ""FR_FMCZ_MG_FMNM"" ""FR_FMEE_MG_FMMT"" ""FR_LF90_IN_VIDD"" ""FR_LF90_MA_GMAA"" ""FR_LFPG_AE_OMAD"" ""FR_LFPG_IN_VIDD"" ""FR_LFPG_MA_GMAA"" ""FR_LFPO_MA_GMAA"" ""FR_LFRS_MA_GMAA"" ""IT_LIMC_MA_GMAA"" ""UK_EGKK_MA_GMAA"" ""UK_EGLL_SA_OEDR""]"
PAS,PAS_CRD,Birmingham,,,,,,,,,,,,,,,,,,209638,,,,,,,,"[""PT_LPFR_US_KBHM"" ""PT_LPFU_US_KBHM""]"
PAS,PAS_CRD,MA_GM90,,,,,,,,,,,,,,,,,,,106168,,,,,,,"[""DE_EDDF_MA_GM90""]"
PAS,PAS_CRD,Rio Hondo,,,,,,,,,,,,,,,,,,,,,48976,56630,71901,92992,53164,"[""IT_LIMC_AR_SANH"" ""IT_LIPE_AR_SANH"" ""IT_LIPN_AR_SANH""]"
PAS,PAS_CRD,Brisbane,,,,,,,,,,,,,,,,,,,89063,85601,,,,,,"[""UK_EGLL_AU_YBBN""]"
PAS,PAS_CRD,AU_AS90,,,,,,,,,,,,,,,,,,,,,,,,,75090,"[""IT_LIRF_AU_AS90""]"
PAS,PAS_CRD,AU_ASSY,,,,,,,,,,,,,,,,439999,491069,515109,,,377677,407107,456376,302254,282103,"[""IT_LIRF_AU_ASSY"" ""UK_EGLL_AU_ASSY""]"
PAS,PAS_CRD,Mahe Island,,,,,,,92152,92630,93789,102756,104264,100595,93246,92978,90903,96613,81796,87150,77895,,,,,,,"[""FR_LF90_SC_FSIA"" ""FR_LFPG_SC_FSIA""]"
PAS,PAS_CRD,Memphis,,,,,,,105175,127974,155192,173032,161684,172891,170532,166102,151890,154273,167764,187874,184081,173204,162577,143546,,,,"[""NL_EHAM_US_KMEM""]"
PAS,PAS_CRD,St Louis,,,,,,,,,,,,,,,,100826,111219,136084,146297,244010,176064,193605,157912,148962,177733,"[""FR_LF90_US_KSTL"" ""UK_EGKK_US_KSTL""]"
PAS,PAS_CRD,Fort Myers,,82830,75416,79128,75572,,83395,90436,78600,,,,,,,,,,,,,,,,,"[""DE_EDDL_US_KRSW""]"
PAS,PAS_CRD,ZA_FAJB,,,,,,,,,,,,,,,,,,56708,,,,,,,,"[""PT_LPPT_ZA_FAJB""]"
PAS,PAS_CRD,DO_MD99,,,,,,,,,111003,,,,,,,,,,,,77577,,85599,,,"[""DE_EDDL_DO_MD99"" ""ES_LEMD_DO_MD99"" ""IT_LIMC_DO_MD99""]"
PAS,PAS_CRD,CN_ZSSA,,,,,,,,728048,673748,667470,728845,738828,618626,499121,312344,302703,261567,206490,146425,101437,,,,,,"[""AT_LOWW_CN_ZSSA"" ""DE_EDDF_CN_ZSSA"" ""DE_EDDM_CN_ZSSA""]"
PAS,PAS_CRD,Isla Margarita,,,,,,,,,,,,,,,,,,,75878,,,,,,,"[""NL_EHAM_VE_SVMG""]"
PAS,PAS_CRD,PE_SPLI,,,,,,,,,,,,,,,,,,122496,104147,,,,,,,"[""ES_LEMD_PE_SPLI""]"
PAS,PAS_CRD,Nouméa,,,,,,,,21013,,,,,,,,,,95193,,96182,,,,,,"[""FR_FMEE_NC_NWWW"" ""FR_LF90_NC_NWWW""]"
PAS,PAS_CRD,GE_UGGG,,,,,,,,41318,,,,,,,,,,,,,,,,,,"[""LV_EVRA_GE_UGGG""]"
PAS,PAS_CRD,RU_UU04,,,,,,,,,,,,,,,,,26314,,,,10106,,,,,"[""IT_LIPR_RU_UU04""]"
PAS,PAS_CRD,RU_ULLL,,,,,,,,,,,,,,,,,,,,,121378,117259,86120,84216,80755,"[""FR_LF90_RU_ULLL"" ""FR_LFPG_RU_ULLL"" ""IT_LIPR_RU_ULLL""]"
PAS,PAS_CRD,Barcelona,,,,,,,,,,,,,,,,,,315457,,,,,,,,"[""PT_LPPR_VE_SVBC"" ""PT_LPPT_VE_SVBC""]"
PAS,PAS_CRD,San Juan,,,,,,49904,61353,60969,43078,41273,45001,27174,131499,131614,31800,106324,35961,41856,194698,80980,78520,80842,,,,"[""ES_LEMD_PR_TJSJ"" ""FR_TFFF_PR_TJSJ"" ""FR_TFFR_PR_TJSJ""]"
PAS,PAS_CRD,CA_CY90,,,,,,,,,,,,,,,,,,,,,,,87032,102813,82630,"[""DE_EDDF_CA_CY90""]"
PAS,PAS_CRD,AU_AMML,,,,,,,,,,,,,,,,253085,235407,243025,,,262650,179297,282124,239705,237601,"[""IT_LIRF_AU_AMML"" ""UK_EGLL_AU_AMML""]"
PAS,PAS_CRD,CN_ZS90,,,,,,,,,,,,,,,,,,,,,75415,,,,,"[""DE_EDDF_CN_ZS90""]"
PAS,PAS_CRD,ID_WIID,,,,,,,,,,,,,,,,,,,90836,97851,,,,,,"[""DE_EDDF_ID_WIID""]"
PAS,PAS_CRD,Malé,,,,,,81236,176318,206302,178989,209973,232353,241134,171182,271858,280551,154150,149936,84494,80819,95780,60982,60357,39137,29129,36545,"[""IT_LIMC_MV_VRMM"" ""UK_EGKK_MV_VRMM""]"
PAS,PAS_CRD,Lima,,,754833,810962,803146,804448,766553,708717,651499,608145,542007,506773,453793,332956,302284,286636,268305,118591,90746,85156,,,,,,"[""ES_LEMD_PE_SPIM"" ""NL_EHAM_PE_SPIM""]"
PAS,PAS_CRD,BY_UM99,,,,,,,,,,87826,,,,,,,,,,,,,,,,"[""CZ_LKPR_BY_UM99""]"
PAS,PAS_CRD,BR_SBXT,,,,,76465,75979,82344,85020,79203,88325,113482,115597,107184,,,,,,,,,,,,,"[""PT_LPPT_BR_SBXT""]"
PAS,PAS_CRD,La Romana,,,78992,,,,76123,,,,,79375,207030,193318,227327,,,,,,,,,,,"[""FR_LFPO_DO_MDLR"" ""IT_LIMC_DO_MDBC"" ""IT_LIMC_DO_MDLR""]"
PAS,PAS_CRD,CA_CUUP,,,,,,,,107878,100384,,,,,,,,,,,,,,,,,"[""DE_EDDF_CA_CUUP""]"
PAS,PAS_CRD,Hangzhou,,,76818,,77782,89117,82429,,,,,,,,,,,,,,,,,,,"[""NL_EHAM_CN_ZSHC""]"
PAS,PAS_CRD,Chernivtsi,,,,,,22346,24642,20080,,,,,,,,,,,,,,,,,,"[""RO_LRTR_UA_UKLN""]"
PAS,PAS_CRD,ID_WRRR,,,,,,,,,,,,,,,,,,,,,,76798,156793,,,"[""DE_EDDF_ID_WRRR"" ""NL_EHAM_ID_WRRR""]"
PAS,PAS_CRD,IR_OITO,,,,,,,,,,,,,,,,,,,,,,,,,396448,"[""DE_EDDF_IR_OITO"" ""DE_EDDK_IR_OITO"" ""DE_EDDL_IR_OITO""]"
PAS,PAS_CRD,Dallas,,,,,,,,301112,303978,313972,321174,319941,305806,300950,292168,278650,240925,282891,257025,240220,106020,,93449,101121,114456,"[""DE_EDDF_US_KDAL"" ""FR_LF90_US_KDAL"" ""FR_LFPO_US_KDAL""]"
PAS,PAS_CRD,Scarborough,,,81558,,,,,,,,87817,,,79587,,88091,,,,,,,,,,"[""UK_EGKK_TT_TTCP""]"
PAS,PAS_CRD,Cleveland,,,,,,,,,,,,,,,,,,90811,,,,,,,,"[""UK_EGKK_US_KCLE""]"
PAS,PAS_CRD,Brazzaville,,76442,97299,89573,82496,,,,,,,,,,,,,,,,,,,,,"[""FR_LFPG_CG_FCBB""]"
PAS,PAS_CRD,BR_SBWJ,,,,,,,,,,,,224920,182069,172676,,,,,,,,,,,,"[""PT_LPPR_BR_SBWJ"" ""PT_LPPT_BR_SBWJ""]"
PAS,PAS_CRD,Tula,,,,,,,,,,,,,,,,,,58045,50235,,,,203483,152124,105185,"[""EL_LGAT_RU_UUWV"" ""EL_LGTS_RU_UUWV""]"
PAS,PAS_CRD,Chaoyang,,,,,,,,,,,,,,,,,,460551,,,,,,,205577,"[""EL_LGAT_CN_ZYCY""]"
PAS,PAS_CRD,MU_FI99,,,,,,,,,,93583,92783,,,,,,,,,,,,,,,"[""IT_LIMC_MU_FI99""]"
PAS,PAS_CRD,Maputo,,,83313,78166,81681,,,,,,,,,,,,,42805,,,,,41188,40279,45668,"[""PT_LPPT_MZ_FQMA""]"
PAS,PAS_CRD,Auckland,,,125887,126413,151110,210581,257504,364165,409406,364676,343517,214786,188606,180342,202261,129724,153856,199826,187722,177521,156399,145484,125363,100334,106079,"[""UK_EGKK_NZ_NZAA"" ""UK_EGLL_NZ_NZAA""]"
PAS,PAS_CRD,US_K999,,85952,,,,105604,143891,142327,197926,206046,254762,223627,162507,154915,134160,110040,,,,,,,,,,"[""CZ_LKPR_US_K999""]"
PAS,PAS_CRD,Quito,,118898,113907,117334,107267,80418,83994,132430,101323,83286,82308,86978,,,161321,162560,97925,93051,,,,,,,,"[""ES_LEMD_EC_SEQU"" ""NL_EHAM_EC_SEQM"" ""NL_EHAM_EC_SEQU""]"
PAS,PAS_CRD,Baku,,,82685,81297,78021,,,,,,,,,,,,,,,,,,,,,"[""UK_EGLL_AZ_UBBB""]"
PAS,PAS_CRD,RU_ULTT,,,,,,,,,,,,,172693,,,,,,,,,,,,,"[""UK_EGKK_RU_ULTT"" ""UK_EGSS_RU_ULTT""]"
PAS,PAS_CRD,Phuket,,,,76703,91490,213015,234289,190090,191915,194459,,,,,,,,,,,,,,,,"[""FI_EFHK_TH_VTSP"" ""SE_ESSA_TH_VTSP""]"
PAS,PAS_CRD,Ahmedabad,,,,,,,,,110808,,,,,,,,,,,,,,,,,"[""UK_EGLL_IN_VAAH""]"
PAS,PAS_CRD,Damascus,,,,,,,,177295,85241,,,44262,,234090,57720,94882,,,,,,,,,,"[""AT_LOWW_SY_OSDI"" ""CY_LCLK_SY_OSDI"" ""NL_EHAM_SY_OSDI"" ""UK_EGLL_SY_OSDI""]"
PAS,PAS_CRD,AR_SABA,,,,,,,,184423,164337,157602,98761,80567,117495,134233,80148,128329,151298,141025,119048,94609,,,,,,"[""DE_EDDF_AR_SABA""]"
PAS,PAS_CRD,US_KFWH,,,,,,,,,,,,,,,,,,,,,,104366,,,,"[""FR_LF90_US_KFWH""]"
PAS,PAS_CRD,RU_UU90,,,,,,,,,,,,,,,,,,,,729814,676253,677601,687828,660211,772923,"[""DE_EDDB_RU_UU90"" ""DE_EDDF_RU_UU90"" ""DE_EDDH_RU_UU90"" ""DE_EDDK_RU_UU90"" ""DE_EDDL_RU_UU90"" ""DE_EDDM_RU_UU90"" ""DE_EDVV_RU_UU90""]"
PAS,PAS_CRD,DO_MDCS,,,,,,,,,,,,,,,,,,,,,,,97039,,,"[""ES_LEMD_DO_MDCS""]"
PAS,PAS_CRD,BA_LQBU,,,,,119272,119763,121517,106217,94470,106895,103480,90390,91252,100072,79359,,,,,,,,,,,"[""AT_LOWW_BA_LQBU""]"
PAS,PAS_CRD,GH_DGAC,,,,,,,,,,,,,,,,,,,,,,,21324,,,"[""ES_LEBL_GH_DGAC""]"
PAS,PAS_CRD,CU_MU99,,,,,,,,,,,,,,,,,,,,,,,38986,,,"[""ES_LEBL_CU_MU99""]"
PAS,PAS_CRD,Durban,,,,,,,,,,,,,,,,,,,,135828,129650,109723,89817,82208,77274,"[""UK_EGLL_ZA_FADN""]"
PAS,PAS_CRD,Saint George's,,,98985,87297,76934,98963,75457,,75641,79131,83747,,,,,,,,,,,,,,,"[""UK_EGKK_GD_TGPY""]"
PAS,PAS_CRD,US_KA90,,,,,,,,,,,,,,,,,,,,,766246,601774,633055,587226,561586,"[""DE_EDDF_US_KA90"" ""DE_EDDL_US_KA90"" ""DE_EDDM_US_KA90""]"
PAS,PAS_CRD,Paramaribo,,,,,,,,,,,,,,,,,,16478,19928,19999,,,,,,"[""FR_SOCA_SR_SMZO""]"
PAS,PAS_CRD,US_KA91,,,,,,,,,,,,,,,,,,,649418,454938,406672,432568,451918,375669,340461,"[""DE_EDDF_US_KA91"" ""DE_EDDM_US_KA91""]"
PAS,PAS_CRD,Rostov-on-Don,,,,,,21382,21951,,,,,,,,,,,,,,,,,,,"[""IT_LIPR_RU_URRR""]"
PAS,PAS_CRD,Fukuoka,,,,91211,,,,,,,,,,,,,,,,,,,,,,"[""NL_EHAM_JP_RJFF""]"
PAS,PAS_CRD,BR_SB90,,,,,,,,,,,,,,,,,,,,,228788,170094,168753,155952,112442,"[""DE_EDDF_BR_SB90""]"
PAS,PAS_CRD,EG_HE02,,,,,,,,,58982,,,,,,,,,,,,,,,,,"[""UK_EGNX_EG_HE02""]"
PAS,PAS_CRD,MA_GMMM,,,,,,,,,,,,,,,,,,,,,,,69839,,,"[""ES_LEMD_MA_GMMM""]"
PAS,PAS_CRD,TN_DTNZ,,,,221864,241410,607049,65481,,,,,,,,,,,,,,,,,,,"[""DE_EDDL_TN_DTNZ"" ""DE_EDDP_TN_DTNZ"" ""NL_EHAM_TN_DTNZ"" ""PL_EPKT_TN_DTNZ"" ""PL_EPPO_TN_DTNZ"" ""UK_EGCC_TN_DTNZ"" ""UK_EGFF_TN_DTNZ"" ""UK_EGKK_TN_DTNZ"" ""UK_EGNT_TN_DTNZ"" ""UK_EGNX_TN_DTNZ""]"
PAS,PAS_CRD,Kabul,,,,,,,,78394,,,,,,,,,,,,,,,,,,"[""DE_EDDF_AF_OAKB""]"
PAS,PAS_CRD,Tripoli,,,,61317,98868,66791,,362634,263204,151009,120061,44817,47958,54487,67129,76205,105414,,,,,,,,,"[""FR_LFPG_LY_HLLT"" ""IT_LIRF_LY_HLLT"" ""MT_LMML_LY_HLLT"" ""UK_EGKK_LY_HLLT""]"
PAS,PAS_CRD,Fussa,,,,,,,,,,,,,,,,,,,,,,81098,,80555,91945,"[""ES_LEMD_JP_RJTY""]"
PAS,PAS_CRD,Luanda,,,126687,,,,,,,,,,,,,,,,106069,122763,102611,92369,84085,78482,87848,"[""PT_LPPT_AO_FNLU""]"
PAS,PAS_CRD,CA_C999,,,,,,,,,,,,,98044,85059,76285,,,,,,,,,,,"[""CZ_LKPR_CA_C999""]"
PAS,PAS_CRD,JP_RJ90,,,,,,,,,,,,,,,,,,,,,509250,498669,497085,451484,383312,"[""DE_EDDF_JP_RJ90""]"
PAS,PAS_CRD,Puerto Plata,,,,,,,,,170647,213042,236807,267752,478070,456253,415307,215576,335911,421457,495392,504253,477208,424769,258682,220041,178838,"[""BE_EBBR_DO_MDPP"" ""DE_EDDB_DO_MDPP"" ""DE_EDDF_DO_MDPP"" ""DE_EDDK_DO_MDPP"" ""DE_EDDL_DO_MDPP"" ""DE_EDDM_DO_MDPP"" ""DE_EDDP_DO_MDPP"" ""ES_LEMD_DO_MDPP"" ""FR_LFPO_DO_MDPP"" ""FR_LFSB_DO_MDPP"" ""IT_LIMC_DO_MDPP"" ""UK_EGCC_DO_MDPP"" ""UK_EGKK_DO_MDPP""]"
PAS,PAS_CRD,Recife,,,,,,,,,,,,,,,113586,102116,112608,92941,,,,,48538,42905,31509,"[""PT_LPPT_BR_SBRF""]"
PAS,PAS_CRD,Port of Spain,,86121,178170,154409,164873,159535,96381,,,,,118652,135061,142962,113996,90044,112700,122429,104730,104214,108429,104800,111470,120304,132274,"[""UK_EGKK_TT_TTPP"" ""UK_EGLL_TT_TTPP""]"
PAS,PAS_CRD,Pittsburgh,,,,,,,,,,,,,,125663,126561,343332,346799,255359,326022,208504,215082,216363,223920,223065,118020,"[""DE_EDDF_US_KPIT"" ""FR_LF90_US_KPIT"" ""FR_LFPG_US_KPIT"" ""IS_BIKF_US_KPIT"" ""UK_EGKK_US_KPIT""]"
PAS,PAS_CRD,RU_US99,,,,100253,103900,98074,91064,,,,,,,,,,,,,,,,,,,"[""CZ_LKKV_RU_US99"" ""CZ_LKPD_RU_US99"" ""CZ_LKPR_RU_US99""]"
PAS,PAS_CRD,Belém,,26736,,,,,,,,,19242,18601,20554,23505,22416,18271,17869,19341,16734,15425,,,,,,"[""FR_SOCA_BR_SBBE""]"
PAS,PAS_CRD,RU_UNNN,,,,,,,,,,,,,,,,,,,,42533,52494,48449,,,,"[""DE_EDVV_RU_UNNN""]"
PAS,PAS_CRD,Tashkent,,,,,,,,,,,,,,76769,,,,,,,,,,,,"[""UK_EGLL_UZ_UTTT""]"
PAS,PAS_CRD,Malabo,,80042,84882,86990,76550,,,,,,,,,,,,,,,,,,,,,"[""ES_LEMD_GQ_FGSL""]"
PAS,PAS_CRD,RU_UUUU,,,,,,,,,,,,,77771,76454,,,,,,,,,,,,"[""EL_LGAV_RU_UUUU""]"
PAS,PAS_CRD,US_KD90,,,,,,,,,,,,,,,,,,,,,318896,298374,293584,191409,201689,"[""DE_EDDF_US_KD90""]"
PAS,PAS_CRD,CL_SCSC,,,,,,,,,,,339447,341700,290591,223291,228547,202584,230263,192020,173969,139861,109507,91521,,66106,,"[""ES_LEMD_CL_SCSC""]"
PAS,PAS_CRD,Karachi,,,,,,,,,,,,,,,,,,75116,,,,,97021,79030,,"[""UK_EGLL_PK_OPKC""]"
PAS,PAS_CRD,EG_HE01,,,,,,,,,,,,,,,,,487508,,,351046,260335,142299,92667,80536,34993,"[""IT_LIMC_EG_HE01"" ""IT_LIPE_EG_HE01"" ""IT_LIPN_EG_HE01"" ""IT_LIRF_EG_HE01""]"
PAS,PAS_CRD,Temuco,,,,,,,,,,,,,,,,,20551,,,,,,,,,"[""RO_LROP_CL_SCTC""]"
PAS,PAS_CRD,MA_GMMA,,,,20810,,,,,,,,,,,,,,,,,,,,,,"[""FR_LFQQ_MA_GMMA""]"
PAS,PAS_CRD,ID_WI90,,,,,,,,,,,,,,,,,,,,,142599,99734,75620,,,"[""DE_EDDF_ID_WI90""]"
PAS,PAS_CRD,Vasco da Gama,,,,,,,,,,165256,185231,215103,146602,112572,93884,81708,103794,101179,91630,86188,,,76071,76549,,"[""UK_EGCC_IN_VAGO"" ""UK_EGKK_IN_VAGO""]"
PAS,PAS_CRD,BR_SB99,,,,,,,,,,,,,,,,,,,,119525,,,,,,"[""DE_EDDF_BR_SB99""]"
PAS,PAS_CRD,KZ_UA99,,,,,,,,,,,,,,,,,,,,51961,48336,47640,44505,41086,33517,"[""DE_EDVV_KZ_UA99""]"
PAS,PAS_CRD,Ciego de Avila,,,,,,,,,,,,,,,,,,,,21057,,22830,,,,"[""IT_LIMC_CU_MUCA""]"
PAS,PAS_CRD,Perth,,,,,,,,,,,,,76706,,,,,,121722,124094,,,,,,"[""UK_EGLL_AU_YPPH""]"
PAS,PAS_CRD,KE_HKNA,,,,,,,,,,,,,366123,319843,276232,612395,583165,544220,290107,143384,432492,345105,244355,231084,288234,"[""FR_LF90_KE_HKNA"" ""NL_EHAM_KE_HKNA"" ""UK_EGKK_KE_HKNA"" ""UK_EGLL_KE_HKNA""]"
PAS,PAS_CRD,JP_RJNN,,,,,,,,108180,214692,271452,280213,281549,260519,93634,,85109,91885,,,79043,75611,,,,,"[""DE_EDDF_JP_RJNN"" ""FR_LFPG_JP_RJNN"" ""UK_EGLL_JP_RJNN""]"
PAS,PAS_CRD,JP_RJ99,,,,,,,,143583,195070,92845,,,,,,,,,,,,,,,,"[""IT_LIMC_JP_RJ99""]"
PAS,PAS_CRD,Pointe Noire,,83537,95037,100255,85981,79657,75815,,,,,,,,,,,,,,,,,,,"[""FR_LFPG_CG_FCPP""]"
PAS,PAS_CRD,AU_APPH,,,,,,,,,,,,,,,,,,,,,115063,109726,,,,"[""UK_EGLL_AU_APPH""]"
PAS,PAS_CRD,Harare,,,,,,,,,,,,,,,,101437,123409,120411,154270,150993,142636,120263,80647,,,"[""UK_EGKK_ZW_FVHA"" ""UK_EGLL_ZW_FVHA""]"
PAS,PAS_CRD,Dhaka,,,,,,,80679,103555,79779,139712,129536,159683,183251,175327,179582,145775,132858,147670,138710,128646,128329,117814,118367,128764,119234,"[""UK_EGLL_BD_VGZR""]"
PAS,PAS_CRD,Tucson,,,,,,,,,,,,,,,,,,,,30868,,,,,,"[""IT_LIPE_US_KTUS""]"
PAS,PAS_CRD,Chongqing,,,,75363,,,,,,,,,,,,,,,,,,,,,,"[""FI_EFHK_CN_ZUCK""]"
PAS,PAS_CRD,US_KNYC,,,,,,,,,,,,,,,,,,320847,296527,,,,412531,370100,295449,"[""EL_LGAT_US_KNYC""]"
PAS,PAS_CRD,Porto Alegre,,,,,,,,,,,,,,,,,,80390,,,,,,,,"[""FR_LF90_BR_SBPA""]"
PAS,PAS_CRD,Krasnodar,,,,21399,29002,25690,20703,,,,,,,,,,,,,,,,,,,"[""IT_LIPR_RU_URKK""]"
PAS,PAS_CRD,QA_OT99,,,,,,,,,,,,,,,,,,,,,,,,,,"[""CZ_LKPR_QA_OT99""]"
PAS,PAS_CRD,Mombasa,,,,,95652,113628,132808,103129,84955,,220030,207817,179045,,,29304,,,30649,53287,78603,78422,176248,113355,93833,"[""CH_LSZM_KE_HKMO"" ""DE_EDDB_KE_HKMO"" ""DE_EDDF_KE_HKMO"" ""FR_LFSB_KE_HKMO"" ""IT_LIMC_KE_HKMO"" ""UK_EGKK_KE_HKMO""]"
