unit,tra_meas,airp_pr,2017M06,2017M05,2017M04,2017M03,2017M02,2017M01,2016M12,2016M11,2016M10,2016M09,2016M08,2016M07,2016M06,2016M05,2016M04,2016M03,2016M02,2016M01,2015M12,2015M11,2015M10,2015M09,2015M08,2015M07,2015M06,2015M05,2015M04,2015M03,2015M02,2015M01,2014M12,2014M11,2014M10,2014M09,2014M08,2014M07,2014M06,2014M05,2014M04,2014M03,2014M02,2014M01,2013M12,2013M11,2013M10,2013M09,2013M08,2013M07,2013M06,2013M05,2013M04,2013M03,2013M02,2013M01,2012M12,2012M11,2012M10,2012M09,2012M08,2012M07,2012M06,2012M05,2012M04,2012M03,2012M02,2012M01,2011M12,2011M11,2011M10,2011M09,2011M08,2011M07,2011M06,2011M05,2011M04,2011M03,2011M02,2011M01,2010M12,2010M11,2010M10,2010M09,2010M08,2010M07,2010M06,2010M05,2010M04,2010M03,2010M02,2010M01,2009M12,2009M11,2009M10,2009M09,2009M08,2009M07,2009M06,2009M05,2009M04,2009M03,2009M02,2009M01,2008M12,2008M11,2008M10,2008M09,2008M08,2008M07,2008M06,2008M05,2008M04,2008M03,2008M02,2008M01,2007M12,2007M11,2007M10,2007M09,2007M08,2007M07,2007M06,2007M05,2007M04,2007M03,2007M02,2007M01,2006M12,2006M11,2006M10,2006M09,2006M08,2006M07,2006M06,2006M05,2006M04,2006M03,2006M02,2006M01,2005M12,2005M11,2005M10,2005M09,2005M08,2005M07,2005M06,2005M05,2005M04,2005M03,2005M02,2005M01,2004M12,2004M11,2004M10,2004M09,2004M08,2004M07,2004M06,2004M05,2004M04,2004M03,2004M02,2004M01,2003M12,2003M11,2003M10,2003M09,2003M08,2003M07,2003M06,2003M05,2003M04,2003M03,2003M02,2003M01,2002M12,2002M11,2002M10,2002M09,2002M08,2002M07,2002M06,2002M05,2002M04,2002M03,2002M02,2002M01
PAS,PAS_CRD,NO_ENRY_DE_EDJA,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2311,2269,2616,2882,3037,1678,2500,2071,2005,1547,2110,1463,3626,4158,4615,5209,3836,3418,2329,312,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENRY_DE_EDLV,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3636,2985,4488,3180,4518,4724,3471,3909,2488,742,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENRY_DK_EKAH,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3668,3150,3147,4279,3343,3106,3310,322,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENRY_EE_EETN,:,:,:,:,:,:,:,:,2542,1830,1966,2092,2487,2588,2373,2158,2228,2167,1899,2589,2573,2121,2774,2941,2806,2709,2230,2182,2031,1955,2329,1991,3222,2985,2750,2589,3426,2940,2840,2719,2228,1963,2830,2787,3219,2970,3508,3515,3093,3225,3000,2550,2121,2041,2675,2400,3354,2578,3554,3917,3235,3095,2910,2181,1810,1624,2239,2292,3226,2650,3238,4270,3474,2731,2951,2157,1813,1420,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENRY_EL_LGAT,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1523,2034,2014,2368,2309,2245,1929,1131,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENRY_EL_LGSA,:,:,:,:,:,:,:,:,3384,3073,2827,4157,4182,4183,2882,247,:,:,:,:,2685,4646,4254,7674,4422,4391,2564,211,:,:,:,:,3807,5299,3871,6416,3566,4159,2308,:,:,:,:,381,3450,4257,4475,5660,4294,4315,2226,:,:,:,:,:,2771,4562,3985,4478,3665,3061,1552,252,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENRY_ES_GCLP,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,5065,5313,1787,:,:,:,:,:,1430,5035,5459,6612,4517,5431,1088,:,:,:,:,:,1330,3762,4052,4428,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4443,3948,2236,:,:,:,:,:,947,2665,2664,3515,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENRY_ES_GCTS,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3545,4673,1053,:,:,:,:,:,1299,3958,4600,4171,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENRY_ES_LEAL,:,:,:,:,:,:,:,:,9282,7056,6260,11496,9654,10013,9117,9359,6481,6242,6380,6081,11491,10091,9558,14836,9197,9263,8839,7417,6632,6458,6307,6603,10036,9100,7719,14300,11975,8226,8754,8038,6660,5115,6011,7111,11108,9607,8829,14466,10309,9001,8516,8594,7051,5450,5691,6664,6386,6394,6048,9166,5569,5681,5197,5204,4263,3248,3260,4230,7636,6985,5763,10251,7665,5967,6469,7744,6261,5216,4180,6705,5921,4757,4087,5893,4171,4211,2968,4749,3669,3488,3808,4172,2284,2160,2303,2365,1790,2039,2149,1121,801,1155,962,1373,3366,3995,4171,4703,3261,3176,3436,3659,1839,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENRY_ES_LEBL,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,5505,6628,5477,8473,5869,5653,5426,3173,2690,2281,2867,3528,7560,5933,6952,8152,6824,6290,6248,3791,3029,2834,3030,3375,6040,5629,5230,7448,5117,5217,4786,4049,3294,2198,3057,3400,5337,4339,4753,7377,5572,4570,4598,3588,2231,1837,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2860,3711,4192,5133,5010,4458,4416,4316,1687,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENRY_ES_LEGE,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3367,2862,3376,4189,3218,3071,2388,2451,1517,1462,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENRY_ES_LEMD,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4307,5461,5845,6155,5037,5178,4856,666,:,:,:,:,3459,3677,4501,4380,3925,3835,4073,:,:,:,:,587,4130,3980,4179,5870,3656,3932,3406,341,:,:,:,:,3524,4179,4585,4596,4086,3791,4095,877,:,:,:,:,5096,4869,5579,6227,5219,5002,5529,3583,2778,2455,2997,3230,5232,4870,5226,5815,5075,4696,3587,5283,4127,4234,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENRY_ES_LEMG,:,:,:,:,:,:,:,:,7692,5073,4103,7263,6503,6860,6719,3519,1336,1413,1005,1410,9635,10012,8731,13050,9745,8890,8227,2238,1356,1305,1001,1513,8350,9538,7380,16876,9888,8149,8777,6058,5364,4752,4394,6260,11328,8910,9115,13172,8810,9123,8202,8497,5798,4542,5088,5670,7772,6864,6312,10243,5939,6212,5773,4915,3711,2529,2355,3747,9079,6477,6711,9516,7266,5786,6958,4922,4056,3485,3346,4002,5722,4226,3529,6581,3933,3981,3599,3665,2940,2940,2696,3186,2487,1828,2461,1970,1975,2137,1872,1258,1067,1021,1095,1066,2361,2521,2790,3214,2256,2443,2382,2839,1099,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENRY_ES_LEPA,:,:,:,:,:,:,:,:,4075,2734,3065,4370,4767,3949,3664,1115,:,:,:,:,3361,4012,5416,8942,4507,3835,3121,230,:,:,:,:,3339,3669,4144,6873,4038,3189,2846,:,:,:,:,490,3708,3512,3460,7107,3984,3175,2450,499,:,:,:,:,3815,3705,3544,8182,4484,3067,2604,500,:,:,:,:,4465,3450,3642,8372,4379,3150,3572,131,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENRY_FR_LFOB,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3113,3511,3814,4478,3805,3728,3388,243,:,:,:,:,4797,4928,6988,7319,5402,5739,5555,3321,3308,3231,3952,3789,6015,4895,6773,8461,5689,6543,4904,6186,3964,3642,4880,4050,7258,6067,8098,7359,7513,6762,7600,4565,3673,2698,3517,3352,5856,4129,5417,7129,5787,5212,5206,3971,3686,2687,3118,3160,5053,3788,5757,7128,7014,6921,4591,473,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENRY_HR_LDZD,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1728,3190,2692,6119,2466,2550,2170,248,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2148,3279,2480,5652,2250,2089,2170,340,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENRY_HU_LHBP,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3146,2986,4071,3630,3640,4444,3618,3415,2958,2768,929,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1406,1906,2042,2128,1976,1949,1931,2049,1828,1945,1592,1645,1180,1417,1395,1253,1600,2449,1795,1750,2082,1669,883,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENRY_IE_EIDW,:,:,:,:,:,:,:,:,3856,2458,2970,3010,4050,3765,3399,6053,6110,5729,6280,6430,4597,3525,4120,4416,3813,3600,3522,6192,5627,5636,5579,5496,5378,4002,3924,4260,3756,4038,4326,4680,4602,4463,5457,4752,4381,3658,5151,5224,4438,3856,3574,4781,4208,3788,4354,5270,7511,6201,9422,7028,7929,5923,8361,8169,5888,5508,6040,6505,8060,6672,9181,11885,8780,6717,7141,7090,6682,5364,6390,7764,6410,5365,6369,6940,5691,5042,3553,941,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENRY_IT_LIME,:,:,:,:,:,:,:,:,5143,3979,4254,5463,5528,5712,5237,4218,2539,2666,2737,2790,6306,6840,6867,8075,5477,5790,5405,3242,2522,2374,2207,2745,5785,6476,5439,7437,5541,2193,6083,2360,1929,2004,2595,2272,4931,4679,5192,5538,4767,3896,3730,3555,2939,2842,2781,2522,3906,4570,4933,5927,4206,3993,4295,2270,1292,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENRY_IT_LIPH,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1739,1450,3068,2440,3139,4290,2647,1920,1696,214,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENRY_IT_LIRA,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4296,5391,5230,5938,4879,4882,4595,3029,2653,2202,2592,2810,3608,3007,3895,4274,3312,3320,3280,3117,1935,1860,1947,1957,3210,2287,3626,4364,3182,3441,3162,3067,1977,2133,3087,2560,3587,3037,3427,4374,3573,2983,3400,3085,1926,1673,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENRY_LT_EYKA,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2647,2485,3747,4050,5731,4717,3918,3769,3553,2451,2306,2432,2579,2769,3617,4034,4191,3098,4291,3607,3635,2496,1947,1847,2733,2164,2899,2491,3004,4574,2931,2691,:,:,:,:,:,897,5636,5207,5988,6688,5558,5492,5558,5095,4211,4466,4954,4524,4137,3775,4253,4793,4243,3756,3711,3807,3023,2783,3495,3135,2519,2638,2814,2637,2610,1800,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENRY_LT_EYVI,:,:,:,:,:,:,:,:,8199,5663,6383,6610,6591,8557,7410,5433,5306,4919,4571,5633,5245,4956,6863,4641,5260,5376,4785,4750,4720,4406,5524,5117,5321,5011,4291,4343,5591,5018,4365,5598,5160,5213,5260,5693,5303,5491,5432,5178,4962,5139,5805,5826,5190,4814,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENRY_LV_EVRA,:,:,:,:,:,:,:,:,5480,3711,4305,4449,5646,5196,4612,4605,3552,3016,4261,3673,5362,4966,5831,5749,5284,5482,4801,3447,3283,3199,3344,3763,4932,5053,5636,5774,5121,5065,4727,3802,3454,2951,3995,3687,4864,4181,5507,5098,5093,4343,4194,3878,3199,3148,3870,3890,4892,4928,5298,5671,4650,3914,4289,3666,2650,2577,4046,3434,4711,3893,4778,5701,4624,4044,4269,2684,1871,1977,2856,2856,3787,2946,3485,4290,3086,2457,1989,242,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENRY_NL_EHEH,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3104,2215,3286,4311,2681,3022,2102,246,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENRY_NO_ENBO,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4815,3711,4697,6280,4375,3694,1925,5541,5188,4685,4991,4617,4851,4716,5665,5727,6468,5852,5131,5683,5042,3960,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENRY_NO_ENBR,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1765,2813,2698,2573,1574,:,1729,2063,2555,1985,1958,1702,1521,2319,2522,2014,1471,1139,2176,1999,2384,2847,3194,2962,5969,6315,7245,7487,6705,5472,7455,7714,6219,6923,5977,5629,5933,7341,10311,9782,8419,6242,9197,9265,5855,7777,7284,7137,7984,7742,8398,7922,7660,7031,8926,8789,8029,9297,7847,8252,8046,8587,9240,7808,9551,8247,10545,8110,8582,5552,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENRY_NO_ENTC,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,985,1973,4117,5639,4047,2832,1059,527,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENRY_NO_ENVA,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,5911,6479,7518,7312,5969,3974,7109,7356,6666,6464,7171,6149,6358,7948,10160,8644,7835,6183,9111,8683,5810,8040,8141,7632,7848,8441,9341,7945,6777,6242,8486,7224,7314,8359,8214,7780,7591,7771,652,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
